Program Name,Simulation,"Total ""True"" Mitigated Emissions (Kg Methane)","Total ""True"" Emissions (Kg Methane)","Total ""Estimated"" Emissions (Kg Methane)","Total ""True"" Mitigable Emissions (Kg Methane)","Total ""True"" Non-Mitigable Emissions (Kg Methane)","Average ""True"" Emissions Rate (g/s)","95th Percentile ""True"" Emissions Rate (g/s)","5th Percentile ""True"" Emissions Rate (g/s)","Average ""True"" Emissions Amount (Kg Methane)","95th Percentile ""True"" Emissions Amount (Kg Methane)","5th Percentile ""True"" Emissions Amount (Kg Methane)","Year 2017 ""True"" Mitigated Emissions (Kg Methane)","Year 2018 ""True"" Mitigated Emissions (Kg Methane)","Year 2019 ""True"" Mitigated Emissions (Kg Methane)","Year 2020 ""True"" Mitigated Emissions (Kg Methane)","Year 2021 ""True"" Mitigated Emissions (Kg Methane)","Year 2022 ""True"" Mitigated Emissions (Kg Methane)","Year 2017 ""True"" Emissions (Kg Methane)","Year 2018 ""True"" Emissions (Kg Methane)","Year 2019 ""True"" Emissions (Kg Methane)","Year 2020 ""True"" Emissions (Kg Methane)","Year 2021 ""True"" Emissions (Kg Methane)","Year 2022 ""True"" Emissions (Kg Methane)","Year 2017 ""Estimated"" Emissions (Kg Methane)","Year 2018 ""Estimated"" Emissions (Kg Methane)","Year 2019 ""Estimated"" Emissions (Kg Methane)","Year 2020 ""Estimated"" Emissions (Kg Methane)","Year 2021 ""Estimated"" Emissions (Kg Methane)","Year 2022 ""Estimated"" Emissions (Kg Methane)"
P_aircraft,0,127393.75938337922,2043369.3899329058,0.0,1364201.0217284835,679168.3682044224,0.03188468847713717,0.095690057,0.002586218,812.472918462388,3017.681637552,48.041585568,30584.8345840416,23682.942925942098,2.673685417903448,19555.157893536,45988.976418192,7579.1738762496,272038.5990134661,311380.56238279847,354841.2506233676,373044.5973372157,348177.09079520666,224698.92511192436,55277.23239722475,49847.2826542045,21792.37990034077,78741.36374554013,56750.01097487504,11324.017673526665
P_aircraft,1,89308.8520226784,2037240.1034942688,0.0,1395781.545909312,641458.5575849569,0.030589656013229567,0.095690057,0.002586218,792.7004293752019,3017.681637552,45.069710091839994,0.0,46631.32531278109,5730.199256818913,12779.954314473604,10331.174384121601,13836.198754483203,270016.30351494596,317508.94952963083,341203.91771333385,350886.2054517008,339940.1705278552,244098.41799325263,39502.24432369377,77538.72354180778,37046.894215218774,32310.559674341934,24277.77873222928,14196.272317252493
P_aircraft,2,133602.0723851904,2043854.9453378592,0.0,1336928.821726752,706926.1236111072,0.0313474106791941,0.095690057,0.002586218,791.8849071436882,3017.681637552,46.924336281600006,11281.2804698112,14055.625887638402,22606.580379167997,21691.779312902403,63911.99512882716,54.81120684324301,288132.95612289885,326500.68483534537,303816.4129266152,393419.9913822012,326997.9913199303,352404.596233977,37827.387529646745,43274.738294763025,61186.9271492443,80651.44351202015,80751.25502056954,204.01953342665558
P_aircraft,3,49486.8503850336,2002329.2175820994,0.0,1400409.402686813,601919.8148952865,0.03072162898692033,0.095690057,0.002586218,793.630288379746,3017.681637552,46.03053804480001,21885.509767766405,13035.803661648002,0.0,14565.536955619202,0.0,0.0,281939.9402171,330237.5178795845,301138.5305975802,336040.7719319323,349649.03014994494,240830.122648808,58139.6485218205,15208.0932805136,10678.812951265616,15387.324531796097,38.59816257535502,0.0
P_aircraft,4,65764.2318167808,2095361.8884030818,0.0,1463963.7219862465,631398.1664168353,0.030763560966575974,0.095690057,0.002586218,814.3652889246334,3017.681637552,48.7119332736,0.0,0.0,28945.834551763204,17851.181456159346,18967.21580885826,0.0,283272.02537887526,360745.60289603396,350657.92884369736,329134.2497775019,335890.18635860324,380115.261262969,0.0,19507.113812632124,46756.12793096253,18079.329872005932,17076.547163091724,42.01845192845366
P_drone,0,127344.6005564736,2043395.0865927073,0.0,1364226.718388285,679168.3682044224,0.03188468847713717,0.095690057,0.002586218,812.4831358221501,3017.681637552,48.041585568,30584.8345840416,23682.942925942098,2.673685417903448,19505.9990666304,45988.976418192,7579.1738762496,272038.5990134661,311380.56238279847,354841.4479469743,373070.09667341056,348177.09079520666,224698.92511192436,55277.23239722475,49847.2826542045,21766.307772814343,78678.99626674509,56810.29598067177,11324.017673526665
P_drone,1,89224.1647707456,2037327.472136765,0.0,1395868.9145518083,641458.5575849569,0.030589656013229567,0.095690057,0.002586218,792.7344249559397,3017.681637552,45.069710091839994,0.0,46631.32531278109,5730.199256818913,12695.267062540799,10331.174384121601,13836.198754483203,270016.30351494596,317508.94952963083,341204.4033231851,350973.08848434547,339940.1705278552,244098.41799325263,39502.24432369377,77538.72354180778,36937.51754711517,32280.055199267947,24336.10090455887,14196.272317252493
P_drone,2,122282.80560604802,2055171.0838280544,0.0,1348244.9602169474,706926.1236111072,0.0313474106791941,0.095690057,0.002586218,796.2693079535275,3017.681637552,46.924336281600006,11281.2804698112,14055.625887638402,22606.580379167997,21691.779312902403,52592.72814663227,54.811409895742194,288132.95612289885,326500.68483534537,303816.4129266152,393441.3439409748,338292.77725135174,352404.596233977,37827.387529646745,43274.738294763025,61186.9271492443,70701.17576606023,60432.735407087894,151.75425340895646
P_drone,3,49486.8503850336,2002329.2175820994,0.0,1400409.402686813,601919.8148952865,0.03072162898692033,0.095690057,0.002586218,793.630288379746,3017.681637552,46.03053804480001,21885.509767766405,13035.803661648002,0.0,14565.536955619202,0.0,0.0,281939.9402171,330237.5178795845,301138.5305975802,336040.7719319323,349649.03014994494,240830.122648808,58139.6485218205,15208.0932805136,10678.812951265616,15387.324531796097,38.59816257535502,0.0
P_drone,4,91615.9651361856,2069510.155083677,0.0,1438111.9886668418,631398.1664168353,0.030763560966575974,0.095690057,0.002586218,804.3179771020898,3017.681637552,48.7119332736,0.0,0.0,28877.235643296,17851.181456159346,18967.21580885826,25920.332227871997,283272.02537887526,360746.0532831927,350726.07736500574,329134.2497775019,335840.7305922904,354244.38480140973,0.0,19478.181921871867,46737.77118395105,18126.618509777683,26810.14143158222,17857.47761279477
P_none,0,0.0,2170626.398397648,0.0,1491458.0301932255,679168.3682044224,0.03188468847713717,0.095690057,0.002586218,863.0721265994623,3017.681637552,50.946416760960005,0.0,0.0,0.0,0.0,0.0,0.0,293775.6300601692,335017.84975595045,354887.5222454941,392626.1096296627,394075.1554537185,232170.3520442288,0.0,0.0,0.0,0.0,0.0,0.0
P_none,1,0.0,2126268.973652199,0.0,1484810.4160672417,641458.5575849569,0.030589656013229567,0.095690057,0.002586218,827.3420130942408,3017.681637552,47.5946870976,0.0,0.0,0.0,0.0,0.0,0.0,270106.6049308312,363956.8342629129,346918.1048950211,363630.5612675942,350280.331995004,257790.39753728535,0.0,0.0,0.0,0.0,0.0,0.0
P_none,2,0.0,2177391.54710353,0.0,1470465.4234924223,706926.1236111072,0.0313474106791941,0.095690057,0.002586218,843.6232263090003,3017.681637552,48.801312967680005,0.0,0.0,0.0,0.0,0.0,0.0,296096.910998593,340573.59001357964,326420.43604193034,415141.58296724805,390772.20302772126,352459.4145534755,0.0,0.0,0.0,0.0,0.0,0.0
