Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),truck Deployment Cost ($),truck Sites flagged for Follow-Up,truck Leaks tagged for repair,truck Sites Visited,truck Travel Time (Minutes),truck Survey Time (Minutes),OGI_FU_persitehigh Deployment Cost ($),OGI_FU_persitehigh Sites flagged for Follow-Up,OGI_FU_persitehigh Leaks tagged for repair,OGI_FU_persitehigh Sites Visited,OGI_FU_persitehigh Travel Time (Minutes),OGI_FU_persitehigh Survey Time (Minutes)
2022-01-01,62507.86506,11566.42506,50941.44000,400.00000,390,391,0,1,0.00000,0.00000,200.00000,400.00000,0,,10,180,270,0.00000,,0,0,0,0
2022-01-02,60776.85071,11563.41071,49213.44000,400.00000,387,0,0,1,0.00000,0.00000,200.00000,400.00000,0,,1,20,30,0.00000,,0,0,0,0
2022-01-03,61070.88491,11563.68491,49507.20000,5512.00000,388,2,0,1,61.00000,0.00000,200.00000,0.00000,9,,0,0,0,5512.00000,,61,3,120,360
2022-01-04,60956.14906,11535.34906,49420.80000,5512.00000,386,0,0,1,53.00000,0.00000,200.00000,0.00000,1,,0,0,0,5512.00000,,53,3,120,360
2022-01-05,60869.74906,11535.34906,49334.40000,5512.00000,385,0,0,0,51.00000,0.00000,0.00000,0.00000,0,,0,0,0,5512.00000,,51,3,120,360
2022-01-06,60883.49432,11549.09432,49334.40000,2756.00000,387,2,0,0,15.00000,0.00000,0.00000,0.00000,0,,0,0,0,2756.00000,,15,1,30,120
2022-01-07,60883.49432,11549.09432,49334.40000,0.00000,387,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-08,60883.49432,11549.09432,49334.40000,0.00000,387,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-09,60898.84865,11564.44865,49334.40000,0.00000,388,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-10,61282.03638,11947.63638,49334.40000,0.00000,388,1,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
