Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),stationary Deployment Cost ($),stationary Sites flagged for Follow-Up,stationary Leaks tagged for repair,stationary Sites Visited,stationary Travel Time (Minutes),stationary Survey Time (Minutes),OGI_FU_persitehigh Deployment Cost ($),OGI_FU_persitehigh Sites flagged for Follow-Up,OGI_FU_persitehigh Leaks tagged for repair,OGI_FU_persitehigh Sites Visited,OGI_FU_persitehigh Travel Time (Minutes),OGI_FU_persitehigh Survey Time (Minutes)
2022-01-01,920.64800,691.79877,228.84923,6030.00000,366,366,0,0,0.00000,0.00000,0.00000,6030,0,,10,0,0,0.00000,,0,0,0,0
2022-01-02,920.87145,692.02221,228.84923,30.00000,367,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-03,923.55284,694.70361,228.84923,30.00000,368,2,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-04,920.87145,692.02221,228.84923,30.00000,367,0,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-05,925.78733,697.38500,228.40234,30.00000,368,2,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-06,928.46872,700.06639,228.40234,30.00000,369,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-07,928.69217,700.28984,228.40234,30.00000,369,1,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-08,932.71426,704.31192,228.40234,30.00000,369,3,0,3,0.00000,0.00000,600.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-09,928.99010,704.53537,224.45473,30.00000,368,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-10,931.67149,707.21676,224.45473,5542.00000,369,1,0,0,35.00000,0.00000,0.00000,30,10,,10,0,0,5512.00000,,35,3,120,360
2022-01-11,933.64530,707.21676,226.42853,5542.00000,370,1,0,0,40.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,40,3,120,360
2022-01-12,933.64530,707.21676,226.42853,5542.00000,370,0,0,0,40.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,40,3,120,360
2022-01-13,933.86875,707.44021,226.42853,2786.00000,371,1,0,0,16.00000,0.00000,0.00000,30,0,,10,0,0,2756.00000,,16,1,30,120
2022-01-14,933.86875,707.44021,226.42853,30.00000,371,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-15,934.09219,707.44021,226.65198,30.00000,372,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-16,934.09219,707.44021,226.65198,30.00000,372,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-17,935.61910,706.99331,228.62579,30.00000,372,1,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-18,934.09219,706.76986,227.32233,30.00000,371,1,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-19,933.42185,706.09952,227.32233,5542.00000,369,0,0,2,50.00000,0.00000,400.00000,30,10,,10,0,0,5512.00000,,50,3,120,360
2022-01-20,936.10324,708.78091,227.32233,5542.00000,370,1,0,0,36.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,36,3,120,360
2022-01-21,927.16527,708.78091,218.38436,5542.00000,369,0,0,0,41.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,41,3,120,360
2022-01-22,927.16527,708.78091,218.38436,2786.00000,369,0,0,0,15.00000,0.00000,0.00000,30,0,,10,0,0,2756.00000,,15,1,30,120
2022-01-23,935.20944,716.82508,218.38436,30.00000,372,3,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-24,943.47706,725.76305,217.71402,30.00000,373,2,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-25,854.32083,637.05371,217.26712,5630.00000,345,1,28,0,0.00000,5600.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-26,743.26657,525.99945,217.26712,6630.00000,312,0,33,0,0.00000,6600.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-27,599.81217,382.54505,217.26712,7430.00000,276,1,37,0,0.00000,7400.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-28,551.28645,323.77791,227.50854,8742.00000,264,4,16,0,31.00000,3200.00000,0.00000,30,10,,10,0,0,5512.00000,,31,3,120,360
2022-01-29,551.28645,323.77791,227.50854,5542.00000,264,1,0,1,19.00000,0.00000,200.00000,30,0,,10,0,0,5512.00000,,19,3,120,360
2022-01-30,542.31124,321.09652,221.21472,5542.00000,263,1,0,1,32.00000,0.00000,200.00000,30,0,,10,0,0,5512.00000,,32,3,120,360
2022-01-31,540.74710,319.53238,221.21472,2786.00000,262,0,0,1,11.00000,0.00000,200.00000,30,0,,10,0,0,2756.00000,,11,1,30,120
2022-02-01,541.19399,319.30893,221.88507,30.00000,262,1,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-02,540.52365,319.30893,221.21472,30.00000,261,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-03,484.43789,263.22317,221.21472,4630.00000,237,0,23,1,0.00000,4600.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-04,440.41840,219.20368,221.21472,2830.00000,222,0,14,1,0.00000,2800.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-05,396.62235,175.40763,221.21472,4230.00000,202,1,21,0,0.00000,4200.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-06,384.33265,163.11793,221.21472,6342.00000,197,0,4,1,15.00000,800.00000,200.00000,30,10,,10,0,0,5512.00000,,15,3,120,360
2022-02-07,393.04717,163.56482,229.48234,5542.00000,199,2,0,0,16.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,16,3,120,360
2022-02-08,393.04717,163.56482,229.48234,5542.00000,199,0,0,0,12.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,12,3,120,360
2022-02-09,396.39890,166.24622,230.15269,2786.00000,200,2,0,0,3.00000,0.00000,0.00000,30,0,,10,0,0,2756.00000,,3,1,30,120
2022-02-10,399.08029,168.92761,230.15269,30.00000,201,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-11,399.30374,169.15106,230.15269,30.00000,202,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-12,363.10497,132.95228,230.15269,3230.00000,186,0,16,0,0.00000,3200.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-13,388.57818,141.21990,247.35828,430.00000,189,5,2,0,0.00000,400.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-14,361.09393,113.73565,247.35828,2630.00000,176,0,13,0,0.00000,2600.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-15,351.93251,104.57423,247.35828,6942.00000,169,0,7,0,12.00000,1400.00000,0.00000,30,10,,10,0,0,5512.00000,,12,3,120,360
2022-02-16,351.93251,104.57423,247.35828,5542.00000,169,0,0,0,12.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,12,3,120,360
2022-02-17,367.08982,109.93701,257.15280,5542.00000,172,4,0,0,19.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,19,3,120,360
2022-02-18,367.31326,110.16046,257.15280,2786.00000,173,1,0,0,4.00000,0.00000,0.00000,30,0,,10,0,0,2756.00000,,4,1,30,120
2022-02-19,369.77121,112.61840,257.15280,30.00000,173,1,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-20,369.32431,112.61840,256.70590,30.00000,172,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-21,362.84428,106.13838,256.70590,1230.00000,166,0,6,0,0.00000,1200.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-22,348.99043,92.28453,256.70590,1630.00000,159,1,8,0,0.00000,1600.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-23,341.61660,84.91070,256.70590,830.00000,154,0,4,1,0.00000,800.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-24,344.70765,86.02795,258.67970,5942.00000,154,2,2,0,9.00000,400.00000,0.00000,30,10,,10,0,0,5512.00000,,9,3,120,360
2022-02-25,345.60145,86.47485,259.12660,5542.00000,157,3,0,0,14.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,14,3,120,360
2022-02-26,343.62765,86.92174,256.70590,5542.00000,156,1,0,0,15.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,15,3,120,360
2022-02-27,346.30904,89.60313,256.70590,2786.00000,157,1,0,0,6.00000,0.00000,0.00000,30,0,,10,0,0,2756.00000,,6,1,30,120
2022-02-28,346.53249,89.82658,256.70590,30.00000,158,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-03-01,346.75594,89.82658,256.92935,30.00000,159,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-03-02,338.93521,82.67621,256.25900,830.00000,154,0,4,0,0.00000,800.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-03-03,331.56139,75.30239,256.25900,830.00000,150,0,4,0,0.00000,800.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-03-04,325.97516,69.71615,256.25900,1230.00000,144,1,6,1,0.00000,1200.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-03-05,321.50618,65.24717,256.25900,5942.00000,143,1,2,0,12.00000,400.00000,0.00000,30,10,,10,0,0,5512.00000,,12,3,120,360
2022-03-06,321.50618,65.24717,256.25900,5542.00000,143,0,0,0,11.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,11,3,120,360
2022-03-07,336.25382,71.05685,265.19697,5542.00000,145,3,0,1,10.00000,0.00000,200.00000,30,0,,10,0,0,5512.00000,,10,3,120,360
2022-03-08,340.72281,75.52583,265.19697,2786.00000,146,1,0,0,5.00000,0.00000,0.00000,30,0,,10,0,0,2756.00000,,5,1,30,120
2022-03-09,351.67182,86.47485,265.19697,30.00000,148,2,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-03-10,349.47457,86.25140,263.22317,30.00000,146,0,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-03-11,342.99454,79.77137,263.22317,630.00000,144,1,3,0,0.00000,600.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-03-12,343.21799,79.99482,263.22317,830.00000,142,2,4,0,0.00000,800.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-03-13,339.86625,76.64308,263.22317,830.00000,138,0,4,0,0.00000,800.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-03-14,339.86625,76.64308,263.22317,5742.00000,138,1,1,0,7.00000,200.00000,0.00000,30,10,,10,0,0,5512.00000,,7,3,120,360
2022-03-15,339.64280,76.64308,262.99972,5542.00000,137,0,0,0,15.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,15,3,120,360
2022-03-16,347.91042,84.91070,262.99972,5542.00000,138,2,0,0,13.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,13,3,120,360
2022-03-17,347.91042,84.91070,262.99972,2786.00000,138,0,0,0,3.00000,0.00000,0.00000,30,0,,10,0,0,2756.00000,,3,1,30,120
2022-03-18,347.91042,84.91070,262.99972,30.00000,138,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-03-19,357.07184,85.13415,271.93769,30.00000,140,2,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-03-20,360.23737,81.33551,278.90186,1030.00000,134,1,5,1,0.00000,1000.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-03-21,360.68427,81.78241,278.90186,630.00000,134,3,3,0,0.00000,600.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-03-22,364.92981,86.02795,278.90186,230.00000,134,1,1,0,0.00000,200.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-03-23,362.24842,83.34656,278.90186,5742.00000,133,0,1,0,14.00000,200.00000,0.00000,30,10,,10,0,0,5512.00000,,14,3,120,360
2022-03-24,362.24842,83.34656,278.90186,5542.00000,133,0,0,0,11.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,11,3,120,360
2022-03-25,369.62224,90.72038,278.90186,5542.00000,137,4,0,0,14.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,14,3,120,360
2022-03-26,370.06914,90.72038,279.34876,2786.00000,138,1,0,0,4.00000,0.00000,0.00000,30,0,,10,0,0,2756.00000,,4,1,30,120
2022-03-27,380.31056,98.98800,281.32256,30.00000,140,2,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-03-28,390.84991,103.23354,287.61638,30.00000,142,3,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-03-29,391.29681,94.96592,296.33090,230.00000,143,2,1,0,0.00000,200.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-03-30,375.43192,79.32447,296.10745,1230.00000,136,0,6,0,0.00000,1200.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-03-31,359.12013,63.45958,295.66055,830.00000,131,0,4,0,0.00000,800.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-04-01,358.89668,63.23613,295.66055,5742.00000,130,0,1,0,11.00000,200.00000,0.00000,30,10,,10,0,0,5512.00000,,11,3,120,360
2022-04-02,361.13117,65.91752,295.21365,5542.00000,130,1,0,0,10.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,10,3,120,360
2022-04-03,363.32842,66.14097,297.18745,5542.00000,132,2,0,0,14.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,14,3,120,360
2022-04-04,363.32842,66.14097,297.18745,2786.00000,132,0,0,0,6.00000,0.00000,0.00000,30,0,,10,0,0,2756.00000,,6,1,30,120
2022-04-05,363.32842,66.14097,297.18745,30.00000,132,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-04-06,361.35462,66.14097,295.21365,30.00000,131,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-04-07,359.56702,64.35337,295.21365,230.00000,131,1,1,0,0.00000,200.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-04-08,360.68427,65.47062,295.21365,230.00000,131,1,1,0,0.00000,200.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-04-09,357.33253,62.11888,295.21365,630.00000,128,0,3,0,0.00000,600.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-04-10,349.06491,53.85126,295.21365,5742.00000,127,0,1,0,13.00000,200.00000,0.00000,30,10,,10,0,0,5512.00000,,13,3,120,360
2022-04-11,362.47186,67.48166,294.99020,5542.00000,129,3,0,0,9.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,9,3,120,360
2022-04-12,362.47186,67.48166,294.99020,5542.00000,129,0,0,0,14.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,14,3,120,360
2022-04-13,354.20424,67.48166,286.72258,2786.00000,128,0,0,0,5.00000,0.00000,0.00000,30,0,,10,0,0,2756.00000,,5,1,30,120
2022-04-14,357.33253,70.16305,287.16948,30.00000,130,2,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-04-15,357.33253,70.16305,287.16948,30.00000,130,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-04-16,353.98079,66.81132,287.16948,430.00000,129,1,2,0,0.00000,400.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-04-17,346.83042,59.21404,287.61638,830.00000,127,2,4,0,0.00000,800.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-04-18,343.70213,56.30920,287.39293,630.00000,124,1,3,0,0.00000,600.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-04-19,341.02074,53.62781,287.39293,5742.00000,123,0,1,0,9.00000,200.00000,0.00000,30,10,,10,0,0,5512.00000,,9,3,120,360
2022-04-20,346.60697,59.21404,287.39293,5542.00000,126,3,0,0,11.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,11,3,120,360
2022-04-21,345.93662,59.21404,286.72258,5542.00000,125,0,0,0,15.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,15,3,120,360
2022-04-22,350.40561,63.68303,286.72258,2786.00000,126,1,0,0,5.00000,0.00000,0.00000,30,0,,10,0,0,2756.00000,,5,1,30,120
2022-04-23,350.40561,63.68303,286.72258,30.00000,126,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-04-24,358.67323,71.95065,286.72258,30.00000,127,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-04-25,356.17805,67.48166,288.69638,830.00000,125,2,4,0,0.00000,800.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-04-26,345.22903,56.53265,288.69638,430.00000,123,0,2,0,0.00000,400.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-04-27,341.46764,54.74506,286.72258,430.00000,120,0,2,0,0.00000,400.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-04-28,352.64010,65.91752,286.72258,5742.00000,122,3,1,0,9.00000,200.00000,0.00000,30,10,,10,0,0,5512.00000,,9,3,120,360
2022-04-29,352.64010,65.91752,286.72258,5542.00000,122,0,0,0,12.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,12,3,120,360
2022-04-30,360.90772,65.91752,294.99020,5542.00000,123,1,0,0,10.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,10,3,120,360
2022-05-01,363.58911,68.59891,294.99020,2786.00000,124,1,0,0,4.00000,0.00000,0.00000,30,0,,10,0,0,2756.00000,,4,1,30,120
2022-05-02,365.56291,68.59891,296.96400,30.00000,125,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-05-03,368.24430,71.28030,296.96400,30.00000,126,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-05-04,357.29529,60.33129,296.96400,430.00000,124,0,2,0,0.00000,400.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-05-05,349.02767,52.51057,296.51710,830.00000,121,2,4,0,0.00000,800.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-05-06,349.02767,52.51057,296.51710,830.00000,118,1,4,0,0.00000,800.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-05-07,348.09663,49.60573,298.49091,5942.00000,117,1,2,0,12.00000,400.00000,0.00000,30,10,,10,0,0,5512.00000,,12,3,120,360
2022-05-08,348.09663,49.60573,298.49091,5542.00000,117,0,0,0,9.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,9,3,120,360
2022-05-09,350.74078,49.60573,301.13506,5542.00000,119,2,0,0,6.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,6,3,120,360
2022-05-10,353.42217,52.28712,301.13506,2786.00000,120,1,0,0,7.00000,0.00000,0.00000,30,0,,10,0,0,2756.00000,,7,1,30,120
2022-05-11,361.68979,52.28712,309.40268,30.00000,121,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-05-12,369.95741,60.55474,309.40268,30.00000,122,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-05-13,367.27602,57.87335,309.40268,230.00000,121,0,1,0,0.00000,200.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-05-14,356.10356,46.70089,309.40268,630.00000,118,0,3,0,0.00000,600.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-05-15,361.46634,51.61677,309.84957,430.00000,119,3,2,0,0.00000,400.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-05-16,355.88011,46.03054,309.84957,5742.00000,119,1,1,0,11.00000,200.00000,0.00000,30,10,,10,0,0,5512.00000,,11,3,120,360
