Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),stationary Deployment Cost ($),stationary Sites flagged for Follow-Up,stationary Leaks tagged for repair,stationary Sites Visited,stationary Travel Time (Minutes),stationary Survey Time (Minutes),OGI_FU_persitehigh Deployment Cost ($),OGI_FU_persitehigh Sites flagged for Follow-Up,OGI_FU_persitehigh Leaks tagged for repair,OGI_FU_persitehigh Sites Visited,OGI_FU_persitehigh Travel Time (Minutes),OGI_FU_persitehigh Survey Time (Minutes)
2022-01-01,964.22060,748.55487,215.66573,6030.00000,363,364,0,0,0.00000,0.00000,0.00000,6030,0,,10,0,0,0.00000,,0,0,0,0
2022-01-02,966.90199,751.23626,215.66573,30.00000,364,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-03,967.12544,751.45971,215.66573,30.00000,365,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-04,967.12544,751.45971,215.66573,30.00000,365,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-05,966.00819,750.34246,215.66573,30.00000,363,1,0,3,0.00000,0.00000,600.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-06,966.00819,750.34246,215.66573,30.00000,363,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-07,965.33784,750.34246,214.99538,30.00000,362,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-08,968.24268,753.24730,214.99538,30.00000,363,2,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-09,968.24268,753.24730,214.99538,30.00000,363,1,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-10,967.57234,753.24730,214.32504,5542.00000,362,0,0,0,42.00000,0.00000,0.00000,30,10,,10,0,0,5512.00000,,42,3,120,360
2022-01-11,967.57234,753.24730,214.32504,5542.00000,362,0,0,0,43.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,43,3,120,360
2022-01-12,978.52135,755.92869,222.59266,5542.00000,363,2,0,0,48.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,48,3,120,360
2022-01-13,981.20274,758.61008,222.59266,2786.00000,364,1,0,0,9.00000,0.00000,0.00000,30,0,,10,0,0,2756.00000,,9,1,30,120
2022-01-14,983.17654,758.61008,224.56646,30.00000,365,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-15,989.17243,763.07906,226.09336,30.00000,366,2,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-16,989.88002,765.76046,224.11956,30.00000,366,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-17,992.11451,767.99495,224.11956,30.00000,366,1,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-18,992.11451,767.99495,224.11956,30.00000,366,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-19,989.43312,765.31356,224.11956,5542.00000,365,0,0,1,48.00000,0.00000,200.00000,30,10,,10,0,0,5512.00000,,48,3,120,360
2022-01-20,998.14764,765.31356,232.83408,5542.00000,367,2,0,0,32.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,32,3,120,360
2022-01-21,998.14764,765.31356,232.83408,5542.00000,367,0,0,0,38.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,38,3,120,360
2022-01-22,996.17383,765.31356,230.86028,2786.00000,366,1,0,0,14.00000,0.00000,0.00000,30,0,,10,0,0,2756.00000,,14,1,30,120
2022-01-23,998.63178,767.77150,230.86028,30.00000,366,1,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-24,1010.25114,770.45289,239.79825,30.00000,368,2,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-25,908.35829,668.56005,239.79825,7030.00000,335,2,35,0,0.00000,7000.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-26,770.93703,531.13878,239.79825,8030.00000,295,0,40,0,0.00000,8000.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-27,613.85223,374.05398,239.79825,8430.00000,253,0,42,0,0.00000,8400.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-28,597.76389,357.96564,239.79825,6742.00000,250,3,6,0,26.00000,1200.00000,0.00000,30,10,,10,0,0,5512.00000,,26,3,120,360
2022-01-29,597.76389,357.96564,239.79825,5542.00000,250,0,0,0,23.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,23,3,120,360
2022-01-30,600.44528,360.64703,239.79825,5542.00000,251,1,0,0,31.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,31,3,120,360
2022-01-31,603.12667,363.32842,239.79825,2786.00000,252,1,0,0,8.00000,0.00000,0.00000,30,0,,10,0,0,2756.00000,,8,1,30,120
2022-02-01,603.35012,363.55187,239.79825,30.00000,252,2,0,2,0.00000,0.00000,400.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-02,600.66873,360.87048,239.79825,30.00000,251,0,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-03,539.66709,299.86885,239.79825,4030.00000,233,2,20,0,0.00000,4000.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-04,501.90417,262.10593,239.79825,3030.00000,218,0,15,0,0.00000,3000.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-05,446.48877,206.69052,239.79825,3830.00000,200,2,19,1,0.00000,3800.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-06,443.80738,204.00913,239.79825,5942.00000,199,1,2,0,15.00000,400.00000,0.00000,30,10,,10,0,0,5512.00000,,15,3,120,360
2022-02-07,435.53976,204.00913,231.53063,5542.00000,198,0,0,0,16.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,16,3,120,360
2022-02-08,450.28741,209.81881,240.46859,5542.00000,199,2,0,1,20.00000,0.00000,200.00000,30,0,,10,0,0,5512.00000,,20,3,120,360
2022-02-09,452.74535,212.27675,240.46859,2786.00000,199,1,0,1,10.00000,0.00000,200.00000,30,0,,10,0,0,2756.00000,,10,1,30,120
2022-02-10,458.55503,217.63953,240.91549,30.00000,202,3,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-11,468.83369,228.14165,240.69204,30.00000,203,2,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
