Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),stationary_mdl_high Deployment Cost ($),stationary_mdl_high Sites flagged for Follow-Up,stationary_mdl_high Leaks tagged for repair,stationary_mdl_high Sites Visited,stationary_mdl_high Travel Time (Minutes),stationary_mdl_high Survey Time (Minutes),OGI_FU_mdl_high Deployment Cost ($),OGI_FU_mdl_high Sites flagged for Follow-Up,OGI_FU_mdl_high Leaks tagged for repair,OGI_FU_mdl_high Sites Visited,OGI_FU_mdl_high Travel Time (Minutes),OGI_FU_mdl_high Survey Time (Minutes)
2022-01-01,1021.98222,818.04757,203.93465,6030.00000,384,386,0,2,0.00000,0.00000,400.00000,6030,0,,10,0,0,0.00000,,0,0,0,0
2022-01-02,1030.24984,826.31519,203.93465,30.00000,385,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-03,1026.00430,822.06966,203.93465,30.00000,383,0,0,2,0.00000,0.00000,400.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-04,1012.37390,808.43925,203.93465,30.00000,380,0,0,3,0.00000,0.00000,600.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-05,1012.59735,808.66270,203.93465,30.00000,381,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-06,998.29660,803.29992,194.99668,30.00000,378,0,0,2,0.00000,0.00000,400.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-07,998.29660,803.29992,194.99668,30.00000,378,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-08,998.29660,803.29992,194.99668,30.00000,378,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-09,998.07315,803.07647,194.99668,30.00000,377,0,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-10,995.39176,800.39508,194.99668,1030.00000,376,1,0,2,38.00000,0.00000,400.00000,30,10,,10,0,0,1000.00000,,38,3,120,360
2022-01-11,995.39176,800.39508,194.99668,1030.00000,376,0,0,0,55.00000,0.00000,0.00000,30,0,,10,0,0,1000.00000,,55,3,120,360
2022-01-12,996.09935,803.07647,193.02288,1030.00000,376,1,0,0,37.00000,0.00000,0.00000,30,0,,10,0,0,1000.00000,,37,3,120,360
2022-01-13,998.78074,805.75786,193.02288,530.00000,377,1,0,0,11.00000,0.00000,0.00000,30,0,,10,0,0,500.00000,,11,1,30,120
2022-01-14,999.22764,805.75786,193.46978,30.00000,378,2,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-15,1017.32703,815.58963,201.73740,30.00000,382,4,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-16,1017.32703,815.58963,201.73740,30.00000,382,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-17,1012.85804,811.12064,201.73740,30.00000,381,0,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-18,1012.85804,811.12064,201.73740,30.00000,381,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-19,1013.26770,809.55650,203.71120,1030.00000,381,1,0,1,47.00000,0.00000,200.00000,30,10,,10,0,0,1000.00000,,47,3,120,360
2022-01-20,1013.26770,809.55650,203.71120,1030.00000,381,0,0,0,58.00000,0.00000,0.00000,30,0,,10,0,0,1000.00000,,58,3,120,360
2022-01-21,1012.82080,809.55650,203.26430,1030.00000,380,0,0,0,43.00000,0.00000,0.00000,30,0,,10,0,0,1000.00000,,43,3,120,360
2022-01-22,1014.79460,809.55650,205.23810,530.00000,381,1,0,0,11.00000,0.00000,0.00000,30,0,,10,0,0,500.00000,,11,1,30,120
2022-01-23,1015.24150,810.00340,205.23810,30.00000,382,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-24,1021.05118,815.81308,205.23810,30.00000,382,1,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-25,906.86863,701.63053,205.23810,7030.00000,347,0,35,0,0.00000,7000.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-26,702.63605,497.39795,205.23810,10830.00000,292,0,54,1,0.00000,10800.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-27,591.13489,377.62917,213.50572,6630.00000,259,1,33,1,0.00000,6600.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-28,566.14582,354.61390,211.53192,2630.00000,251,1,8,0,27.00000,1600.00000,0.00000,30,10,,10,0,0,1000.00000,,27,3,120,360
