Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),truck Deployment Cost ($),truck Sites flagged for Follow-Up,truck Leaks tagged for repair,truck Sites Visited,truck Travel Time (Minutes),truck Survey Time (Minutes),OGI_FU_persitehigh Deployment Cost ($),OGI_FU_persitehigh Sites flagged for Follow-Up,OGI_FU_persitehigh Leaks tagged for repair,OGI_FU_persitehigh Sites Visited,OGI_FU_persitehigh Travel Time (Minutes),OGI_FU_persitehigh Survey Time (Minutes)
2022-01-01,1025.59465,729.78513,295.80951,400.00000,367,369,0,1,0.00000,0.00000,200.00000,400.00000,0,,10,180,270,0.00000,,0,0,0,0
2022-01-02,1025.59465,729.78513,295.80951,400.00000,367,0,0,0,0.00000,0.00000,0.00000,400.00000,0,,1,20,30,0.00000,,0,0,0,0
2022-01-03,1025.59465,729.78513,295.80951,5512.00000,367,1,0,1,34.00000,0.00000,200.00000,0.00000,9,,0,0,0,5512.00000,,34,3,120,360
2022-01-04,1031.18088,735.81826,295.36262,5512.00000,367,1,0,0,39.00000,0.00000,0.00000,0.00000,1,,0,0,0,5512.00000,,39,3,120,360
2022-01-05,1039.44850,735.81826,303.63024,5512.00000,368,1,0,0,48.00000,0.00000,0.00000,0.00000,0,,0,0,0,5512.00000,,48,3,120,360
2022-01-06,1039.44850,735.81826,303.63024,2756.00000,368,1,0,1,11.00000,0.00000,200.00000,0.00000,0,,0,0,0,2756.00000,,11,1,30,120
2022-01-07,1045.92852,741.85139,304.07714,0.00000,370,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-08,1045.92852,741.85139,304.07714,0.00000,370,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-09,1042.35334,738.27620,304.07714,0.00000,369,2,0,3,0.00000,0.00000,600.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-10,1044.58783,741.18104,303.40679,0.00000,370,3,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
