Program Name,basecase,crew_count,johnson,mdl,ogi_persite_high,ogi_sensor,site_num,site_num_180,triannual
P_OGI,16.757321635425285,0.0,-1.0045530936812348,3.6055233151193775,10.841075566334858,3.6055233151193775,-0.18331984928412481,-0.1925806817484954,3.3611359721034297
P_aircraft,13.776659952239418,-0.03539225318228567,-0.3968835232182837,inf,inf,1.481741400808568,-0.21303233343039985,-0.46607163086360615,0.8670963369511338
P_drone,14.04540057436358,-0.024742644778793732,-0.47569395463646913,inf,inf,2.1016078669734206,-0.3356833686893168,-0.572399557356631,1.0742993073360907
P_stationary,40.832953209294985,-0.13421247694547844,-7.580272115272102,4.4678008612930284,121.8347226474382,4.4678008612930284,-1.2030680466773518,2.9311751140782576,0.0
P_truck,13.974252044732761,-0.025519894834717505,-0.4161915935038678,1.9021575827090036,11.998711210489986,2.1337553708486077,-0.33183108845161513,-0.5447027577391061,1.016569797773741
