Program Name,Simulation,Mitigated Methane (kg),Total Cost ($),Mitigation Ratio ($/tonne CO2e),Value of Mitigated Methane ($)
P_aircraft,0,2684483.714564173,91050.0,1.2113262958697602,437400.18291163567
P_aircraft,1,2172428.4685716736,84050.0,1.3817650420772316,353967.7310614504
P_aircraft,2,3428039.93661863,85250.0,0.8881585143217584,558552.576486318
P_aircraft,3,2050059.7632606651,84850.0,1.4781799034176903,334029.4115271168
P_aircraft,4,4357070.720124477,83850.0,0.6873064610384161,709925.5322734497
P_drone,0,2686706.2617750256,93300.0,1.240233405694827,437762.316811455
P_drone,1,2172736.142710692,86300.0,1.418553682868089,354017.86238612694
P_drone,2,3430666.051229489,87300.0,0.9088197732739853,558980.4662160657
P_drone,3,2051409.8339951653,86900.0,1.5128968269237337,334249.3872278485
P_drone,4,4359639.242218735,86100.0,0.7053335905002662,710344.0380843608
P_OGI,0,2551883.0441860585,104712.0,1.465472445625773,415794.70355524134
P_OGI,1,1947030.583665356,100312.0,1.840018055508459,317242.2051992363
P_OGI,2,3527897.239875196,100512.0,1.0175223487635587,574822.9686188983
P_OGI,3,1848987.8923119528,98512.0,1.9028170649005662,301267.4794452788
P_OGI,4,4234268.164255643,98912.0,0.8342814605820865,689916.522679676
P_stationary,0,3064331.93130977,247350.0,2.8828236527407576,499291.29388459097
P_stationary,1,2522001.6299410705,242150.0,3.429107334048932,410925.9327053731
P_stationary,2,3903309.565534281,240550.0,2.2009710693790416,635991.3113507614
P_stationary,3,2553118.01005314,242550.0,3.3929101459041844,415995.9244802262
P_stationary,4,4679409.780429508,241750.0,1.8450892263246266,762446.3068164517
P_truck,0,2686706.2617750256,92700.0,1.2322576281662427,437762.316811455
P_truck,1,2172736.142710692,85700.0,1.4086912007160513,354017.86238612694
P_truck,2,3430666.051229489,86700.0,0.9025735892652295,558980.4662160657
P_truck,3,2051409.8339951653,86300.0,1.50245104906235,334249.3872278485
P_truck,4,4359639.242218735,85500.0,0.7004183738417278,710344.0380843608
