Program Name,Simulation,Mitigated Methane (kg),Total Cost ($),Mitigation Ratio ($/tonne CO2e),Value of Mitigated Methane ($)
P_aircraft,0,1161779.2723058688,423350.0,13.014212955558925,189296.16277893283
P_aircraft,1,1146012.695592509,427550.0,13.324148079570952,186727.21311427315
P_aircraft,2,1123192.274253264,420150.0,13.359562282275498,183008.93521459636
P_aircraft,3,1077020.292955248,409550.0,13.580789340701386,175485.83758670717
P_aircraft,4,1116925.6410510913,419350.0,13.408937143023861,181987.8723957014
P_drone,0,1157383.3559450975,429700.0,13.25958982613584,188579.90787679507
P_drone,1,1149704.9703762624,433300.0,13.459974862016571,187328.81917245558
P_drone,2,1126096.4436659426,426300.0,13.520156364614635,183482.13020006797
P_drone,3,1079188.1972417086,416100.0,13.770271324034775,175839.06816370354
P_drone,4,1115301.6121756325,423500.0,13.56135401839461,181723.25893452615
P_OGI,0,1063160.1853116192,472840.0,15.883912029863238,173227.521179121
P_OGI,1,1040922.9663542496,471640.0,16.18206751003054,169604.2681913566
P_OGI,2,1046053.1368268928,466040.0,15.911510733359727,170440.15983447884
P_OGI,3,1003621.918783968,459240.0,16.34223831151601,163526.5688030086
P_OGI,4,1028037.0970824192,460840.0,16.00970575408323,167504.69070243556
P_stationary,0,647772.3429914016,690300.0,38.05900590741751,105545.71062299683
P_stationary,1,633093.293750688,694100.0,39.155817884950984,103153.95879823322
P_stationary,2,659862.5096123712,692300.0,37.469926901172826,107515.63916558916
P_stationary,3,641448.2832090337,695500.0,38.72375429866283,104515.29092235024
P_stationary,4,628017.4212955775,695100.0,39.52915820199209,102326.91428004293
P_truck,0,1155985.6811007457,428700.0,13.244726587906529,188352.17573252696
P_truck,1,1144679.3741048258,429700.0,13.40674857833439,186509.9664759611
P_truck,2,1126109.180266128,423900.0,13.443888016886534,183484.2054561854
P_truck,3,1079454.9956025314,415500.0,13.74701657293522,175882.53933515868
P_truck,4,1125113.0437089216,423500.0,13.44309363807624,183321.8985254474
