Region,basecase,coverage,crew_count,johnson,mdl,mdl_lowdrone,mdl_lowogi,mdl_lowstationary,multisimulation,multiyear,ogi_persite_high,ogi_sensor,site_num,site_num_180,triannual
BV,66.6171472493655,0.005891101881147165,-0.34057151225336213,inf,-13.61346756644565,0.0,20.070716990323035,0.0,205.33286827956212,1.338284704234809,25.50902345955373,5.784729370048865,1.5808113613065586,-55.09584360064166,24.608611361101367
DV,69.714089308869,0.22222427337852935,0.02957144062121131,-2.0246462949717454,-15.404012272686238,0.0,21.066280986868477,0.0,204.2623810461526,-3.14509471626927,28.370338505084973,9.66795882833982,-4.0209307212976455,-56.64596904392927,24.70449582386675
EDM,inf,,,-inf,-inf,,-inf,,-inf,-inf,-inf,,-inf,-inf,
GP,70.77548684190373,0.19358085941325953,-0.12305913752915387,inf,-16.855236191182485,0.0,18.927412528127917,0.0,inf,-2.9655946388468095,26.460518755602948,4.105513542961177,-4.052247568726585,-57.623960657834274,18.739039984628718
MDP,66.15213159066032,0.41860332660775157,0.22315066861527555,0.33463977134951506,-17.80037280286647,0.0,16.56140392268985,0.0,205.75923363287274,0.2144669539716091,24.20027820092541,2.593747744140927,0.09957153963199517,-52.7656705677598,14.4352933643557
MH,65.44630306911934,-0.0939240396403278,-0.10093650791701236,inf,-16.90322488753597,0.0,18.482908727155305,0.0,204.75748863508318,1.802955620509124,22.58972198255924,4.1706922953924135,1.091156986381435,-53.464640166458096,23.39855581001619
RD,67.39920383459781,0.8600332259371157,0.5295248507369337,0.16080201732054888,-14.017087775342283,0.0,21.285914224350478,0.0,inf,-0.16991265293648894,29.595017063393414,2.5202479016989514,-2.6247141445133764,-55.314102844332325,22.501995338695878
SL,inf,,,,-inf,,-inf,,-inf,-inf,-inf,-inf,-inf,-inf,
WW,70.39044612111024,-0.10937811078669313,-0.08087331013084054,-2.8304402691918824,-15.671662543065366,0.0,19.232715053385945,0.0,204.55256655186054,-5.338207312304348,25.66357495634361,inf,-8.515947652087576,-58.28064432604612,25.63513303287499
