Program Name,basecase,coverage,crew_count,johnson,mdl,mdl_lowdrone,mdl_lowogi,mdl_lowstationary,multisimulation,multiyear,ogi_persite_high,ogi_sensor,site_num,site_num_180,triannual
P_OGI,17.20390630726515,16.383869984487827,17.20390630726515,16.235629659551712,15.582603813394394,17.20390630726515,21.029513830408106,17.20390630726515,16.751597894372182,16.28829204091753,21.225677948445615,20.552551530412277,16.536151961847775,16.18669878947475,25.57927309604532
P_aircraft,14.872297119342665,14.107154308791326,15.063792490537118,13.634731867489993,inf,14.872297119342665,inf,14.872297119342665,13.356489718340459,13.67994190738662,26.512721394343078,15.789099417415096,13.127710482775385,13.151526184069455,19.58330057929272
P_drone,16.4865117126143,15.252377437647661,16.675467863989734,15.787584267619991,inf,14.08671240406935,inf,16.4865117126143,14.772506122311722,15.333884373352223,23.28429220779981,18.36901762287508,14.590244299276133,14.288051847591726,21.899645635226186
P_stationary,37.94693027990435,37.96501588401211,37.827605955773585,34.03445187769787,53.11233866653336,37.94693027990435,40.78878923551744,37.94693027990435,38.887281698481516,31.21058683681654,141.6613992209169,42.0189197680015,43.763193364784875,49.48452023380989,42.0189197680015
P_truck,14.02007195103146,14.046570605454157,13.98109454717989,14.045101004658282,10.547241299460273,14.02007195103146,17.778947533891508,14.02007195103146,13.778705615744755,13.558962924674002,19.214932961136782,14.856925626225296,13.511403159360151,13.44343300594164,17.800711568910454
