Program Name,basecase,coverage,crew_count,johnson,mdl,mdl_lowdrone,mdl_lowogi,mdl_lowstationary,multisimulation,multiyear,ogi_persite_high,ogi_sensor,site_num,site_num_180,triannual
P_OGI,16.655696315185192,16.464464004431957,16.655696315185192,15.64061919236056,16.62509132760049,16.655696315185192,20.779592071409816,16.655696315185192,16.316530814315385,15.934704867352105,20.69994976828285,20.016490110962398,16.570989893954227,16.564740953676786,26.14895913889609
P_aircraft,14.558459671647016,14.504674733767144,14.558459671647016,13.694760863995297,inf,14.558459671647016,inf,14.558459671647016,14.14463102791585,13.527883239912722,31.336060510634603,17.86499825134577,13.077618902365842,13.068120264939733,19.994829998386663
P_drone,17.351003086924578,16.938344991110625,17.351003086924578,16.122909953356167,inf,13.95406012473972,inf,17.351003086924578,16.157624058454157,15.922669808740702,25.75097368007948,22.406946959315032,15.352095990265338,15.335745980223166,27.23933362099053
P_stationary,40.75878040493049,40.76797569532121,40.61027182398024,33.211604220159344,59.716691997867414,40.75878040493049,43.96004897900385,40.75878040493049,39.55530137797886,31.75824511497364,155.6536731388398,45.21579445698625,43.89276771634046,48.36824901185352,45.21579445698625
P_truck,13.855569693539621,13.897692482883294,13.852686131616801,13.50660410925201,10.654820852236755,13.855569693539621,18.00626130898025,13.855569693539621,13.647194366513393,13.311412741837914,19.468888231260955,15.648953077120394,13.629693955554295,13.439177262006616,18.717466726321945
