,Program Name,Simulation,Mitigated Methane (kg),Total Cost ($),Mitigation Ratio ($/tonne CO2e),Value of Mitigated Methane ($),Region
0,P_truck,2.0,28904740.298894178,852960.0,1.0667232767992636,4709635.087431411,BV
0,P_aircraft,2.0,33299298.77746741,847860.0,0.9162433281868578,5425668.741096499,DV
0,P_aircraft,2.0,41327776.95610374,886100.0,0.825212309270337,6733800.284151037,EDM
0,P_truck,2.0,32750370.652754225,839200.0,0.9374974047162563,5336228.354160172,GP
0,P_truck,2.0,30671552.472536862,853880.0,1.0312705296678846,4997513.1489480855,MDP
0,P_truck,2.0,34418019.64019103,887880.0,0.928677259121336,5607949.120495938,MH
0,P_truck,2.0,28652870.955698468,847960.0,1.0629606929833892,4668596.396756574,RD
0,P_aircraft,2.0,29686863.118071415,869380.0,1.049256870621753,4837071.384515831,SL
0,P_aircraft,2.0,33260996.4216547,834540.0,0.9091450076943355,5419427.892121504,WW
