,Program Name,Simulation,Mitigated Methane (kg),Total Cost ($),Mitigation Ratio ($/tonne CO2e),Value of Mitigated Methane ($),NEW Mitigation Ratio ($/tonne CO2e),Region,netmitigation cost $/tCO2,mitigated methane Mt
0,P_OGI,mdl,308310.97936259524,119520.0,69.49111717270948,50235.08916639432,13.845019199109643,MDP,8.025861116966787,0.00030831097936259526
3,P_stationary,mdl,654902.6077037088,920950.0,254.91806847357603,106707.49047379316,50.22284388803658,MDP,44.40368580589372,0.0006549026077037088
1,P_aircraft,mdl,0.0,1250.0,inf,0.0,inf,MDP,inf,0.0
2,P_drone,mdl,0.0,5000.0,inf,0.0,inf,MDP,inf,0.0
4,P_truck,mdl,360567.4827658176,97900.0,48.54307818158337,58749.577081849166,9.697015783587567,MH,3.8778577014447095,0.0003605674827658176
0,P_OGI,mdl,327842.8985436192,127320.0,69.92654347420603,53417.55027653079,13.869883646535243,MH,8.050725564392387,0.0003278428985436192
3,P_stationary,mdl,654637.8202534656,928150.0,253.7296851223178,106664.34695292145,50.63595970193078,MH,44.81680161978792,0.0006546378202534655
1,P_aircraft,mdl,0.0,1250.0,inf,0.0,inf,MH,inf,0.0
2,P_drone,mdl,0.0,5000.0,inf,0.0,inf,MH,inf,0.0
4,P_truck,mdl,283858.7084743392,83900.0,53.38211605925553,46250.92353294236,10.556056523802045,RD,4.7368984416591875,0.0002838587084743392
0,P_OGI,mdl,255627.68793137278,113320.0,79.92190703189843,41651.061934869525,15.832177217944308,RD,10.013019135801448,0.0002556276879313728
3,P_stationary,mdl,588139.55789976,917550.0,279.13445889280257,95829.35772984884,55.71746096141349,RD,49.898302879270624,0.0005881395578997599
1,P_aircraft,mdl,0.0,1250.0,inf,0.0,inf,RD,inf,0.0
2,P_drone,mdl,0.0,5000.0,inf,0.0,inf,RD,inf,0.0
4,P_truck,mdl,338105.47407085437,90300.0,48.00088352716271,55089.69765757233,9.538443613971657,SL,3.719285531828798,0.00033810547407085435
0,P_OGI,mdl,289158.0300556128,116920.0,72.87702187469075,47114.37605320954,14.440941809263206,SL,8.62178372712035,0.0002891580300556128
3,P_stationary,mdl,612477.8696496384,912350.0,267.90245506995603,99794.95526854933,53.200172914113395,SL,47.381014831970546,0.0006124778696496384
1,P_aircraft,mdl,0.0,1250.0,inf,0.0,inf,SL,inf,0.0
2,P_drone,mdl,0.0,5000.0,inf,0.0,inf,SL,inf,0.0
4,P_truck,mdl,280553.67116118723,85500.0,54.71878357804488,45712.41256434922,10.88409007778427,WW,5.064931995641412,0.00028055367116118724
0,P_OGI,mdl,239757.4309895712,112120.0,84.23258771621356,39065.218984309606,16.701403988850256,WW,10.882245906707396,0.0002397574309895712
3,P_stationary,mdl,555745.4550688608,916150.0,297.581032065446,90551.1783813874,58.8752324624745,WW,53.056074380331644,0.0005557454550688608
1,P_aircraft,mdl,0.0,1250.0,inf,0.0,inf,WW,inf,0.0
2,P_drone,mdl,0.0,5000.0,inf,0.0,inf,WW,inf,0.0
1,P_aircraft,site_num,397567.7676290592,145350.0,68.19795861067206,64778.27126954773,13.057073161461192,BV,7.237915079318335,0.0003975677676290592
4,P_truck,site_num,5638721.685017127,2120500.0,67.16896560939148,918753.1602570049,13.430728999867782,BV,7.611570917724925,0.0056387216850171265
2,P_drone,site_num,367918.0680086208,165400.0,87.09637866711273,59947.25517252504,16.055593271392272,BV,10.236435189249415,0.0003679180680086208
0,P_OGI,site_num,5181795.304359149,2330600.0,80.32943433885275,844303.2087104006,16.063103499224066,BV,10.243945417081209,0.005181795304359149
3,P_stationary,site_num,2745393.1191608547,3374900.0,219.6455909202054,447324.54362467973,43.90341842700625,BV,38.084260344863395,0.002745393119160855
1,P_aircraft,site_num,773267.6778163776,283150.0,65.69315858757136,125993.47199670036,13.077618902365842,DV,7.258460820222985,0.0007732676778163776
4,P_truck,site_num,5404953.140039981,2062700.0,68.15974250316037,880663.748957078,13.629693955554295,DV,7.810535873411439,0.005404953140039981
2,P_drone,site_num,692087.9081747041,297500.0,78.69739742059703,112766.33044342883,15.352095990265338,DV,9.53293790812248,0.000692087908174704
0,P_OGI,site_num,4924699.331747011,2285000.0,82.87000893070581,802412.9097168562,16.570989893954227,DV,10.75183181181137,0.004924699331747011
3,P_stationary,site_num,2732064.1504731076,3357700.0,219.77996009856724,445152.76910043356,43.89276771634046,DV,38.0736096341976,0.0027320641504731077
4,P_truck,site_num,5828711.389976995,2158500.0,66.1447612557903,949709.4038169573,13.225785350574712,EDM,7.406627268431855,0.0058287113899769954
1,P_aircraft,site_num,236688.35595361923,91550.0,inf,38565.154865905046,13.814126360248862,EDM,7.994968278106005,0.00023668835595361924
0,P_OGI,site_num,5259956.498561664,2350000.0,79.8187731815268,857038.5143690986,15.956134133717974,EDM,10.136976051575116,0.005259956498561664
2,P_drone,site_num,196117.129182672,102900.0,98.40327205683805,31954.62416524002,18.738801731984083,EDM,12.919643649841225,0.000196117129182672
3,P_stationary,site_num,2922341.657955293,3393100.0,207.41135348017463,476155.9061748524,41.467479521861144,EDM,35.64832143971829,0.0029223416579552933
1,P_aircraft,site_num,791809.2702289151,291050.0,66.72323927317714,129014.57280231043,13.127710482775385,GP,7.308552400632528,0.0007918092702289152
4,P_truck,site_num,5428483.459959312,2053700.0,67.60649130884732,884497.6951944295,13.511403159360151,GP,7.692245077217294,0.005428483459959312
2,P_drone,site_num,735569.7846454368,300500.0,74.22321325286741,119851.1120043881,14.590244299276133,GP,8.771086217133275,0.0007355697846454368
0,P_OGI,site_num,4898358.468577411,2268000.0,82.72790121161663,798121.0236063444,16.536151961847775,GP,10.716993879704916,0.004898358468577411
3,P_stationary,site_num,2751251.9578943043,3371300.0,219.32212977498585,448279.16187017603,43.763193364784875,GP,37.94403528264202,0.0027512519578943044
1,P_aircraft,site_num,672947.0252625024,249150.0,66.25170313029231,109647.58338548796,13.222755955037146,MDP,7.403597872894288,0.0006729470252625024
4,P_truck,site_num,5528948.237396294,2066900.0,66.7801757630883,900867.0669990362,13.351157213513655,MDP,7.531999131370797,0.005528948237396294
2,P_drone,site_num,687557.4755645953,289000.0,75.12461064179965,112028.15794434473,15.011732019862073,MDP,9.192573937719217,0.0006875574755645953
0,P_OGI,site_num,4990014.65454336,2265400.0,81.12170271677586,813055.1549959242,16.21380866757129,MDP,10.394650585428428,0.00499001465454336
3,P_stationary,site_num,2720835.8277502465,3353300.0,220.19235637664966,443323.26632262755,44.016148664412356,MDP,38.19699058226949,0.0027208358277502464
1,P_aircraft,site_num,485211.2526496224,176150.0,66.53746005550077,79058.58750727588,12.965633822829531,MH,7.1464757406866735,0.0004852112526496224
4,P_truck,site_num,5661419.432676308,2113500.0,66.67453525086708,922451.4501456511,13.332724019965498,MH,7.513565937822642,0.005661419432676308
2,P_drone,site_num,548608.7103170687,230800.0,76.73617707436941,89388.34269611514,15.025020543500263,MH,9.205862461357405,0.0005486087103170687
0,P_OGI,site_num,5245537.544291722,2334200.0,79.51555356487869,854689.1414893712,15.892419987538563,MH,10.073261905395706,0.005245537544291722
3,P_stationary,site_num,2919862.7124619107,3400700.0,208.21269736322853,475751.9956551682,41.59564451787758,MH,35.776486435734725,0.0029198627124619107
1,P_aircraft,site_num,812831.1486659136,294050.0,64.77448969008444,132439.80254894798,12.920008948380142,RD,7.100850866237286,0.0008128311486659136
4,P_truck,site_num,5417253.125873223,2071300.0,68.29457682431926,882667.8646922869,13.655444610237915,RD,7.836286528095058,0.005417253125873223
2,P_drone,site_num,857122.804834272,341400.0,71.67237125334107,139656.52671992866,14.225332792556694,RD,8.406174710413838,0.000857122804834272
0,P_OGI,site_num,5006649.55459176,2301200.0,82.085696123459,815765.5861616682,16.41531195454635,RD,10.596153872403494,0.00500664955459176
3,P_stationary,site_num,2806972.3710633023,3388700.0,215.70975800910605,457358.04686389206,43.11585010512762,RD,37.29669202298476,0.002806972371063302
1,P_aircraft,site_num,410590.16424371523,149150.0,65.38066858758393,66900.09403580101,12.973485918975591,SL,7.154327836832732,0.0004105901642437152
4,P_truck,site_num,5586398.817745911,2078500.0,66.44821971431911,910227.8592500638,13.288013491148348,SL,7.468855409005492,0.005586398817745911
2,P_drone,site_num,400820.29425745923,178600.0,81.00100961634277,65308.22633482482,15.913793587692632,SL,10.094635505549775,0.00040082029425745925
0,P_OGI,site_num,5168594.81928456,2310200.0,79.81546861210478,842152.3688469206,15.963167116389195,SL,10.14400903424634,0.00516859481928456
3,P_stationary,site_num,2771319.9318996957,3373100.0,217.4221465349082,451548.9658376958,43.46948750167519,SL,37.65032941953233,0.002771319931899696
1,P_aircraft,site_num,803776.9866022081,279450.0,61.87449846902267,130964.54973914677,12.416823707589497,WW,6.597665625446639,0.0008037769866022081
4,P_truck,site_num,5428004.831540353,2055900.0,67.62903784321644,884419.7091903186,13.52706975744595,WW,7.707911675303093,0.005428004831540352
2,P_drone,site_num,897215.6268741312,348300.0,69.14570112338741,146189.1078633852,13.864321286538182,WW,8.045163204395323,0.0008972156268741312
0,P_OGI,site_num,5017881.229377408,2280200.0,81.15694223371855,817595.6351126054,16.229103592357923,WW,10.409945510215065,0.005017881229377408
3,P_stationary,site_num,2631320.0616156766,3322100.0,225.73789177731186,428737.88729115424,45.09007866514634,WW,39.27092058300348,0.0026313200616156765
1,P_aircraft,site_num_180,132363.49344624,42700.0,11.521303648723848,21566.83459471381,11.521303648723848,BV,5.702145566580992,0.00013236349344624
4,P_truck,site_num_180,2012895.092115936,752800.0,13.356738953271668,327973.93282617995,13.356738953271668,BV,7.537580871128811,0.002012895092115936
2,P_drone,site_num_180,129465.1336579488,50300.0,13.875771187745388,21094.586208678025,13.875771187745388,BV,8.05661310560253,0.0001294651336579488
0,P_OGI,site_num_180,1865680.4936051425,838672.0,16.054502113967363,303987.3122456419,16.05450211396736,BV,10.235344031824505,0.0018656804936051424
3,P_stationary,site_num_180,538450.7088514176,772300.0,51.225009836051655,87733.23423895177,51.225009836051655,BV,45.4058517539088,0.0005384507088514177
1,P_aircraft,site_num_180,226560.073345632,82900.0,13.068120264939733,36914.88869320316,13.068120264939733,DV,7.248962182796876,0.000226560073345632
4,P_truck,site_num_180,1955370.549569472,735800.0,13.439177262006616,318601.0894391168,13.439177262006616,DV,7.620019179863759,0.001955370549569472
2,P_drone,site_num_180,251978.9855197824,108200.0,15.335745980223164,41056.55540329279,15.335745980223166,DV,9.51658789808031,0.0002519789855197824
0,P_OGI,site_num_180,1752586.5896924254,812872.0,16.56474095367679,285560.1957057882,16.564740953676786,DV,10.74558287153393,0.0017525865896924255
3,P_stationary,site_num_180,564346.0147738465,764300.0,48.36824901185352,91952.52284389756,48.36824901185352,DV,42.54909092971066,0.0005643460147738465
4,P_truck,site_num_180,2069816.32108826,783200.0,13.513966571063593,337248.4744555344,13.513966571063593,EDM,7.694808488920735,0.00206981632108826
1,P_aircraft,site_num_180,136657.5169250016,52500.0,13.72043076875903,22266.48743479153,13.72043076875903,EDM,7.901272686616173,0.0001366575169250016
0,P_OGI,site_num_180,1865306.886367767,853272.0,16.337258079468484,303926.43801754416,16.337258079468484,EDM,10.518099997325626,0.001865306886367767
2,P_drone,site_num_180,121533.8037985152,56500.0,16.60325835108763,19802.28366557544,16.60325835108763,EDM,10.78410026894477,0.0001215338037985152
3,P_stationary,site_num_180,552626.9975121696,763900.0,49.36809634701581,90043.06805153191,49.36809634701581,EDM,43.54893826487295,0.0005526269975121696
1,P_aircraft,site_num_180,222679.207537056,82000.0,13.151526184069455,36282.55428740393,13.151526184069455,GP,7.3323681019265985,0.000222679207537056
4,P_truck,site_num_180,1927122.5471717373,725400.0,13.44343300594164,313998.4608783161,13.44343300594164,GP,7.624274923798782,0.0019271225471717373
2,P_drone,site_num_180,259957.4633340768,104000.0,14.288051847591724,42356.54006566776,14.288051847591726,GP,8.468893765448868,0.0002599574633340768
0,P_OGI,site_num_180,1784251.5779636642,808672.0,16.18669878947475,290719.5757335353,16.18669878947475,GP,10.367540707331894,0.0017842515779636643
3,P_stationary,site_num_180,554646.7550204928,768500.0,49.48452023380989,90372.16012193068,49.48452023380989,GP,43.66536215166703,0.0005546467550204929
1,P_aircraft,site_num_180,195026.4734830272,73100.0,13.38646102290052,31776.91662321617,13.386461022900521,MDP,7.567302940757664,0.0001950264734830272
4,P_truck,site_num_180,1937076.31573272,734000.0,13.53291323701404,315620.2923558599,13.53291323701404,MDP,7.713755154871182,0.0019370763157327202
2,P_drone,site_num_180,211644.3915017856,95900.0,16.182805392086678,34484.58079773904,16.18280539208668,MDP,10.36364730994382,0.00021164439150178562
0,P_OGI,site_num_180,1749847.3260077375,806672.0,16.464130245833168,285113.8698703118,16.464130245833168,MDP,10.64497216369031,0.0017498473260077376
3,P_stationary,site_num_180,530685.8487981792,752900.0,50.6689329952564,86468.05569115747,50.668932995256405,MDP,44.84977491311355,0.0005306858487981792
1,P_aircraft,site_num_180,228027.0175633152,76500.0,11.981662902661244,37153.90734161392,11.981662902661242,MH,6.162504820518383,0.0002280270175633152
4,P_truck,site_num_180,2031697.6723571045,777400.0,13.665559641102783,331037.5580558949,13.665559641102783,MH,7.8464015589599265,0.0020316976723571043
2,P_drone,site_num_180,192803.37729785283,79100.0,14.65223296185207,31414.69327548269,14.65223296185207,MH,8.833074879709214,0.00019280337729785284
0,P_OGI,site_num_180,1884269.2332126528,862272.0,16.343433320790787,307016.0950467109,16.343433320790787,MH,10.524275238647927,0.0018842692332126528
3,P_stationary,site_num_180,557074.3071646368,760100.0,48.730354680324105,90767.6967929544,48.73035468032411,MH,42.91119659818126,0.0005570743071646368
1,P_aircraft,site_num_180,302320.305929952,102300.0,12.085100990265492,49258.990246149086,12.085100990265488,RD,6.26594290812263,0.000302320305929952
2,P_drone,site_num_180,331134.52887095045,122700.0,13.23372368349621,53953.87675876684,13.233723683496214,RD,7.414565601353355,0.00033113452887095047
4,P_truck,site_num_180,1843497.796279824,717200.0,13.894394539540706,300372.94281776,13.894394539540706,RD,8.07523645739785,0.0018434977962798241
0,P_OGI,site_num_180,1722058.734982954,808672.0,16.771287918602116,280586.0961568213,16.771287918602116,RD,10.952129836459257,0.001722058734982954
3,P_stationary,site_num_180,502156.9704249505,764100.0,54.34413404874605,81819.66220267622,54.34413404874605,RD,48.52497596660319,0.0005021569704249505
1,P_aircraft,site_num_180,99931.627630224,35700.0,12.758723441570169,16282.502280411038,12.758723441570167,SL,6.939565359427309,9.9931627630224e-05
4,P_truck,site_num_180,1986161.18108688,751600.0,13.51494400276619,323618.0049020834,13.514944002766189,SL,7.695785920623332,0.00198616118108688
2,P_drone,site_num_180,153555.41679408,67500.0,15.699311271754665,25019.7708514344,15.699311271754668,SL,9.880153189611809,0.00015355541679408
0,P_OGI,site_num_180,1821368.2800798432,827872.0,16.233321655058703,296767.2385323872,16.233321655058703,SL,10.414163572915843,0.0018213682800798433
3,P_stationary,site_num_180,589785.4843883136,770700.0,46.669510743464805,96097.53910984629,46.66951074346481,SL,40.85035266132195,0.0005897854843883136
1,P_aircraft,site_num_180,286072.86666720966,97000.0,12.10980179506412,46611.69055615154,12.10980179506412,WW,6.290643712921263,0.0002860728666672097
4,P_truck,site_num_180,1951499.7388011743,741800.0,13.57563960481592,317970.3933656468,13.575639604815919,WW,7.756481522673061,0.0019514997388011743
2,P_drone,site_num_180,365309.74532001605,139100.0,13.599027144773364,59522.26439500657,13.599027144773364,WW,7.779869062630507,0.00036530974532001607
0,P_OGI,site_num_180,1768907.5437044736,818672.0,16.529007306427356,288219.47362631804,16.52900730642736,WW,10.7098492242845,0.0017689075437044737
3,P_stationary,site_num_180,546258.2479734817,766300.0,50.10058382530039,89005.36676169831,50.10058382530039,WW,44.281425743157534,0.0005462582479734817
4,P_truck,ogi_persite_high,560794.9600876608,286060.0,92.12617070891923,91373.9266837346,18.21776103307274,BV,12.398602950929886,0.0005607949600876608
0,P_OGI,ogi_persite_high,495581.754000384,276640.0,100.41896324469073,80748.3199363083,19.936165769315924,BV,14.117007687173064,0.000495581754000384
2,P_drone,ogi_persite_high,63313.2174002112,44736.0,inf,10316.029380745389,25.23508283609918,BV,19.41592475395633,6.33132174002112e-05
1,P_aircraft,ogi_persite_high,53386.2626455008,45680.0,inf,8698.566848971084,30.558958252269836,BV,24.73980017012698,5.33862626455008e-05
3,P_stationary,ogi_persite_high,1081873.3865516353,4310150.0,721.0800128155388,176276.58331380194,142.2846060222239,BV,136.46544794008105,0.0010818733865516354
4,P_truck,ogi_persite_high,502376.62107533764,273860.0,98.08442781395398,81855.45129468477,19.468888231260955,DV,13.6497301491181,0.0005023766210753377
0,P_OGI,ogi_persite_high,465563.58662808,269840.0,104.22064985866123,75857.26702058983,20.69994976828285,DV,14.88079168613999,0.00046556358662808
2,P_drone,ogi_persite_high,47959.3515702816,34580.0,inf,7814.325352526977,25.75097368007948,DV,19.931815597936623,4.79593515702816e-05
1,P_aircraft,ogi_persite_high,47959.3515702816,42080.0,inf,7814.325352526977,31.336060510634603,DV,25.516902428491747,4.79593515702816e-05
3,P_stationary,ogi_persite_high,981792.7182536256,4278950.0,780.0243915550543,159969.79687960853,155.6536731388398,DV,149.83451505669692,0.0009817927182536256
4,P_truck,ogi_persite_high,604582.5146862816,309460.0,91.8679123669597,98508.51434645,18.280619416983676,EDM,12.461461334840818,0.0006045825146862815
0,P_OGI,ogi_persite_high,550267.8205984704,301640.0,98.40858253951265,89658.6721962043,19.577479800909675,EDM,13.758321718766817,0.0005502678205984704
2,P_drone,ogi_persite_high,37532.317473936,21312.0,inf,6115.3816799601755,20.279665855204023,EDM,14.460507773061167,3.7532317473935994e-05
1,P_aircraft,ogi_persite_high,37532.317473936,28812.0,inf,6115.3816799601755,27.416372589158144,EDM,21.597214507015284,3.7532317473935994e-05
3,P_stationary,ogi_persite_high,1166840.843654045,4341750.0,666.3094343761722,190120.87712586712,132.89087440101153,EDM,127.07171631886867,0.001166840843654045
4,P_truck,ogi_persite_high,542844.1674405504,292060.0,97.23600559750668,88449.0886805621,19.214932961136782,GP,13.395774878993924,0.0005428441674405504
0,P_OGI,ogi_persite_high,468166.0996307808,278240.0,107.26927943252302,76281.31118864918,21.225677948445615,GP,15.406519866302759,0.0004681660996307808
2,P_drone,ogi_persite_high,82968.257124432,54092.0,inf,13518.551312194468,23.28429220779981,GP,17.46513412565695,8.2968257124432e-05
1,P_aircraft,ogi_persite_high,82968.257124432,61592.0,inf,13518.551312194468,26.512721394343078,GP,20.693563312200222,8.2968257124432e-05
3,P_stationary,ogi_persite_high,1087641.2809816129,4314150.0,713.7748434130278,177216.38341949816,141.6613992209169,GP,135.84224113877406,0.0010876412809816128
4,P_truck,ogi_persite_high,584281.0365221376,295460.0,90.35240979158573,95200.66404577688,18.060046788362694,MDP,12.240888706219838,0.0005842810365221376
0,P_OGI,ogi_persite_high,539220.4915318273,291840.0,96.86571490766248,87858.65987792535,19.32949008159483,MDP,13.510331999451973,0.0005392204915318273
2,P_drone,ogi_persite_high,69572.9236608864,46536.0,inf,11335.963548547543,23.88860367721429,MDP,18.069445595071432,6.95729236608864e-05
1,P_aircraft,ogi_persite_high,69572.9236608864,54036.0,inf,11335.963548547543,27.738623609720463,MDP,21.919465527577604,6.95729236608864e-05
3,P_stationary,ogi_persite_high,1139104.763242128,4316750.0,679.9899955179758,185601.65930397995,135.34281291067919,MDP,129.52365482853634,0.001139104763242128
4,P_truck,ogi_persite_high,626375.7399991392,308060.0,88.03602505167858,102059.42459647771,17.564765291130175,MH,11.745607208987316,0.0006263757399991392
0,P_OGI,ogi_persite_high,568587.3043844736,300640.0,94.70374341894808,92643.58341595645,18.8838948290736,MH,13.064736746930741,0.0005685873043844736
2,P_drone,ogi_persite_high,40017.29619456,30624.0,inf,6520.275232130196,27.3310390686257,MH,21.51188098648284,4.0017296194559995e-05
1,P_aircraft,ogi_persite_high,40017.29619456,38124.0,inf,6520.275232130196,34.0245733232852,MH,28.205415241142347,4.0017296194559995e-05
3,P_stationary,ogi_persite_high,1154615.9371466688,4335750.0,671.2105074212463,188128.99454770365,134.1123132843473,MH,128.29315520220445,0.0011546159371466688
4,P_truck,ogi_persite_high,536589.8239192704,289660.0,96.99422089799123,87430.02829835218,19.27915800646342,RD,13.459999924320565,0.0005365898239192705
2,P_drone,ogi_persite_high,95584.42312652161,54692.0,106.09018167552465,15574.184314182505,20.435188604948962,RD,14.616030522806101,9.558442312652161e-05
0,P_OGI,ogi_persite_high,497038.1958909504,285640.0,103.43938877409812,80985.6273730708,20.524435859788035,RD,14.705277777645176,0.0004970381958909504
1,P_aircraft,ogi_persite_high,95584.42312652161,62192.0,121.7526971629442,15574.184314182505,23.2374981664409,RD,17.41834008429804,9.558442312652161e-05
3,P_stationary,ogi_persite_high,1066099.6596348577,4312150.0,723.5680162915143,173706.46862055006,144.45681109738317,RD,138.63765301524032,0.0010660996596348576
4,P_truck,ogi_persite_high,600820.0769814337,300660.0,89.85688240104936,97895.4761926457,17.87200121008766,SL,12.052843127944803,0.0006008200769814337
0,P_OGI,ogi_persite_high,546553.6479134784,291440.0,95.88321247472392,89053.49817225063,19.04400687527594,SL,13.22484879313308,0.0005465536479134785
2,P_drone,ogi_persite_high,33604.0802846784,19712.0,inf,5475.328750683786,20.94983686611965,SL,15.130678783976792,3.36040802846784e-05
1,P_aircraft,ogi_persite_high,33604.0802846784,27212.0,inf,5475.328750683786,28.92080767049756,SL,23.1016495883547,3.36040802846784e-05
3,P_stationary,ogi_persite_high,1131316.6644300672,4321950.0,683.9804009860035,184332.6943158715,136.43868423048292,SL,130.61952614834004,0.0011313166644300672
4,P_truck,ogi_persite_high,554785.2934664832,297460.0,96.05402107745385,90394.73308122551,19.148978088787857,WW,13.329820006645,0.0005547852934664832
0,P_OGI,ogi_persite_high,487307.876553936,284840.0,104.9179705579453,79400.20391353988,20.875626338724274,WW,15.056468256581416,0.00048730787655393596
2,P_drone,ogi_persite_high,71839.8159479136,45736.0,inf,11705.32287660279,22.737092932042934,WW,16.917934849900075,7.183981594791359e-05
1,P_aircraft,ogi_persite_high,64652.7954346848,48080.0,inf,10534.295438432497,26.559452620692838,WW,20.74029453854998,6.46527954346848e-05
3,P_stationary,ogi_persite_high,1054048.1497866143,4317750.0,735.511177191311,171742.83867435803,146.29820959704267,WW,140.47905151489982,0.0010540481497866142
4,P_truck,ogi_sensor,342360.8408460096,135700.0,72.40187661941437,55783.05191251187,14.155908016385688,BV,8.33674993424283,0.0003423608408460096
1,P_aircraft,ogi_sensor,35049.796734211195,16350.0,inf,5710.888622413784,16.65997026620739,BV,10.840812184064534,3.5049796734211195e-05
0,P_OGI,ogi_sensor,301065.63856390084,157920.0,95.46521286190497,49054.55922932947,18.73345635491018,BV,12.914298272767324,0.00030106563856390086
2,P_drone,ogi_sensor,35988.2834504256,20800.0,inf,5863.80229408378,20.64163865666001,BV,14.822480574517156,3.59882834504256e-05
3,P_stationary,ogi_sensor,1067541.5777232673,1262150.0,213.99145051043627,173941.40960089286,42.22485255367798,BV,36.40569447153512,0.0010675415777232672
4,P_truck,ogi_sensor,284592.29231652484,124700.0,79.38204813720883,46370.4510625795,15.648953077120394,DV,9.82979499497754,0.00028459229231652484
1,P_aircraft,ogi_sensor,29487.028594924803,14750.0,inf,4804.5110614629575,17.86499825134577,DV,12.045840169202911,2.9487028594924803e-05
0,P_OGI,ogi_sensor,266423.1897447648,149320.0,101.81422475272332,43410.04242045878,20.016490110962398,DV,14.19733202881954,0.00026642318974476483
2,P_drone,ogi_sensor,29487.028594924803,18500.0,inf,4804.5110614629575,22.406946959315032,DV,16.587788877172176,2.9487028594924803e-05
3,P_stationary,ogi_sensor,963277.4933168832,1219550.0,226.55811018475939,156952.9922962751,45.21579445698625,DV,39.39663637484339,0.0009632774933168832
1,P_aircraft,ogi_sensor,26776.142682566402,9850.0,inf,4362.808998796265,13.138028074325932,EDM,7.3188699921830755,2.67761426825664e-05
4,P_truck,ogi_sensor,341351.5206716064,145900.0,76.94191232643747,55618.59689030213,15.264951143215201,EDM,9.445793061072344,0.0003413515206716064
2,P_drone,ogi_sensor,26776.142682566402,13600.0,inf,4362.808998796265,18.139815412267275,EDM,12.320657330124419,2.67761426825664e-05
0,P_OGI,ogi_sensor,321246.454146048,172320.0,96.847288281065,52342.749200103885,19.157521070996154,EDM,13.338362988853296,0.000321246454146048
3,P_stationary,ogi_sensor,1148789.4993878112,1300550.0,202.6691956343724,187179.655601216,40.432310976437805,EDM,34.61315289429494,0.0011487894993878112
4,P_truck,ogi_sensor,351687.83444516157,146300.0,74.8810003848649,57302.75891768067,14.856925626225296,GP,9.037767544082437,0.00035168783444516156
1,P_aircraft,ogi_sensor,51911.94478380481,22950.0,inf,8458.34676535608,15.789099417415096,GP,9.96994133527224,5.1911944783804805e-05
2,P_drone,ogi_sensor,51911.94478380481,26700.0,inf,8458.34676535608,18.36901762287508,GP,12.549859540732223,5.1911944783804805e-05
0,P_OGI,ogi_sensor,268162.7418996192,154320.0,103.91067651921057,43693.47883193323,20.552551530412277,GP,14.733393448269421,0.0002681627418996192
3,P_stationary,ogi_sensor,1067503.8147224255,1255950.0,211.53314098565806,173935.25663248936,42.0189197680015,GP,36.19976168585865,0.0010675038147224256
4,P_truck,ogi_sensor,360168.8492333664,138700.0,68.74587933480124,58684.62515866822,13.753469904782998,MDP,7.934311822640138,0.00036016884923336637
1,P_aircraft,ogi_sensor,45602.40930264001,19250.0,inf,7430.293602442038,15.075957838924959,MDP,9.256799756782101,4.560240930264001e-05
2,P_drone,ogi_sensor,45602.40930264001,23000.0,inf,7430.293602442038,18.01283274261164,MDP,12.193674660468782,4.560240930264001e-05
0,P_OGI,ogi_sensor,333431.1399079008,169520.0,92.13085814159267,54328.07835372867,18.157529365607562,MDP,12.338371283464708,0.00033343113990790083
3,P_stationary,ogi_sensor,1119029.8628339425,1257550.0,201.47517490522966,182330.72677314177,40.1352113037083,MDP,34.31605322156544,0.0011190298628339424
4,P_truck,ogi_sensor,377448.84741706564,147100.0,69.61699536451175,61500.16630919066,13.918631529867797,MH,8.09947344772494,0.0003774488474170656
0,P_OGI,ogi_sensor,360599.882857488,174720.0,86.84397290924353,58754.85623699773,17.304498133922294,MH,11.485340051779438,0.000360599882857488
1,P_aircraft,ogi_sensor,21134.49695064,10450.0,inf,3443.5794047855293,17.659009655443153,MH,11.8398515733003,2.1134496950640003e-05
2,P_drone,ogi_sensor,21134.49695064,14200.0,inf,3443.5794047855293,23.995974842803136,MH,18.17681676066028,2.1134496950640003e-05
3,P_stationary,ogi_sensor,1136155.9044310849,1295750.0,203.8362802311145,185121.18278764532,40.73101722554372,MH,34.911859143400854,0.001136155904431085
1,P_aircraft,ogi_sensor,58778.7625128384,22950.0,69.91945173629676,9577.201506178299,13.944540886920366,RD,8.125382804777509,5.8778762512838405e-05
4,P_truck,ogi_sensor,287947.82907000004,126100.0,78.93275398996595,46917.190229509055,15.640234007378508,RD,9.821075925235652,0.00028794782907000003
2,P_drone,ogi_sensor,58778.7625128384,26700.0,82.31505645827029,9577.201506178299,16.223060639685134,RD,10.403902557542274,5.8778762512838405e-05
0,P_OGI,ogi_sensor,280210.0061773152,156920.0,101.91417460061324,45656.41702003267,20.000305452116354,RD,14.181147369973496,0.0002802100061773152
3,P_stationary,ogi_sensor,1042503.6467297953,1245550.0,213.58715306332093,169861.8186028705,42.670285817195115,RD,36.85112773505226,0.0010425036467297953
4,P_truck,ogi_sensor,362757.0616388064,140300.0,69.55770511891996,59106.339238515946,13.812864904897163,SL,7.993706822754305,0.00036275706163880643
1,P_aircraft,ogi_sensor,19864.635064502403,8450.0,inf,3236.672647163691,15.192109661505821,SL,9.372951579362965,1.9864635064502405e-05
0,P_OGI,ogi_sensor,333808.9926454944,169720.0,91.5447782181817,54389.64432845984,18.158374115061115,SL,12.339216032918259,0.0003338089926454944
