Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),OGI_mdl_high Deployment Cost ($),OGI_mdl_high Sites flagged for Follow-Up,OGI_mdl_high Leaks tagged for repair,OGI_mdl_high Sites Visited,OGI_mdl_high Travel Time (Minutes),OGI_mdl_high Survey Time (Minutes)
2022-01-01,939.71566,672.13523,267.58043,2876.00000,357,358,0,1,46,0.00000,200.00000,2876.00000,,46,3,180,300
2022-01-02,939.93911,672.35868,267.58043,2876.00000,358,1,0,0,68,0.00000,0.00000,2876.00000,,68,3,180,360
2022-01-03,939.93911,672.35868,267.58043,2876.00000,358,0,0,0,58,0.00000,0.00000,2876.00000,,58,3,180,300
2022-01-04,942.84395,675.26352,267.58043,2876.00000,360,2,0,0,81,0.00000,0.00000,2876.00000,,81,3,180,360
2022-01-05,942.84395,675.26352,267.58043,0.00000,360,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-06,940.87015,675.26352,265.60663,0.00000,359,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-07,940.87015,675.26352,265.60663,0.00000,359,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-08,946.23293,680.62630,265.60663,0.00000,361,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-09,946.45638,680.84975,265.60663,0.00000,362,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-10,949.99433,682.41390,267.58043,0.00000,364,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-11,949.99433,682.41390,267.58043,0.00000,364,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-12,949.99433,682.41390,267.58043,0.00000,364,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
