Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),OGI_mdl_high Deployment Cost ($),OGI_mdl_high Sites flagged for Follow-Up,OGI_mdl_high Leaks tagged for repair,OGI_mdl_high Sites Visited,OGI_mdl_high Travel Time (Minutes),OGI_mdl_high Survey Time (Minutes)
2022-01-01,1007.04836,747.66107,259.38729,2876.00000,374,376,0,1,18,0.00000,200.00000,2876.00000,,18,3,180,300
2022-01-02,1002.39317,744.97968,257.41349,2876.00000,372,0,0,1,21,0.00000,200.00000,2876.00000,,21,3,180,360
2022-01-03,1012.22494,746.54382,265.68111,2876.00000,374,2,0,0,22,0.00000,0.00000,2876.00000,,22,3,180,300
2022-01-04,1012.22494,746.54382,265.68111,2876.00000,374,0,0,0,24,0.00000,0.00000,2876.00000,,24,3,180,360
2022-01-05,1012.22494,746.54382,265.68111,0.00000,374,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-06,1007.56974,743.86243,263.70731,0.00000,372,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-07,995.95038,741.18104,254.76934,0.00000,369,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-08,1006.89940,752.13005,254.76934,0.00000,371,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-09,1006.89940,752.13005,254.76934,0.00000,371,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-10,1006.89940,752.13005,254.76934,0.00000,371,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-11,1006.89940,752.13005,254.76934,0.00000,371,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-12,1007.12285,752.35350,254.76934,0.00000,372,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-13,1011.81528,757.04594,254.76934,0.00000,374,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-14,1009.13389,754.36455,254.76934,0.00000,373,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-15,1012.26218,757.04594,255.21624,0.00000,375,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-16,910.36934,655.15309,255.21624,3200.00000,358,1,16,2,0,3200.00000,400.00000,0.00000,,0,0,0,0
2022-01-17,820.09585,564.87961,255.21624,3600.00000,342,2,18,0,0,3600.00000,0.00000,0.00000,,0,0,0,0
2022-01-18,726.24718,471.03094,255.21624,3400.00000,326,1,17,0,0,3400.00000,0.00000,0.00000,,0,0,0,0
2022-01-19,615.63982,360.42358,255.21624,4200.00000,305,0,21,0,0,4200.00000,0.00000,0.00000,,0,0,0,0
2022-01-20,621.67295,366.45671,255.21624,0.00000,306,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-21,622.34330,367.79741,254.54589,0.00000,304,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-22,621.67295,367.12706,254.54589,0.00000,304,2,0,2,0,0.00000,400.00000,0.00000,,0,0,0,0
2022-01-23,621.67295,367.12706,254.54589,0.00000,304,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-24,621.67295,367.12706,254.54589,0.00000,304,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-25,621.44950,366.90361,254.54589,0.00000,303,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-26,619.21501,364.22222,254.99279,0.00000,303,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-27,616.53362,361.54083,254.99279,0.00000,302,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-28,616.53362,361.54083,254.99279,0.00000,302,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-29,610.94739,355.95460,254.99279,0.00000,299,0,0,3,0,0.00000,600.00000,0.00000,,0,0,0,0
2022-01-30,608.26600,353.27321,254.99279,0.00000,298,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-31,614.29913,359.30634,254.99279,0.00000,300,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-01,612.32533,359.30634,253.01899,0.00000,299,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-02,609.86739,356.84839,253.01899,0.00000,299,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-03,618.13501,365.11602,253.01899,0.00000,300,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-04,614.78327,361.76428,253.01899,0.00000,297,1,0,4,0,0.00000,800.00000,0.00000,,0,0,0,0
2022-02-05,612.36257,361.31738,251.04519,0.00000,295,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-06,622.38054,369.36155,253.01899,0.00000,296,2,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-07,621.93364,369.36155,252.57209,0.00000,295,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-08,619.25225,366.68016,252.57209,0.00000,294,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-09,619.02880,366.45671,252.57209,0.00000,293,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-10,619.02880,366.45671,252.57209,0.00000,293,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-11,629.97781,377.40572,252.57209,0.00000,295,3,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-12,629.97781,377.40572,252.57209,0.00000,295,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-13,644.05511,391.48302,252.57209,0.00000,299,4,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-14,646.73651,394.16441,252.57209,0.00000,300,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-15,645.80547,391.48302,254.32244,0.00000,299,3,0,3,0,0.00000,600.00000,0.00000,,0,0,0,0
2022-02-16,645.58202,391.25957,254.32244,0.00000,298,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-17,645.13512,390.81267,254.32244,0.00000,297,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-18,644.91167,390.58923,254.32244,0.00000,296,1,0,2,0,0.00000,400.00000,0.00000,,0,0,0,0
2022-02-19,650.94480,396.62235,254.32244,0.00000,297,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-20,653.62619,399.30374,254.32244,0.00000,298,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-21,655.37654,399.08030,256.29625,0.00000,298,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-22,655.37654,399.08030,256.29625,0.00000,298,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-23,655.59999,399.30374,256.29625,0.00000,299,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-24,655.59999,399.30374,256.29625,0.00000,299,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-25,653.40274,399.52719,253.87555,0.00000,298,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-26,654.07309,399.75064,254.32244,0.00000,300,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-27,654.07309,399.75064,254.32244,0.00000,300,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-28,656.30758,401.98514,254.32244,0.00000,303,4,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-03-01,662.11726,407.79481,254.32244,0.00000,303,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-03-02,664.35175,410.47621,253.87555,0.00000,303,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-03,664.35175,410.47621,253.87555,0.00000,303,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-04,664.12830,410.25276,253.87555,0.00000,302,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-03-05,679.36009,410.25276,269.10733,0.00000,303,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-06,680.70079,411.59345,269.10733,0.00000,304,2,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-03-07,680.70079,411.59345,269.10733,0.00000,304,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-08,680.70079,411.59345,269.10733,0.00000,304,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-09,677.57250,408.46516,269.10733,0.00000,302,0,0,2,0,0.00000,400.00000,0.00000,,0,0,0,0
2022-03-10,681.81803,412.71070,269.10733,0.00000,304,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-11,681.81803,412.71070,269.10733,0.00000,304,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-12,684.72287,415.61554,269.10733,0.00000,306,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-13,681.81803,412.71070,269.10733,0.00000,304,0,0,2,0,0.00000,400.00000,0.00000,,0,0,0,0
2022-03-14,680.25389,411.14655,269.10733,0.00000,303,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-03-15,680.03044,411.14655,268.88389,0.00000,302,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-16,685.61667,416.73278,268.88389,0.00000,302,2,0,2,0,0.00000,400.00000,0.00000,,0,0,0,0
2022-03-17,682.97252,416.73278,266.23974,0.00000,300,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-18,685.87736,419.63762,266.23974,0.00000,302,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-19,698.16707,431.92733,266.23974,0.00000,306,4,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-20,698.39052,432.15078,266.23974,0.00000,307,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
