Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),OGI Deployment Cost ($),OGI Sites flagged for Follow-Up,OGI Leaks tagged for repair,OGI Sites Visited,OGI Travel Time (Minutes),OGI Survey Time (Minutes)
2022-01-01,924653.56448,174459.64448,750193.92000,2876.00000,6710,6751,0,25,43,0.00000,5000.00000,2876.00000,,43,3,180,300
2022-01-02,923142.64359,174469.36359,748673.28000,2876.00000,6711,22,0,14,64,0.00000,2800.00000,2876.00000,,64,3,180,360
2022-01-03,922136.80756,174051.04756,748085.76000,2876.00000,6709,15,0,10,53,0.00000,2000.00000,2876.00000,,53,3,180,300
2022-01-04,930395.29076,180028.57076,750366.72000,2876.00000,6697,14,0,21,63,0.00000,4200.00000,2876.00000,,63,3,180,360
2022-01-05,927356.67701,179996.67701,747360.00000,2876.00000,6709,29,0,8,43,0.00000,1600.00000,2876.00000,,43,3,180,300
2022-01-06,925407.81611,179775.81611,745632.00000,2876.00000,6693,10,0,17,60,0.00000,3400.00000,2876.00000,,60,3,180,360
2022-01-07,924501.81706,179768.37706,744733.44000,2876.00000,6693,17,0,11,38,0.00000,2200.00000,2876.00000,,38,3,180,300
2022-01-08,928999.00034,181950.04034,747048.96000,2876.00000,6692,18,0,14,58,0.00000,2800.00000,2876.00000,,58,3,180,360
2022-01-09,927798.57829,181907.37829,745891.20000,2876.00000,6693,21,0,12,48,0.00000,2400.00000,2876.00000,,48,3,180,300
2022-01-10,927296.26244,182372.74244,744923.52000,2876.00000,6697,18,0,7,70,0.00000,1400.00000,2876.00000,,70,3,180,360
2022-01-11,929499.02195,182657.42195,746841.60000,2876.00000,6709,24,0,8,42,0.00000,1600.00000,2876.00000,,42,3,180,300
2022-01-12,928135.03517,182658.55517,745476.48000,2876.00000,6705,11,0,9,67,0.00000,1800.00000,2876.00000,,67,3,180,360
2022-01-13,931393.24092,182460.76092,748932.48000,2876.00000,6724,33,0,11,50,0.00000,2200.00000,2876.00000,,50,3,180,300
2022-01-14,929990.44603,181593.64603,748396.80000,2876.00000,6727,25,0,15,60,0.00000,3000.00000,2876.00000,,60,3,180,360
2022-01-15,933774.49084,183839.77084,749934.72000,2876.00000,6734,20,0,9,42,0.00000,1800.00000,2876.00000,,42,3,180,300
2022-01-16,933092.77706,182449.57706,750643.20000,10276.00000,6699,18,37,11,67,7400.00000,2200.00000,2876.00000,,67,3,180,360
2022-01-17,935495.31776,179478.03776,756017.28000,14676.00000,6647,18,59,8,51,11800.00000,1600.00000,2876.00000,,51,3,180,300
2022-01-18,935772.87699,178355.91699,757416.96000,11876.00000,6610,20,45,8,64,9000.00000,1600.00000,2876.00000,,64,3,180,360
2022-01-19,931965.33548,176673.81548,755291.52000,13476.00000,6552,9,53,8,44,10600.00000,1600.00000,2876.00000,,44,3,180,300
2022-01-20,932851.53394,176384.97394,756466.56000,10076.00000,6514,17,36,13,67,7200.00000,2600.00000,2876.00000,,67,3,180,360
2022-01-21,928510.11560,175776.03560,752734.08000,13276.00000,6452,12,52,15,33,10400.00000,3000.00000,2876.00000,,33,3,180,300
2022-01-22,921169.47803,168694.59803,752474.88000,9476.00000,6419,18,33,13,66,6600.00000,2600.00000,2876.00000,,66,3,180,360
2022-01-23,917887.93998,165827.77998,752060.16000,12676.00000,6367,13,49,11,46,9800.00000,2200.00000,2876.00000,,46,3,180,300
2022-01-24,916409.18965,165385.82965,751023.36000,11076.00000,6330,15,41,7,59,8200.00000,1400.00000,2876.00000,,59,3,180,360
2022-01-25,910604.85168,161378.61168,749226.24000,15676.00000,6265,14,64,10,54,12800.00000,2000.00000,2876.00000,,54,3,180,300
2022-01-26,907443.88694,158234.92694,749208.96000,10276.00000,6232,15,37,3,80,7400.00000,600.00000,2876.00000,,80,3,180,360
2022-01-27,904461.42334,156116.46334,748344.96000,14676.00000,6178,20,59,10,28,11800.00000,2000.00000,2876.00000,,28,3,180,300
2022-01-28,902664.58383,155771.14383,746893.44000,11876.00000,6142,19,45,4,69,9000.00000,800.00000,2876.00000,,69,3,180,360
2022-01-29,901093.79677,154494.11677,746599.68000,13076.00000,6096,17,51,8,55,10200.00000,1600.00000,2876.00000,,55,3,180,300
2022-01-30,897567.30242,150777.54242,746789.76000,9876.00000,6075,23,35,5,60,7000.00000,1000.00000,2876.00000,,60,3,180,360
2022-01-31,892812.61999,147094.21999,745718.40000,13676.00000,6027,19,54,5,39,10800.00000,1000.00000,2876.00000,,39,3,180,300
2022-02-01,891465.01891,145245.49891,746219.52000,12276.00000,5975,21,47,17,74,9400.00000,3400.00000,2876.00000,,74,3,180,360
2022-02-02,889830.88864,142954.72864,746876.16000,13876.00000,5915,10,55,11,44,11000.00000,2200.00000,2876.00000,,44,3,180,300
2022-02-03,887545.88174,140600.60174,746945.28000,10076.00000,5882,16,36,11,71,7200.00000,2200.00000,2876.00000,,71,3,180,360
2022-02-04,886126.10708,138005.78708,748120.32000,15676.00000,5819,13,64,9,45,12800.00000,1800.00000,2876.00000,,45,3,180,300
2022-02-05,886879.43504,137601.35504,749278.08000,8476.00000,5793,13,28,6,76,5600.00000,1200.00000,2876.00000,,76,3,180,360
2022-02-06,885518.19878,135756.27878,749761.92000,14276.00000,5737,16,57,9,52,11400.00000,1800.00000,2876.00000,,52,3,180,300
2022-02-07,885173.75293,135014.39293,750159.36000,11876.00000,5699,22,45,6,67,9000.00000,1200.00000,2876.00000,,67,3,180,360
2022-02-08,881496.39575,132702.15575,748794.24000,13076.00000,5659,26,51,6,52,10200.00000,1200.00000,2876.00000,,52,3,180,300
2022-02-09,878507.93539,130594.97539,747912.96000,12476.00000,5608,15,48,9,64,9600.00000,1800.00000,2876.00000,,64,3,180,360
2022-02-10,876246.89431,128990.57431,747256.32000,16676.00000,5540,16,69,6,37,13800.00000,1200.00000,2876.00000,,37,3,180,300
2022-02-11,875390.70196,128808.30196,746582.40000,8476.00000,5522,20,28,5,77,5600.00000,1000.00000,2876.00000,,77,3,180,360
2022-02-12,875661.28381,128957.92381,746703.36000,14476.00000,5471,21,58,8,39,11600.00000,1600.00000,2876.00000,,39,3,180,300
