Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),OGI Deployment Cost ($),OGI Sites flagged for Follow-Up,OGI Leaks tagged for repair,OGI Sites Visited,OGI Travel Time (Minutes),OGI Survey Time (Minutes)
2022-01-01,17606.42005,12563.87893,5042.54112,2876.00000,6522,6552,0,21,35,0.00000,4200.00000,2876.00000,,35,3,180,300
2022-01-02,17592.15654,12559.40995,5032.74660,2876.00000,6516,13,0,15,60,0.00000,3000.00000,2876.00000,,60,3,180,360
2022-01-03,17568.88058,12532.37259,5036.50799,2876.00000,6514,19,0,17,45,0.00000,3400.00000,2876.00000,,45,3,180,300
2022-01-04,17575.69579,12534.83053,5040.86525,2876.00000,6521,18,0,8,78,0.00000,1600.00000,2876.00000,,78,3,180,360
2022-01-05,17590.03378,12541.98091,5048.05287,2876.00000,6529,22,0,7,53,0.00000,1400.00000,2876.00000,,53,3,180,300
2022-01-06,17572.56750,12522.98773,5049.57977,2876.00000,6524,12,0,14,54,0.00000,2800.00000,2876.00000,,54,3,180,360
2022-01-07,17588.13446,12535.72433,5052.41013,2876.00000,6526,18,0,12,40,0.00000,2400.00000,2876.00000,,40,3,180,300
2022-01-08,17652.41335,12579.29693,5073.11642,2876.00000,6544,26,0,7,57,0.00000,1400.00000,2876.00000,,57,3,180,360
2022-01-09,17633.60637,12584.65971,5048.94667,2876.00000,6542,16,0,10,37,0.00000,2000.00000,2876.00000,,37,3,180,300
2022-01-10,17660.49476,12605.66394,5054.83083,2876.00000,6549,19,0,8,60,0.00000,1600.00000,2876.00000,,60,3,180,360
2022-01-11,17657.21751,12599.85426,5057.36325,2876.00000,6541,18,0,17,43,0.00000,3400.00000,2876.00000,,43,3,180,300
2022-01-12,17681.94589,12606.78118,5075.16471,2876.00000,6542,19,0,12,56,0.00000,2400.00000,2876.00000,,56,3,180,360
2022-01-13,17658.85614,12615.27225,5043.58388,2876.00000,6540,26,0,18,43,0.00000,3600.00000,2876.00000,,43,3,180,300
2022-01-14,17644.70435,12597.39631,5047.30804,2876.00000,6534,16,0,17,59,0.00000,3400.00000,2876.00000,,59,3,180,360
2022-01-15,17668.12928,12608.79222,5059.33705,2876.00000,6551,32,0,11,43,0.00000,2200.00000,2876.00000,,43,3,180,300
2022-01-16,17563.77850,12522.09393,5041.68457,8476.00000,6527,18,28,8,59,5600.00000,1600.00000,2876.00000,,59,3,180,360
2022-01-17,17344.20240,12308.02958,5036.17282,13476.00000,6473,20,53,16,47,10600.00000,3200.00000,2876.00000,,47,3,180,300
2022-01-18,17204.58388,12193.17669,5011.40720,10676.00000,6443,18,39,3,54,7800.00000,600.00000,2876.00000,,54,3,180,360
2022-01-19,16990.89195,11983.58132,5007.31063,16476.00000,6375,16,68,13,49,13600.00000,2600.00000,2876.00000,,49,3,180,300
2022-01-20,16863.30245,11848.61800,5014.68445,12676.00000,6330,16,49,7,56,9800.00000,1400.00000,2876.00000,,56,3,180,360
2022-01-21,16722.56669,11709.63259,5012.93410,12076.00000,6289,15,46,7,35,9200.00000,1400.00000,2876.00000,,35,3,180,300
2022-01-22,16603.84067,11597.90798,5005.93269,9876.00000,6251,14,35,10,62,7000.00000,2000.00000,2876.00000,,62,3,180,360
2022-01-23,16469.43597,11438.58869,5030.84728,12676.00000,6211,19,49,10,34,9800.00000,2000.00000,2876.00000,,34,3,180,300
2022-01-24,16390.59564,11353.45454,5037.14110,8876.00000,6184,18,30,10,58,6000.00000,2000.00000,2876.00000,,58,3,180,360
2022-01-25,16223.19494,11175.58897,5047.60597,13276.00000,6133,15,52,12,40,10400.00000,2400.00000,2876.00000,,40,3,180,300
2022-01-26,16128.89937,11089.11412,5039.78525,10276.00000,6108,24,37,8,64,7400.00000,1600.00000,2876.00000,,64,3,180,360
2022-01-27,15985.07256,10942.08454,5042.98802,12076.00000,6063,17,46,8,46,9200.00000,1600.00000,2876.00000,,46,3,180,300
2022-01-28,15875.13555,10842.20274,5032.93281,10276.00000,6030,18,37,7,55,7400.00000,1400.00000,2876.00000,,55,3,180,360
2022-01-29,15706.24518,10665.90131,5040.34387,13276.00000,5983,18,52,7,35,10400.00000,1400.00000,2876.00000,,35,3,180,300
2022-01-30,15608.97029,10564.00847,5044.96182,11076.00000,5951,20,41,9,63,8200.00000,1800.00000,2876.00000,,63,3,180,360
