Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),stationary Deployment Cost ($),stationary Sites flagged for Follow-Up,stationary Leaks tagged for repair,stationary Sites Visited,stationary Travel Time (Minutes),stationary Survey Time (Minutes),OGI_FU Deployment Cost ($),OGI_FU Sites flagged for Follow-Up,OGI_FU Leaks tagged for repair,OGI_FU Sites Visited,OGI_FU Travel Time (Minutes),OGI_FU Survey Time (Minutes)
2022-01-01,440614.69340,115318.69340,325296.00000,6300.00000,3562,3578,0,14,0.00000,0.00000,2800.00000,6300,0,,100,0,0,0.00000,,0,0,0,0
2022-01-02,441462.62850,115406.30850,326056.32000,300.00000,3563,12,0,9,0.00000,0.00000,1800.00000,300,0,,100,0,0,0.00000,,0,0,0,0
2022-01-03,441176.25712,115500.09712,325676.16000,300.00000,3568,12,0,4,0.00000,0.00000,800.00000,300,0,,100,0,0,0.00000,,0,0,0,0
2022-01-04,441533.85125,115581.21125,325952.64000,300.00000,3569,11,0,8,0.00000,0.00000,1600.00000,300,0,,100,0,0,0.00000,,0,0,0,0
2022-01-05,441923.16142,115400.28142,326522.88000,300.00000,3566,9,0,10,0.00000,0.00000,2000.00000,300,0,,100,0,0,0.00000,,0,0,0,0
2022-01-06,441751.93845,115712.89845,326039.04000,300.00000,3572,14,0,6,0.00000,0.00000,1200.00000,300,0,,100,0,0,0.00000,,0,0,0,0
2022-01-07,441443.78616,115698.50616,325745.28000,300.00000,3572,8,0,6,0.00000,0.00000,1200.00000,300,0,,100,0,0,0.00000,,0,0,0,0
2022-01-08,441176.97566,115137.93566,326039.04000,300.00000,3579,14,0,7,0.00000,0.00000,1400.00000,300,0,,100,0,0,0.00000,,0,0,0,0
2022-01-09,439855.34218,115561.58218,324293.76000,300.00000,3581,13,0,5,0.00000,0.00000,1000.00000,300,0,,100,0,0,0.00000,,0,0,0,0
2022-01-10,438312.25087,114986.17087,323326.08000,1300.00000,3575,9,0,12,67.00000,0.00000,2400.00000,300,100,,100,0,0,1000.00000,,67,3,120,360
2022-01-11,438421.22364,115077.86364,323343.36000,1300.00000,3575,8,0,7,67.00000,0.00000,1400.00000,300,0,,100,0,0,1000.00000,,67,3,120,360
2022-01-12,439190.64410,114896.88410,324293.76000,1300.00000,3576,7,0,6,76.00000,0.00000,1200.00000,300,0,,100,0,0,1000.00000,,76,3,120,360
