Program Name,Simulation,Mitigated Methane (kg),Total Cost ($),Mitigation Ratio ($/tonne CO2e),Value of Mitigated Methane ($)
P_aircraft,0,45444.877598390405,14250.0,11.198810478182407,7404.62594952266
P_aircraft,1,0.0,250.0,inf,0.0
P_aircraft,2,15794.284201056002,6550.0,14.81096379239086,2573.4642236866157
P_aircraft,3,21866.5165743936,5950.0,9.718054509370019,3562.852066261412
P_aircraft,4,0.0,250.0,inf,0.0
P_drone,0,45444.877598390405,15000.0,11.788221555981481,7404.62594952266
P_drone,1,0.0,1000.0,inf,0.0
P_drone,2,15794.284201056002,7300.0,16.506875677015767,2573.4642236866157
P_drone,3,21866.5165743936,6700.0,10.94301936349229,3562.852066261412
P_drone,4,0.0,1000.0,inf,0.0
P_OGI,0,163088.8774573536,61904.0,13.556149121421623,26573.11886217983
P_OGI,1,120878.8741399968,61104.0,18.053491396340135,19695.571767538564
P_OGI,2,125766.1553001984,59704.0,16.9543682813237,20491.88789410513
P_OGI,3,143009.5076869824,62504.0,15.609351786398118,23301.458109439292
P_OGI,4,134896.29017437442,61104.0,16.17750726476444,21979.519442140372
P_stationary,0,277832.5064525088,251150.0,32.284353518136946,45269.03571134347
P_stationary,1,251288.3040960384,255150.0,36.263128253344206,40944.01824039615
P_stationary,2,299526.07348897925,259150.0,30.900004914589463,48803.70799796545
P_stationary,3,264357.1781820288,256950.0,34.71358628274827,43073.41387973211
P_stationary,4,286270.8426873504,256550.0,32.00640314601229,46643.94806136636
P_truck,0,175214.3490421056,58300.0,11.883403776722073,28548.79986940152
P_truck,1,132460.6937838912,58500.0,15.772873103732726,21582.672070365858
P_truck,2,145216.29210995522,57100.0,14.043091754068497,23661.02367693299
P_truck,3,153533.9656442592,59900.0,13.93363159291069,25016.275677742575
P_truck,4,149272.7891259168,57900.0,13.852874023227592,24321.974804010388
