Program Name,Simulation,"Average ""True"" Daily Emissions (Kg Methane)","Average ""True"" Mitigable Daily Emissions (Kg Methane)","Average ""True"" Non-Mitigable Daily Emissions (Kg Methane)","95th Percentile ""True"" Daily Emissions (Kg Methane)","95th Percentile ""True"" Mitigable Daily Emissions (Kg Methane)","95th Percentile ""True"" Non-Mitigable Daily Emissions (Kg Methane)","5th Percentile ""True"" Daily Emissions (Kg Methane)","5th Percentile ""True"" Mitigable Daily Emissions (Kg Methane)","5th Percentile ""True"" Non-Mitigable Daily Emissions (Kg Methane)",Average Daily Cost ($),Total Cost ($),95th Percentile Daily Cost ($),5th Percentile Daily Cost ($)
P_aircraft,0,1005.9328514246577,761.5455298356163,244.38732257534244,1049.69737,820.95241,266.27698,967.490406,705.56324,224.11956,0.684931506849315,250.0,0.0,0.0
P_aircraft,1,917.9298782465753,691.6824490684933,226.2474290958904,1000.6875059999999,748.33142,253.03388799999988,872.65111,644.114704,202.161954,19.041095890410958,6950.0,0.0,0.0
P_aircraft,2,1021.8718198904108,763.4549487123287,258.4168712054794,1066.03895,807.09856,288.10052,948.445084,694.92705,241.01977,0.684931506849315,250.0,0.0,0.0
P_aircraft,3,905.1736822739725,640.7280698082192,264.44561208219176,973.82891,697.9212759999999,284.07843,828.4677499999999,573.19192,249.2576,14.657534246575343,5350.0,0.0,0.0
P_aircraft,4,989.8143060273973,796.1097559452055,193.70455013698628,1037.362972,848.168526,214.06434,942.84396,738.320894,166.2909,0.684931506849315,250.0,0.0,0.0
P_drone,0,1005.9328514246577,761.5455298356163,244.38732257534244,1049.69737,820.95241,266.27698,967.490406,705.56324,224.11956,2.73972602739726,1000.0,0.0,0.0
P_drone,1,917.9298782465753,691.6824490684933,226.2474290958904,1000.6875059999999,748.33142,253.03388799999988,872.65111,644.114704,202.161954,21.095890410958905,7700.0,0.0,0.0
P_drone,2,1021.8718198904108,763.4549487123287,258.4168712054794,1066.03895,807.09856,288.10052,948.445084,694.92705,241.01977,2.73972602739726,1000.0,0.0,0.0
P_drone,3,905.1736822739725,640.7280698082192,264.44561208219176,973.82891,697.9212759999999,284.07843,828.4677499999999,573.19192,249.2576,16.71232876712329,6100.0,0.0,0.0
P_drone,4,989.8143060273973,796.1097559452055,193.70455013698628,1037.362972,848.168526,214.06434,942.84396,738.320894,166.2909,2.73972602739726,1000.0,0.0,0.0
P_none,0,1005.9328514246577,761.5455298356163,244.38732257534244,1049.69737,820.95241,266.27698,967.490406,705.56324,224.11956,0.0,0.0,0.0,0.0
P_none,1,976.166864520548,749.919436219178,226.2474290958904,1012.46328,793.870366,253.03388799999988,929.422106,697.742514,202.161954,0.0,0.0,0.0,0.0
P_none,2,1021.8718198904108,763.4549487123287,258.4168712054794,1066.03895,807.09856,288.10052,948.445084,694.92705,241.01977,0.0,0.0,0.0,0.0
P_none,3,949.3064321369864,684.86082,264.44561208219176,1022.920704,743.63898,284.07843,902.3847499999999,640.6289,249.2576,0.0,0.0,0.0,0.0
P_none,4,989.8143060273973,796.1097559452055,193.70455013698628,1037.362972,848.168526,214.06434,942.84396,738.320894,166.2909,0.0,0.0,0.0,0.0
P_OGI,0,674.9476328219179,430.5603101369863,244.38732257534244,994.706516,772.195796,266.27698,373.368742,112.75247200000001,224.11956,137.27123287671233,50104.0,0.0,0.0
P_OGI,1,619.7390456438357,393.4916163561644,226.2474290958904,991.9432,742.16422,253.03388799999988,276.496056,61.67198,202.161954,153.16164383561645,55904.0,0.0,0.0
P_OGI,2,725.9332330410958,467.5163618630136,258.4168712054794,1024.60402,752.08536,288.10052,363.94662999999997,119.232498,241.01977,142.75068493150684,52104.0,0.0,0.0
P_OGI,3,650.7250226027397,386.27941008219176,264.44561208219176,946.60535,695.23988,284.07843,321.312518,57.91803800000001,249.2576,141.1068493150685,51504.0,0.0,0.0
P_OGI,4,616.3388414794521,422.63429172602747,193.70455013698628,924.2753260000001,710.97071,214.06434,277.21854,86.92174200000002,166.2909,159.18904109589042,58104.0,0.0,0.0
P_stationary,0,354.1835318630137,109.7962102739726,244.38732257534244,964.332324,703.5968859999999,266.27698,273.0028,43.48322,224.11956,643.6986301369863,234950.0,1230.0,30.0
P_stationary,1,338.57504298630136,112.3276135068493,226.2474290958904,998.2966,803.29992,253.03388799999988,258.12853,39.28237,202.161954,646.986301369863,236150.0,1230.0,30.0
P_stationary,2,364.23568520547946,105.81881416438358,258.4168712054794,974.83443,698.6363119999999,288.10052,285.1212,39.55051,241.01977,650.2739726027397,237350.0,1230.0,30.0
P_stationary,3,367.24326978082195,102.79765775342466,264.44561208219176,951.2158499999999,690.45807,284.07843,298.59517999999997,37.76292,249.2576,639.8630136986301,233550.0,1230.0,30.0
P_stationary,4,305.29508816438357,111.59053775342467,193.70455013698628,1035.69455,853.35255,214.06434,220.32092,37.09257,166.2909,662.3287671232877,241750.0,1230.0,30.0
P_truck,0,672.4205138082192,428.03319126027395,244.38732257534244,990.42374,766.162666,266.27698,371.730114,117.847114,224.11956,117.53424657534246,42900.0,0.0,0.0
P_truck,1,623.1495540547945,396.90212484931504,226.2474290958904,998.5423979999998,744.48809,253.03388799999988,277.43453999999997,61.89543,202.161954,131.23287671232876,47900.0,0.0,0.0
P_truck,2,720.8851175068492,462.468246,258.4168712054794,1016.3364,743.81774,288.10052,356.77391,116.327658,241.01977,122.46575342465754,44700.0,0.0,0.0
P_truck,3,648.0301637534246,383.58455158904104,264.44561208219176,944.2144460000001,689.34082,284.07843,322.75749,57.203,249.2576,121.36986301369863,44300.0,0.0,0.0
P_truck,4,617.5754644931507,423.8709145479452,193.70455013698628,929.32528,708.64684,214.06434,277.30791999999997,91.792934,166.2909,140.0,51100.0,0.0,0.0
