Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),stationary Deployment Cost ($),stationary Sites flagged for Follow-Up,stationary Leaks tagged for repair,stationary Sites Visited,stationary Travel Time (Minutes),stationary Survey Time (Minutes),OGI_FU Deployment Cost ($),OGI_FU Sites flagged for Follow-Up,OGI_FU Leaks tagged for repair,OGI_FU Sites Visited,OGI_FU Travel Time (Minutes),OGI_FU Survey Time (Minutes)
2022-01-01,17515.92312,12495.50347,5020.41965,6540.00000,6644,6672,0,22,0.00000,0.00000,4400.00000,6540,0,,180,0,0,0.00000,,0,0,0,0
2022-01-02,17559.30951,12533.04294,5026.26657,540.00000,6649,22,0,13,0.00000,0.00000,2600.00000,540,0,,180,0,0,0.00000,,0,0,0,0
2022-01-03,17571.89715,12551.14233,5020.75482,540.00000,6653,14,0,5,0.00000,0.00000,1000.00000,540,0,,180,0,0,0.00000,,0,0,0,0
2022-01-04,17568.84335,12551.36578,5017.47757,540.00000,6653,13,0,8,0.00000,0.00000,1600.00000,540,0,,180,0,0,0.00000,,0,0,0,0
2022-01-05,17599.56761,12566.78377,5032.78384,540.00000,6664,23,0,9,0.00000,0.00000,1800.00000,540,0,,180,0,0,0.00000,,0,0,0,0
2022-01-06,17589.28895,12574.38105,5014.90790,540.00000,6667,22,0,14,0.00000,0.00000,2800.00000,540,0,,180,0,0,0.00000,,0,0,0,0
2022-01-07,17593.94414,12578.17968,5015.76446,540.00000,6661,18,0,16,0.00000,0.00000,3200.00000,540,0,,180,0,0,0.00000,,0,0,0,0
2022-01-08,17600.87107,12567.67757,5033.19350,540.00000,6668,23,0,13,0.00000,0.00000,2600.00000,540,0,,180,0,0,0.00000,,0,0,0,0
2022-01-09,17589.95930,12568.57137,5021.38793,540.00000,6661,10,0,12,0.00000,0.00000,2400.00000,540,0,,180,0,0,0.00000,,0,0,0,0
2022-01-10,17610.10697,12573.71070,5036.39627,1540.00000,6660,15,0,12,63.00000,0.00000,2400.00000,540,180,,180,0,0,1000.00000,,63,3,120,360
2022-01-11,17592.86414,12555.16442,5037.69972,1540.00000,6656,22,0,20,69.00000,0.00000,4000.00000,540,0,,180,0,0,1000.00000,,69,3,120,360
2022-01-12,17562.69849,12524.77532,5037.92317,1540.00000,6654,17,0,15,61.00000,0.00000,3000.00000,540,0,,180,0,0,1000.00000,,61,3,120,360
2022-01-13,17555.65984,12536.84158,5018.81826,1540.00000,6659,21,0,9,50.00000,0.00000,1800.00000,540,0,,180,0,0,1000.00000,,50,3,120,360
2022-01-14,17549.44051,12515.16701,5034.27350,1540.00000,6658,16,0,12,67.00000,0.00000,2400.00000,540,0,,180,0,0,1000.00000,,67,3,120,360
2022-01-15,17545.82808,12518.51874,5027.30933,1540.00000,6655,15,0,14,70.00000,0.00000,2800.00000,540,0,,180,0,0,1000.00000,,70,3,120,360
2022-01-16,17544.04049,12493.04553,5050.99495,1540.00000,6646,11,0,15,72.00000,0.00000,3000.00000,540,0,,180,0,0,1000.00000,,72,3,120,360
2022-01-17,17544.89704,12494.60968,5050.28736,1540.00000,6640,16,0,17,73.00000,0.00000,3400.00000,540,0,,180,0,0,1000.00000,,73,3,120,360
2022-01-18,17523.22247,12482.09652,5041.12594,1540.00000,6636,12,0,11,68.00000,0.00000,2200.00000,540,0,,180,0,0,1000.00000,,68,3,120,360
2022-01-19,17526.35076,12485.00136,5041.34939,1540.00000,6639,17,0,10,52.00000,0.00000,2000.00000,540,24,,180,0,0,1000.00000,,52,3,120,360
2022-01-20,17490.63612,12431.59700,5059.03912,1540.00000,6638,16,0,15,66.00000,0.00000,3000.00000,540,0,,180,0,0,1000.00000,,66,3,120,360
2022-01-21,17494.17407,12438.07703,5056.09704,1540.00000,6636,16,0,7,71.00000,0.00000,1400.00000,540,0,,180,0,0,1000.00000,,71,3,120,360
2022-01-22,17471.79191,12423.55283,5048.23908,1540.00000,6633,14,0,12,66.00000,0.00000,2400.00000,540,0,,180,0,0,1000.00000,,66,3,120,360
2022-01-23,17466.16843,12434.94874,5031.21970,1540.00000,6628,15,0,13,51.00000,0.00000,2600.00000,540,0,,180,0,0,1000.00000,,51,3,120,360
2022-01-24,17485.16162,12470.25371,5014.90790,1540.00000,6635,25,0,10,72.00000,0.00000,2000.00000,540,0,,180,0,0,1000.00000,,72,3,120,360
2022-01-25,17332.06167,12297.30402,5034.75764,12940.00000,6582,18,57,11,71.00000,11400.00000,2200.00000,540,0,,180,0,0,1000.00000,,71,3,120,360
2022-01-26,17138.81534,12097.54043,5041.27491,12940.00000,6528,15,57,8,74.00000,11400.00000,1600.00000,540,0,,180,0,0,1000.00000,,74,3,120,360
2022-01-27,16944.26556,11904.92720,5039.33835,11340.00000,6476,14,49,13,73.00000,9800.00000,2600.00000,540,24,,180,0,0,1000.00000,,73,3,120,360
2022-01-28,16797.01252,11748.28931,5048.72322,10740.00000,6437,21,46,8,17.00000,9200.00000,1600.00000,540,0,,180,0,0,1000.00000,,17,3,120,360
2022-01-29,16588.90682,11563.04991,5025.85692,12340.00000,6384,17,54,11,16.00000,10800.00000,2200.00000,540,0,,180,0,0,1000.00000,,16,3,120,360
2022-01-30,16381.80664,11349.65591,5032.15073,14340.00000,6323,18,64,7,20.00000,12800.00000,1400.00000,540,0,,180,0,0,1000.00000,,20,3,120,360
2022-01-31,16145.47186,11125.08945,5020.38241,14940.00000,6258,21,67,12,12.00000,13400.00000,2400.00000,540,0,,180,0,0,1000.00000,,12,3,120,360
2022-02-01,15955.39106,10929.34794,5026.04312,14340.00000,6194,18,64,12,21.00000,12800.00000,2400.00000,540,0,,180,0,0,1000.00000,,21,3,120,360
2022-02-02,15785.90483,10748.57752,5037.32731,13340.00000,6140,17,59,6,13.00000,11800.00000,1200.00000,540,0,,180,0,0,1000.00000,,13,3,120,360
2022-02-03,15678.12783,10636.40602,5041.72181,9740.00000,6108,17,41,7,16.00000,8200.00000,1400.00000,540,0,,180,0,0,1000.00000,,16,3,120,360
2022-02-04,15680.84646,10622.99907,5057.84739,2140.00000,6100,17,3,17,15.00000,600.00000,3400.00000,540,24,,180,0,0,1000.00000,,15,3,120,360
2022-02-05,15656.75119,10627.69150,5029.05969,1940.00000,6095,15,2,11,15.00000,400.00000,2200.00000,540,0,,180,0,0,1000.00000,,15,3,120,360
2022-02-06,15701.18034,10643.10950,5058.07084,2540.00000,6104,28,5,10,18.00000,1000.00000,2000.00000,540,0,,180,0,0,1000.00000,,18,3,120,360
2022-02-07,15679.35680,10625.90391,5053.45289,1740.00000,6096,12,1,14,18.00000,200.00000,2800.00000,540,0,,180,0,0,1000.00000,,18,3,120,360
2022-02-08,15673.77057,10619.87078,5053.89979,2540.00000,6094,20,5,12,14.00000,1000.00000,2400.00000,540,0,,180,0,0,1000.00000,,14,3,120,360
2022-02-09,15678.20231,10594.62102,5083.58130,1940.00000,6094,19,2,14,19.00000,400.00000,2800.00000,540,0,,180,0,0,1000.00000,,19,3,120,360
2022-02-10,15664.16225,10583.44856,5080.71370,1940.00000,6086,9,2,12,15.00000,400.00000,2400.00000,540,0,,180,0,0,1000.00000,,15,3,120,360
2022-02-11,15655.70842,10574.73404,5080.97439,1540.00000,6087,12,0,8,16.00000,0.00000,1600.00000,540,0,,180,0,0,1000.00000,,16,3,120,360
2022-02-12,15637.08766,10551.49532,5085.59234,1740.00000,6081,14,1,13,13.00000,200.00000,2600.00000,540,24,,180,0,0,1000.00000,,13,3,120,360
2022-02-13,15593.06816,10526.02211,5067.04605,1940.00000,6070,10,2,14,15.00000,400.00000,2800.00000,540,0,,180,0,0,1000.00000,,15,3,120,360
2022-02-14,15581.63501,10522.00002,5059.63499,1740.00000,6066,15,1,14,17.00000,200.00000,2800.00000,540,0,,180,0,0,1000.00000,,17,3,120,360
2022-02-15,15570.46255,10518.87173,5051.59082,1540.00000,6069,16,0,10,17.00000,0.00000,2000.00000,540,0,,180,0,0,1000.00000,,17,3,120,360
2022-02-16,15558.88043,10502.33649,5056.54394,1940.00000,6069,22,2,14,15.00000,400.00000,2800.00000,540,0,,180,0,0,1000.00000,,15,3,120,360
2022-02-17,15545.32451,10502.11304,5043.21147,1940.00000,6063,12,2,7,18.00000,400.00000,1400.00000,540,0,,180,0,0,1000.00000,,18,3,120,360
2022-02-18,15543.38795,10494.29232,5049.09563,2140.00000,6057,16,3,11,15.00000,600.00000,2200.00000,540,0,,180,0,0,1000.00000,,15,3,120,360
2022-02-19,15571.39359,10497.86751,5073.52608,1940.00000,6059,18,2,11,15.00000,400.00000,2200.00000,540,0,,180,0,0,1000.00000,,15,3,120,360
2022-02-20,15585.88055,10509.48687,5076.39368,1740.00000,6061,23,1,15,19.00000,200.00000,3000.00000,540,24,,180,0,0,1000.00000,,19,3,120,360
2022-02-21,15579.17707,10493.39852,5085.77855,2340.00000,6064,23,4,12,14.00000,800.00000,2400.00000,540,0,,180,0,0,1000.00000,,14,3,120,360
2022-02-22,15609.04478,10490.49368,5118.55110,2140.00000,6077,27,3,10,16.00000,600.00000,2000.00000,540,0,,180,0,0,1000.00000,,16,3,120,360
2022-02-23,15618.39241,10488.48264,5129.90977,2140.00000,6082,28,3,13,17.00000,600.00000,2600.00000,540,0,,180,0,0,1000.00000,,17,3,120,360
2022-02-24,15603.19786,10473.28809,5129.90977,2140.00000,6078,17,3,11,15.00000,600.00000,2200.00000,540,0,,180,0,0,1000.00000,,15,3,120,360
2022-02-25,15593.40334,10457.19975,5136.20358,2140.00000,6072,12,3,12,17.00000,600.00000,2400.00000,540,0,,180,0,0,1000.00000,,17,3,120,360
2022-02-26,15571.31911,10455.41216,5115.90695,2140.00000,6069,17,3,10,13.00000,600.00000,2000.00000,540,0,,180,0,0,1000.00000,,13,3,120,360
2022-02-27,15574.44739,10458.31700,5116.13040,2140.00000,6065,14,3,11,15.00000,600.00000,2200.00000,540,0,,180,0,0,1000.00000,,15,3,120,360
