Program Name,Simulation,"Average ""True"" Daily Emissions (Kg Methane)","Average ""True"" Mitigable Daily Emissions (Kg Methane)","Average ""True"" Non-Mitigable Daily Emissions (Kg Methane)","95th Percentile ""True"" Daily Emissions (Kg Methane)","95th Percentile ""True"" Mitigable Daily Emissions (Kg Methane)","95th Percentile ""True"" Non-Mitigable Daily Emissions (Kg Methane)","5th Percentile ""True"" Daily Emissions (Kg Methane)","5th Percentile ""True"" Mitigable Daily Emissions (Kg Methane)","5th Percentile ""True"" Non-Mitigable Daily Emissions (Kg Methane)",Average Daily Cost ($),Total Cost ($),95th Percentile Daily Cost ($),5th Percentile Daily Cost ($)
P_aircraft,0,446.51662353424655,199.77216802739724,246.74445468493147,806.9272479999953,556.3438499999954,268.31781,301.522366,69.85022,223.255554,226.43835616438355,82650.0,1000.0,0.0
P_aircraft,1,453.1100077808219,200.78411750684927,252.32588994520546,757.9322819999948,502.71604199999473,269.10733,317.55857,66.40911,237.00513,220.95890410958904,80650.0,1000.0,0.0
P_aircraft,2,505.3810025479452,197.246886,308.13411734246574,783.204391999995,505.5761939999952,337.944586,361.98772,73.604174,270.597,218.76712328767124,79850.0,1000.0,0.0
P_aircraft,3,460.40292106849313,178.17840331506852,282.22451676712325,831.9907979999949,547.539953999995,314.83994,318.06506,53.2256,241.46667,216.57534246575344,79050.0,1000.0,0.0
P_aircraft,4,443.6114770958904,173.32557619178084,270.2859012876712,672.0458519999947,433.84899199999467,300.31574,282.16422000000006,40.44431,229.92924,209.45205479452054,76450.0,1000.0,0.0
P_drone,0,446.4731580547945,199.72870257534245,246.74445468493147,806.9272479999953,556.3438499999954,268.31781,301.522366,69.85022,223.255554,232.6027397260274,84900.0,1000.0,0.0
P_drone,1,453.04940101369857,200.72351073972604,252.32588994520546,757.9322819999948,502.71604199999473,269.10733,317.55857,66.40911,237.00513,227.12328767123287,82900.0,1000.0,0.0
P_drone,2,505.3810025479452,197.246886,308.13411734246574,783.204391999995,505.5761939999952,337.944586,361.98772,73.604174,270.597,224.93150684931507,82100.0,1000.0,0.0
P_drone,3,460.4023088767123,178.17779112328768,282.22451676712325,831.9907979999949,547.539953999995,314.83994,318.06506,53.2256,241.46667,222.73972602739727,81300.0,1000.0,0.0
P_drone,4,443.674532630137,173.38863172602743,270.2859012876712,685.8550139999952,447.6581539999952,300.31574,282.16422000000006,40.44431,229.92924,215.6164383561644,78700.0,1000.0,0.0
