Program Name,Simulation,Mitigated Methane (kg),Total Cost ($),Mitigation Ratio ($/tonne CO2e),Value of Mitigated Methane ($)
P_aircraft,0,43095.0831948864,34950.0,28.964192505895824,7021.758846875977
P_aircraft,1,87304.32090757441,34950.0,14.297279593248543,14225.054049228547
P_drone,0,43095.0831948864,35700.0,29.585741701301313,7021.758846875977
P_drone,1,87304.32090757441,35700.0,14.604088168210957,14225.054049228547
P_OGI,0,43110.4241259936,42704.0,35.377588786542844,7024.258443366698
P_OGI,1,87600.10874184,42104.0,17.165666884567166,14273.248661886799
P_stationary,0,121025.1826980864,219550.0,64.78875927939755,19719.41076113079
P_stationary,1,131486.7737135808,207750.0,56.42881521532465,21423.985014607635
P_truck,0,43123.9522359744,35700.0,29.56593572461068,7026.462665261563
P_truck,1,87304.32090757441,35500.0,14.52227254822098,14225.054049228547
