Program Name,Simulation,"Average ""True"" Daily Emissions (Kg Methane)","Average ""True"" Mitigable Daily Emissions (Kg Methane)","Average ""True"" Non-Mitigable Daily Emissions (Kg Methane)","95th Percentile ""True"" Daily Emissions (Kg Methane)","95th Percentile ""True"" Mitigable Daily Emissions (Kg Methane)","95th Percentile ""True"" Non-Mitigable Daily Emissions (Kg Methane)","5th Percentile ""True"" Daily Emissions (Kg Methane)","5th Percentile ""True"" Mitigable Daily Emissions (Kg Methane)","5th Percentile ""True"" Non-Mitigable Daily Emissions (Kg Methane)",Average Daily Cost ($),Total Cost ($),95th Percentile Daily Cost ($),5th Percentile Daily Cost ($)
P_aircraft,0,996.0083386849316,778.1303595068493,217.87798008219178,1030.6967379999999,810.67375,243.63412,940.542424,749.225214,187.92079,0.684931506849315,250.0,0.0,0.0
P_aircraft,1,918.7565381917809,683.2538232328767,235.5027150410959,995.50349,752.57695,258.0466,863.832316,644.82974,211.6064,0.684931506849315,250.0,0.0,0.0
P_aircraft,2,1087.8424958904109,764.2697728767124,323.57272298630136,1124.686926,789.66952,345.09496,986.736824,734.25412,268.27312,0.684931506849315,250.0,0.0,0.0
P_aircraft,3,1019.9663799178084,711.2198697260275,308.74651079452053,1088.39877,728.66789,368.97423399999997,928.394236,692.24566,226.42853,0.684931506849315,250.0,0.0,0.0
P_aircraft,4,909.8171410410959,707.6605988767124,202.15654197260275,940.7882179999998,737.11427,232.20097,881.67101,678.16836,164.49586,0.684931506849315,250.0,0.0,0.0
P_drone,0,996.0083386849316,778.1303595068493,217.87798008219178,1030.6967379999999,810.67375,243.63412,940.542424,749.225214,187.92079,2.73972602739726,1000.0,0.0,0.0
P_drone,1,918.7565381917809,683.2538232328767,235.5027150410959,995.50349,752.57695,258.0466,863.832316,644.82974,211.6064,2.73972602739726,1000.0,0.0,0.0
P_drone,2,1087.8424958904109,764.2697728767124,323.57272298630136,1124.686926,789.66952,345.09496,986.736824,734.25412,268.27312,2.73972602739726,1000.0,0.0,0.0
P_drone,3,1019.9663799178084,711.2198697260275,308.74651079452053,1088.39877,728.66789,368.97423399999997,928.394236,692.24566,226.42853,2.73972602739726,1000.0,0.0,0.0
P_drone,4,909.8171410410959,707.6605988767124,202.15654197260275,940.7882179999998,737.11427,232.20097,881.67101,678.16836,164.49586,2.73972602739726,1000.0,0.0,0.0
P_none,0,996.0083386849316,778.1303595068493,217.87798008219178,1030.6967379999999,810.67375,243.63412,940.542424,749.225214,187.92079,0.0,0.0,0.0,0.0
