Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),OGI_persitehigh Deployment Cost ($),OGI_persitehigh Sites flagged for Follow-Up,OGI_persitehigh Leaks tagged for repair,OGI_persitehigh Sites Visited,OGI_persitehigh Travel Time (Minutes),OGI_persitehigh Survey Time (Minutes)
2022-01-01,1024.66361,820.72896,203.93465,5512.00000,385,386,0,1,37,0.00000,200.00000,5512.00000,,37,3,180,300
2022-01-02,1032.93123,828.99658,203.93465,5512.00000,386,1,0,0,80,0.00000,0.00000,5512.00000,,80,3,180,360
2022-01-03,1031.36708,827.43244,203.93465,5512.00000,385,0,0,1,55,0.00000,200.00000,5512.00000,,55,3,180,300
2022-01-04,1031.36708,827.43244,203.93465,5512.00000,385,0,0,0,59,0.00000,0.00000,5512.00000,,59,3,180,360
2022-01-05,1031.59053,827.65589,203.93465,0.00000,386,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-06,1022.65257,827.65589,194.99668,0.00000,385,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-07,1022.65257,827.65589,194.99668,0.00000,385,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-08,1022.65257,827.65589,194.99668,0.00000,385,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-09,1022.42912,827.43244,194.99668,0.00000,384,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-10,1025.11051,830.11383,194.99668,0.00000,385,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-11,1025.11051,830.11383,194.99668,0.00000,385,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-12,1025.81810,832.79522,193.02288,0.00000,385,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-13,1028.49949,835.47661,193.02288,0.00000,386,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-14,1028.94639,835.47661,193.46978,0.00000,387,2,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-15,1047.04577,845.30837,201.73740,0.00000,391,4,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-16,931.29908,729.56168,201.73740,5800.00000,362,0,29,0,0,5800.00000,0.00000,0.00000,,0,0,0,0
2022-01-17,668.29935,466.56196,201.73740,15000.00000,287,0,75,0,0,15000.00000,0.00000,0.00000,,0,0,0,0
2022-01-18,473.00474,271.26735,201.73740,10200.00000,236,0,51,0,0,10200.00000,0.00000,0.00000,,0,0,0,0
2022-01-19,312.53097,108.81977,203.71120,9800.00000,188,1,49,0,0,9800.00000,0.00000,0.00000,,0,0,0,0
2022-01-20,312.53097,108.81977,203.71120,0.00000,188,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
