Program Name,Simulation,Mitigated Methane (kg),Total Cost ($),Mitigation Ratio ($/tonne CO2e),Value of Mitigated Methane ($)
P_aircraft,0,120550.4037630432,42150.0,12.487367075236923,19642.05197817233
P_aircraft,1,130045.4311347072,47950.0,13.168474932626518,21189.137805731945
P_aircraft,2,107951.89017312,44150.0,14.606374300228172,17589.29519713826
P_aircraft,3,108923.223917664,43550.0,14.279389527001612,17747.560846218857
P_aircraft,4,134370.96109767363,50350.0,13.38246203662391,21893.924199751265
P_drone,0,120570.2907429888,42900.0,12.70746589148415,19645.29229161457
P_drone,1,130099.5058443552,48700.0,13.368887936949678,21197.9485456752
P_drone,2,107942.505306192,44900.0,14.855792201808768,17587.76606045971
P_drone,3,108923.223917664,44300.0,14.525303238718058,17747.560846218857
P_drone,4,137267.75671038718,51300.0,13.347219340142514,22365.917724608335
P_OGI,0,107538.0622659936,46304.0,15.377943872782932,17521.86755684788
P_OGI,1,120403.150662528,52304.0,15.514544176968625,19618.05908421279
P_OGI,2,100726.4364293664,48104.0,17.05609828860305,16412.005585735093
P_OGI,3,97657.13802168,48304.0,17.665302220508178,15911.905071938392
P_OGI,4,123943.0332189024,53904.0,15.532481392017894,20194.834897470144
P_stationary,0,237541.9318965216,234550.0,35.26445056418428,38704.23347961721
P_stationary,1,232644.818903616,236550.0,36.31378650738125,37906.315389365875
P_stationary,2,239668.2745504128,237550.0,35.39862999115483,39050.692152731506
P_stationary,3,212364.3448990656,233150.0,39.209904648745734,34601.88743139438
P_stationary,4,249904.036259712,241750.0,34.54897608158593,40718.470586103096
P_truck,0,120570.2907429888,42700.0,12.648223626255785,19645.29229161457
P_truck,1,130099.5058443552,48500.0,13.31398490640779,21197.9485456752
P_truck,2,107942.505306192,44700.0,14.78961940803679,17587.76606045971
P_truck,3,108923.223917664,44100.0,14.459726248927005,17747.560846218857
P_truck,4,137267.75671038718,51100.0,13.295183397295956,22365.917724608335
