Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),truck Deployment Cost ($),truck Sites flagged for Follow-Up,truck Leaks tagged for repair,truck Sites Visited,truck Travel Time (Minutes),truck Survey Time (Minutes),OGI_FU Deployment Cost ($),OGI_FU Sites flagged for Follow-Up,OGI_FU Leaks tagged for repair,OGI_FU Sites Visited,OGI_FU Travel Time (Minutes),OGI_FU Survey Time (Minutes)
2022-01-01,488688.85981,98212.69981,390476.16000,400.00000,3633,3647,0,8,0.00000,0.00000,1600.00000,400.00000,0,,10,180,270,0.00000,,0,0,0,0
2022-01-02,488336.51406,98240.51406,390096.00000,400.00000,3625,5,0,10,0.00000,0.00000,2000.00000,400.00000,0,,10,180,270,0.00000,,0,0,0,0
2022-01-03,488506.57907,98220.49907,390286.08000,1400.00000,3627,11,0,6,68.00000,0.00000,1200.00000,400.00000,9,,10,180,270,1000.00000,,68,3,120,360
2022-01-04,487805.45376,98210.57376,389594.88000,1400.00000,3625,9,0,7,65.00000,0.00000,1400.00000,400.00000,9,,10,180,270,1000.00000,,65,3,120,360
2022-01-05,486721.93709,98284.81709,388437.12000,1400.00000,3628,15,0,5,74.00000,0.00000,1000.00000,400.00000,9,,10,180,270,1000.00000,,74,3,120,360
2022-01-06,486351.97143,98018.53143,388333.44000,1400.00000,3624,9,0,9,72.00000,0.00000,1800.00000,400.00000,9,,10,180,270,1000.00000,,72,3,120,360
2022-01-07,487080.21166,98850.45166,388229.76000,1400.00000,3629,8,0,2,87.00000,0.00000,400.00000,400.00000,9,,10,180,270,1000.00000,,87,3,120,360
2022-01-08,486909.44121,98766.08121,388143.36000,1400.00000,3630,10,0,8,86.00000,0.00000,1600.00000,400.00000,9,,10,180,270,1000.00000,,86,3,120,360
2022-01-09,487916.90646,98719.46646,389197.44000,1400.00000,3628,9,0,11,69.00000,0.00000,2200.00000,400.00000,9,,10,180,270,1000.00000,,69,3,120,360
2022-01-10,486404.89170,98797.21170,387607.68000,1400.00000,3631,9,0,2,65.00000,0.00000,400.00000,400.00000,9,,10,180,270,1000.00000,,65,3,120,360
2022-01-11,486858.55004,99043.51004,387815.04000,1400.00000,3634,10,0,3,75.00000,0.00000,600.00000,400.00000,9,,10,180,270,1000.00000,,75,3,120,360
2022-01-12,487304.59538,98625.55538,388679.04000,1400.00000,3633,9,0,8,59.00000,0.00000,1600.00000,400.00000,9,,1,20,30,1000.00000,,59,3,120,360
2022-01-13,487505.78418,98671.22418,388834.56000,1000.00000,3640,10,0,2,79.00000,0.00000,400.00000,0.00000,9,,0,0,0,1000.00000,,79,3,120,360
2022-01-14,487872.12885,99815.16885,388056.96000,1000.00000,3641,10,0,5,74.00000,0.00000,1000.00000,0.00000,1,,0,0,0,1000.00000,,74,3,120,360
2022-01-15,489247.20432,100896.48432,388350.72000,1000.00000,3644,12,0,6,75.00000,0.00000,1200.00000,0.00000,0,,0,0,0,1000.00000,,75,3,120,360
2022-01-16,486599.71990,101048.35990,385551.36000,1000.00000,3646,9,0,3,71.00000,0.00000,600.00000,0.00000,0,,0,0,0,1000.00000,,71,3,120,360
2022-01-17,487475.21202,100956.17202,386519.04000,1000.00000,3647,8,0,5,93.00000,0.00000,1000.00000,0.00000,0,,0,0,0,1000.00000,,93,3,120,360
2022-01-18,486730.06161,99329.74161,387400.32000,12800.00000,3596,12,59,1,64.00000,11800.00000,200.00000,0.00000,0,,0,0,0,1000.00000,,64,3,120,360
2022-01-19,483905.24277,98232.92277,385672.32000,12000.00000,3543,9,55,3,69.00000,11000.00000,600.00000,0.00000,0,,0,0,0,1000.00000,,69,3,120,360
2022-01-20,481796.04664,95778.12664,386017.92000,13600.00000,3482,10,63,4,78.00000,12600.00000,800.00000,0.00000,0,,0,0,0,1000.00000,,78,3,120,360
2022-01-21,478285.60923,93062.56923,385223.04000,14000.00000,3419,9,65,4,57.00000,13000.00000,800.00000,0.00000,0,,0,0,0,1000.00000,,57,3,120,360
2022-01-22,477701.67758,90733.35758,386968.32000,16000.00000,3347,7,75,3,63.00000,15000.00000,600.00000,0.00000,0,,0,0,0,1000.00000,,63,3,120,360
2022-01-23,475683.57418,89682.93418,386000.64000,16600.00000,3274,12,78,2,71.00000,15600.00000,400.00000,0.00000,0,,0,0,0,1000.00000,,71,3,120,360
2022-01-24,474018.61413,87257.65413,386760.96000,14000.00000,3215,9,65,2,68.00000,13000.00000,400.00000,0.00000,0,,0,0,0,1000.00000,,68,3,120,360
2022-01-25,475750.12239,86673.64239,389076.48000,12800.00000,3163,10,59,3,76.00000,11800.00000,600.00000,0.00000,0,,0,0,0,1000.00000,,76,3,120,360
2022-01-26,474030.38244,85835.18244,388195.20000,13600.00000,3111,14,63,1,74.00000,12600.00000,200.00000,0.00000,0,,0,0,0,1000.00000,,74,3,120,360
2022-01-27,471806.36075,84561.56075,387244.80000,11200.00000,3062,9,51,4,67.00000,10200.00000,800.00000,0.00000,0,,0,0,0,1000.00000,,67,3,120,360
2022-01-28,469511.22185,82266.42185,387244.80000,14400.00000,3002,14,67,3,66.00000,13400.00000,600.00000,0.00000,0,,0,0,0,1000.00000,,66,3,120,360
2022-01-29,466786.26371,80008.02371,386778.24000,13600.00000,2943,11,63,3,73.00000,12600.00000,600.00000,0.00000,0,,0,0,0,1000.00000,,73,3,120,360
2022-01-30,465775.38245,78582.42245,387192.96000,13600.00000,2892,13,63,0,71.00000,12600.00000,0.00000,0.00000,0,,0,0,0,1000.00000,,71,3,120,360
2022-01-31,462861.91809,77500.63809,385361.28000,13000.00000,2832,7,60,0,78.00000,12000.00000,0.00000,0.00000,0,,0,0,0,1000.00000,,78,3,120,360
2022-02-01,459908.33985,74685.29985,385223.04000,18000.00000,2758,17,85,2,76.00000,17000.00000,400.00000,0.00000,0,,0,0,0,1000.00000,,76,3,120,360
2022-02-02,454494.78816,70032.06816,384462.72000,11600.00000,2712,11,53,1,75.00000,10600.00000,200.00000,0.00000,0,,0,0,0,1000.00000,,75,3,120,360
2022-02-03,450645.10709,65698.54709,384946.56000,12400.00000,2661,11,57,2,78.00000,11400.00000,400.00000,0.00000,0,,0,0,0,1000.00000,,78,3,120,360
2022-02-04,448566.22555,64570.06555,383996.16000,15400.00000,2597,10,72,0,80.00000,14400.00000,0.00000,0.00000,0,,0,0,0,1000.00000,,80,3,120,360
2022-02-05,445367.77366,62235.61366,383132.16000,10700.00000,2552,10,51,0,28.00000,10200.00000,0.00000,0.00000,0,,0,0,0,500.00000,,28,1,30,120
2022-02-06,443765.59163,59181.91163,384583.68000,10400.00000,2511,12,52,1,0.00000,10400.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-07,442956.34643,58372.66643,384583.68000,11600.00000,2460,10,58,1,0.00000,11600.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-08,441130.06248,54904.78248,386225.28000,13200.00000,2402,14,66,0,0.00000,13200.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-09,437965.67573,51740.39573,386225.28000,13800.00000,2336,5,69,1,0.00000,13800.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-10,434768.56175,48940.72175,385827.84000,12600.00000,2280,10,63,0,0.00000,12600.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-11,428494.61692,43357.97692,385136.64000,11600.00000,2229,8,58,0,0.00000,11600.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-12,426171.83971,39600.95971,386570.88000,10400.00000,2182,10,52,3,0.00000,10400.00000,600.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-13,422548.05158,35977.17158,386570.88000,13600.00000,2116,7,68,2,0.00000,13600.00000,400.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-14,419936.11009,34332.91009,385603.20000,13200.00000,2059,14,66,0,0.00000,13200.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-15,416456.10574,30835.62574,385620.48000,15200.00000,1989,11,76,2,0.00000,15200.00000,400.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
