Program Name,Simulation,Mitigated Methane (kg),Total Cost ($),Mitigation Ratio ($/tonne CO2e),Value of Mitigated Methane ($)
P_aircraft,0,12421.3183392384,8456.0,24.31303922434668,2023.885220130156
P_aircraft,1,0.0,2500.0,inf,0.0
P_aircraft,2,5965.2001984032,7056.0,42.24501971743661,971.9484024918684
P_aircraft,3,3547.0328108543995,6856.0,69.03154154871275,577.9408501694597
P_aircraft,4,18006.878304144,13612.0,26.997619961199995,2933.976399696228
P_drone,0,12421.3183392384,6956.0,20.000177488712808,2023.885220130156
P_drone,1,0.0,1000.0,inf,0.0
P_drone,2,5965.2001984032,5556.0,33.264360763899916,971.9484024918684
P_drone,3,5863.5308209248,9912.0,60.373179712248344,955.3827574613921
P_drone,4,18006.878304144,12112.0,24.022566336324886,2933.976399696228
P_OGI,0,62164.018154736,45048.0,25.880842175492017,10128.782962581005
P_OGI,1,52202.20526688961,40648.0,27.8094436488312,8505.64077116603
P_OGI,2,50516.7277984416,41248.0,29.161486132288687,8231.01509584794
P_OGI,3,45564.646411872,40248.0,31.547014727937075,7424.140651973543
P_OGI,4,73075.0432133088,46048.0,22.505240589059422,11906.586392894606
P_stationary,0,207647.10860996164,885830.0,152.35842158395445,33833.277808435116
P_stationary,1,185269.340123136,877830.0,169.21888644788444,30187.124182622985
P_stationary,2,232943.57056296,889230.0,136.33436719873183,37954.99291709058
P_stationary,3,208220.479318368,882030.0,151.28709496632396,33926.70078260794
P_stationary,4,197243.313236496,881630.0,159.63423650530987,32138.12057032615
P_truck,0,61320.94424726399,43292.0,25.21394404672499,9991.41551299074
P_truck,1,55368.7040315808,42692.0,27.53747468686698,9021.578763768179
P_truck,2,67845.437794368,45092.0,23.736726061221713,11054.493174973277
P_truck,3,59356.825679808,44292.0,26.649961899752654,9671.389052779983
P_truck,4,74409.4819012032,45692.0,21.93076878325578,12124.015063816578
