Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),drone_mdl_high Deployment Cost ($),drone_mdl_high Sites flagged for Follow-Up,drone_mdl_high Leaks tagged for repair,drone_mdl_high Sites Visited,drone_mdl_high Travel Time (Minutes),drone_mdl_high Survey Time (Minutes),OGI_FU_mdl_high Deployment Cost ($),OGI_FU_mdl_high Sites flagged for Follow-Up,OGI_FU_mdl_high Leaks tagged for repair,OGI_FU_mdl_high Sites Visited,OGI_FU_mdl_high Travel Time (Minutes),OGI_FU_mdl_high Survey Time (Minutes)
2022-01-01,51088.59608,7663.95608,43424.64000,500.00000,412,413,0,1,0.00000,0.00000,200.00000,500.00000,0,,9,300,180,0.00000,,0,0,0,0
2022-01-02,51091.10680,7666.46680,43424.64000,500.00000,413,2,0,1,0.00000,0.00000,200.00000,500.00000,0,,1,30,20,0.00000,,0,0,0,0
2022-01-03,51091.10680,7666.46680,43424.64000,1000.00000,413,0,0,0,60.00000,0.00000,0.00000,0.00000,9,,0,0,0,1000.00000,,60,3,120,360
2022-01-04,51094.94537,7670.30537,43424.64000,1000.00000,412,2,0,3,63.00000,0.00000,600.00000,0.00000,1,,0,0,0,1000.00000,,63,3,120,360
2022-01-05,50801.18537,7670.30537,43130.88000,1000.00000,411,0,0,0,68.00000,0.00000,0.00000,0.00000,0,,0,0,0,1000.00000,,68,3,120,360
2022-01-06,50507.42537,7670.30537,42837.12000,500.00000,410,0,0,0,19.00000,0.00000,0.00000,0.00000,0,,0,0,0,500.00000,,19,1,30,120
2022-01-07,50403.74537,7670.30537,42733.44000,0.00000,409,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-08,50403.74537,7670.30537,42733.44000,0.00000,409,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-09,50406.82839,7673.38839,42733.44000,0.00000,410,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-10,50718.18457,7690.98457,43027.20000,0.00000,412,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
