Program Name,Simulation,"Total ""True"" Mitigated Emissions (Kg Methane)","Total ""True"" Emissions (Kg Methane)","Total ""Estimated"" Emissions (Kg Methane)","Total ""True"" Mitigable Emissions (Kg Methane)","Total ""True"" Non-Mitigable Emissions (Kg Methane)","Average ""True"" Emissions Rate (g/s)","95th Percentile ""True"" Emissions Rate (g/s)","5th Percentile ""True"" Emissions Rate (g/s)","Average ""True"" Emissions Amount (Kg Methane)","95th Percentile ""True"" Emissions Amount (Kg Methane)","5th Percentile ""True"" Emissions Amount (Kg Methane)","Year 2017 ""True"" Mitigated Emissions (Kg Methane)","Year 2018 ""True"" Mitigated Emissions (Kg Methane)","Year 2019 ""True"" Mitigated Emissions (Kg Methane)","Year 2020 ""True"" Mitigated Emissions (Kg Methane)","Year 2021 ""True"" Mitigated Emissions (Kg Methane)","Year 2022 ""True"" Mitigated Emissions (Kg Methane)","Year 2017 ""True"" Emissions (Kg Methane)","Year 2018 ""True"" Emissions (Kg Methane)","Year 2019 ""True"" Emissions (Kg Methane)","Year 2020 ""True"" Emissions (Kg Methane)","Year 2021 ""True"" Emissions (Kg Methane)","Year 2022 ""True"" Emissions (Kg Methane)","Year 2017 ""Estimated"" Emissions (Kg Methane)","Year 2018 ""Estimated"" Emissions (Kg Methane)","Year 2019 ""Estimated"" Emissions (Kg Methane)","Year 2020 ""Estimated"" Emissions (Kg Methane)","Year 2021 ""Estimated"" Emissions (Kg Methane)","Year 2022 ""Estimated"" Emissions (Kg Methane)"
P_aircraft,0,74437.6365054432,2135623.190508346,0.0,1370941.1439738339,764682.0465345121,0.031124453444444443,0.095690057,0.002586218,818.2464331449602,3017.681637552,44.65632965472,21050.256623529596,9783.0534686688,25308.5282663904,6240.713084236801,0.0,12055.085062617602,312448.35708290833,343684.8528611201,331504.51939571125,356240.4939873212,360056.1709160509,253762.62307354997,38481.18668722758,49890.580472569985,34938.79495856307,17454.84835082695,9073.182389089852,15896.332708324171
P_aircraft,1,52527.100427568,2071158.427416816,0.0,1433276.9943646754,637881.4330521409,0.031174986108290358,0.095690057,0.002586218,821.5622480828306,3017.681637552,47.415927709440005,0.0,14024.342979331203,17420.100708844802,21082.656739392,0.0,0.0,306407.79428361723,343632.17926478706,327302.2705583517,314545.9666906502,347218.7513084191,269040.4919514392,9990.787265486557,27719.320076131058,31728.810365269783,38607.29483869064,98.66290305555589,0.0
P_aircraft,2,114368.90467135681,2075564.064482698,0.0,1318718.6049974402,756845.4594852576,0.03203612846698113,0.095690057,0.002586218,815.8663775482304,3017.681637552,47.17013355072,28853.103126931208,24652.481357203204,0.0,0.0,34001.59642441919,26849.761226723098,301167.28349781723,317578.25940040254,361387.05866738124,371261.4818123444,336285.51266115793,325122.678225101,46070.456651814944,41986.724010342856,108.2068811766296,27064.184464474645,83702.02909325938,33650.12993544681
P_aircraft,3,87679.90723838401,2134178.665721136,0.0,1445485.3657706883,688693.2999504481,0.030709054884144073,0.095690057,0.002586218,792.4911495436822,3017.681637552,48.26503013760001,50290.16317927523,4.456142363172414,18314.3444469408,0.0,0.0,19070.9434698048,288928.67365821934,350291.01148767234,331946.57954900566,348205.9636279169,381185.0951448691,379265.6852351662,68180.81814208518,10339.311561922606,5549.5910415124235,9.227623561381193,9746.778900546886,15883.70244884192
P_aircraft,4,121438.16756395201,2099257.8735802467,0.0,1397012.5277000642,702245.3458801825,0.031295277839831805,0.095690057,0.002586218,802.468606108657,3017.681637552,40.734794384640004,13516.681715405433,23553.319325029774,0.0,25920.77913679681,0.0,58439.435148421144,267624.30755974306,338985.2722045382,353233.6766330197,346770.1174695177,384229.458906125,240895.41204931677,27704.614707592023,32711.30674536465,20403.20453525447,34066.82943528137,29529.305752187676,55345.76546471329
P_drone,0,74371.495538304,2135689.331475485,0.0,1371007.284940973,764682.0465345121,0.031124453444444443,0.095690057,0.002586218,818.2717745116802,3017.681637552,44.65632965472,21050.256623529596,9783.0534686688,25308.5282663904,6240.713084236801,0.0,11988.9440954784,312448.35708290833,343684.8528611201,331504.51939571125,356240.4939873212,360056.5402299998,253828.39472674023,38481.18668722758,49890.580472569985,34938.79495856307,17454.84835082695,9048.447293700083,15880.735220734747
P_drone,1,52486.87956912001,2071198.648275264,0.0,1433317.2152231233,637881.4330521409,0.031174986108290358,0.095690057,0.002586218,821.5782024098628,3017.681637552,47.415927709440005,0.0,14024.342979331203,17420.100708844802,21042.435880944005,0.0,0.0,306407.79428361723,343632.17926478706,327302.4715414185,314585.9865660314,347218.7513084191,269040.4919514392,9990.787265486557,27719.320076131058,28695.195761092342,38559.22982971703,162.66087865462023,0.0
P_drone,2,114269.469771456,2075666.1807731618,0.0,1318820.7212879043,756845.4594852576,0.03203612846698113,0.095690057,0.002586218,815.9065175995133,3017.681637552,47.17013355072,28753.6682270304,24652.481357203204,0.0,0.0,34001.59642441919,26849.761226723098,301189.0188241094,317578.25940040254,361387.05866738124,371261.4818123444,336285.51266115793,325122.678225101,46058.218551600396,42024.43532095101,108.2068811766296,27064.184464474645,83702.02909325938,33650.12993544681
P_drone,3,99776.106973152,2122117.3240636894,0.0,1433424.0241132416,688693.2999504481,0.030709054884144073,0.095690057,0.002586218,788.0123743274005,3017.681637552,48.26503013760001,53151.97178936389,37.4321019577062,27515.759612025595,0.0,0.0,19070.9434698048,286079.3398546668,350237.0929457655,322800.96087596274,348205.9636279169,381185.0951448691,379265.6852351662,68234.33192482962,19576.469925730307,15169.944589461818,55.59588219584137,9746.778900546886,15883.70244884192
P_drone,4,130322.5083007488,2090400.346749082,0.0,1388155.0008688993,702245.3458801825,0.031295277839831805,0.095690057,0.002586218,799.0827013566827,3017.681637552,40.287893801760006,13516.681715405433,23553.319325029774,0.0,34802.4461881757,2.673685417903448,58439.435148421144,267624.30755974306,338985.2722045382,353215.8956565442,337933.04567918787,384226.78484176553,240895.41204931677,27704.614707592023,32711.30674536465,30055.68551033329,48830.755591514055,29603.826108799374,55345.76546471329
P_none,0,0.0,2209892.7932057665,0.0,1445210.7466712547,764682.0465345121,0.031124453444444443,0.095690057,0.002586218,846.7022196190676,3017.681637552,46.533302569439996,0.0,0.0,0.0,0.0,0.0,0.0,327497.205673322,353504.6222603468,356737.6777244187,362382.6274130478,360084.08338190964,265789.79567030875,0.0,0.0,0.0,0.0,0.0,0.0
P_none,1,0.0,2123628.3248457024,0.0,1485746.8917935616,637881.4330521409,0.031174986108290358,0.095690057,0.002586218,842.3753767733846,3017.681637552,47.996895720960005,0.0,0.0,0.0,0.0,0.0,0.0,306438.5252977121,357661.78955467296,344717.6838673915,335540.10950651596,347218.7513084191,269040.4919514392,0.0,0.0,0.0,0.0,0.0,0.0
P_none,2,0.0,2189660.584562698,0.0,1432815.12507744,756845.4594852576,0.03203612846698113,0.095690057,0.002586218,860.7156385859662,3017.681637552,52.13070657216,0.0,0.0,0.0,0.0,0.0,0.0,320851.468389268,342176.02299110463,361387.05866738124,371326.9270530394,370247.12496232014,351742.86548093613,0.0,0.0,0.0,0.0,0.0,0.0
P_none,3,0.0,2221663.501796458,0.0,1532970.2018460098,688693.2999504481,0.030709054884144073,0.095690057,0.002586218,824.977163682309,3017.681637552,58.990598092800006,0.0,0.0,0.0,0.0,0.0,0.0,326916.50280609896,350334.7418529931,350194.83649892616,348205.9636279169,381225.75614152406,398261.33308031625,0.0,0.0,0.0,0.0,0.0,0.0
P_none,4,0.0,2220629.0063801184,0.0,1518383.660499936,702245.3458801825,0.031295277839831805,0.095690057,0.002586218,848.8642990749688,3017.681637552,42.2989362576,0.0,0.0,0.0,0.0,0.0,0.0,277946.2480353049,362475.2167019231,353290.363008692,372634.2102306422,384345.6092124478,298709.14443424565,0.0,0.0,0.0,0.0,0.0,0.0
P_OGI,0,575462.8367293249,1635625.8566669375,0.0,870943.8101324257,764682.0465345121,0.031124453444444443,0.095690057,0.002586218,626.6765734356082,3017.681637552,35.49491101152,107406.23495955749,99092.12119928733,85991.30150086078,96507.26841044165,88333.76712051561,98126.82685594077,250912.1778914893,254598.81912704604,270917.914539317,266136.1100805154,271849.48114665714,168710.09486078468,290114.99459602154,243466.90771427526,238119.73200520303,267521.2296369592,267453.9525420904,131473.3316792177
P_OGI,1,597661.398842688,1527153.217878557,0.0,889271.784826416,637881.4330521409,0.031174986108290358,0.095690057,0.002586218,605.7727956678132,3017.681637552,40.086792794880004,85359.16371038399,98797.22960377364,109601.37758184283,95374.12614019764,98495.7352526947,110019.54772082668,245825.59503177303,259170.9524138064,235418.7342755449,240250.1332277242,248864.98867423052,159482.6218891424,263317.1266108199,218502.94016519046,183334.789291291,204043.05156983438,340346.76099573745,121219.83932069252
P_OGI,2,570449.5302377087,1620263.2766706434,0.0,863417.8171853856,756845.4594852576,0.03203612846698113,0.095690057,0.002586218,636.895942087517,3017.681637552,40.46665649472,109015.51616260361,92312.22518653891,83319.9661831392,85775.67305429764,101516.84657871875,98497.34083438083,243977.48824737748,249982.30002223983,278312.8161125795,285751.5494711913,268779.5351893837,253704.31118997402,245000.524411981,204423.5849314006,300084.5227189022,251969.25592269254,256492.16860581236,121884.84662302857
P_OGI,3,631328.2683791327,1591460.9705544482,0.0,902767.6706040001,688693.2999504481,0.030709054884144073,0.095690057,0.002586218,590.962113091143,2968.0759120032003,42.9022490112,119638.6149604775,104263.09864050118,104261.16413512701,99812.53688371717,93675.52328118266,109665.36824009735,240061.32148684506,246450.3537693683,246107.25818377995,248444.3736744887,287641.4103980964,289014.7442814384,255781.7769136018,164545.80163552085,236950.13306561558,240697.2612948604,304508.51381532545,128249.38794582768
P_OGI,4,602796.9321254881,1618809.888013517,0.0,916564.5421333346,702245.3458801825,0.031295277839831805,0.095690057,0.002586218,618.8111192712221,3017.681637552,29.7187449984,77733.30874860282,104626.75327546398,91847.87470480679,95188.25545507492,106021.50469598113,127376.56930969591,220949.94348977556,258049.53876886307,261580.07919673057,277515.95943691715,278440.6799166069,286011.4880815293,263129.06706886203,227253.6170695707,205983.55113624164,305275.06881272316,233083.3624389038,128371.6247926419
P_stationary,0,1308999.4566984863,900637.0402593026,0.0,135954.9937247904,764682.0465345121,0.031124453444444443,0.095690057,0.002586218,345.0716629345987,3017.681637552,28.154600524800003,221440.98880789682,217919.986016515,217183.4896904484,213857.31999808375,211650.68804367876,194695.27490068847,135799.16585679568,135599.75467965458,139549.68008127608,148526.55920214963,148425.43495434153,109040.6453701668,122522.43569008325,98094.55807818721,100226.80368233286,116253.04050846724,108918.41939376482,120314.68929410412
P_stationary,1,1348550.1909692641,775008.1942735969,0.0,137126.761221456,637881.4330521409,0.031174986108290358,0.095690057,0.002586218,307.42094179833276,2032.449360289914,29.0483972064,201342.70767165782,233174.8460904442,233880.12551227352,216894.8013356021,230848.74491035615,199989.29357212633,129804.73121999804,124491.29048794218,110838.91398767824,118660.95176648682,116348.01924824709,103497.3054712029,125573.61619516315,92459.23711620481,75773.57674596483,79919.66476149127,84655.12456527834,94931.16876936007
P_stationary,2,1299239.195246899,890119.7328775681,0.0,133274.27339231042,756845.4594852576,0.03203612846698113,0.095690057,0.002586218,349.8898321059623,3017.681637552,29.7187449984,216517.58708501817,214268.95285713102,225397.95055938643,211503.1499155542,224627.9096360013,177869.77097873832,135296.82588899267,127926.34692341107,135980.8740475099,159827.67509512842,145625.63588304076,144289.91190836948,115689.58235150398,93715.38177228,100635.93928429928,110047.49586286551,115199.26638357605,110177.22666491997
P_stationary,3,1384145.2038017665,837065.3664387458,0.0,148372.0664882976,688693.2999504481,0.030709054884144073,0.095690057,0.002586218,310.8300655175439,2261.3060416320004,29.942191728,235193.54022060568,235821.51026137412,216248.77255583138,224376.76249770008,229504.69775360645,205055.24790660435,122053.13154823364,114521.90619640707,133932.31645624395,123844.99874594233,151721.97031171102,154583.12519296227,117941.6398818241,80566.09696301757,74428.92169151049,79087.396907448,111897.6366737808,105508.23675098407
P_stationary,4,1381347.1727091938,838926.7728710112,0.0,136681.42699082877,702245.3458801825,0.031295277839831805,0.095690057,0.002586218,320.69066241246605,3017.681637552,26.5904560512,181914.49175368226,235803.03285091894,223570.4245392617,232419.42058660238,238223.48002705316,231625.29890256817,117367.54242053638,126666.27412110614,129708.22439146694,140242.7564617166,146097.50214869663,142973.04473036973,108632.16850083836,89520.00477596644,100746.08722975687,96460.43677126555,101197.80210941275,106500.07810614243
P_truck,0,639162.1743856703,1571815.2413028674,0.0,807133.1947683553,764682.0465345121,0.031124453444444443,0.095690057,0.002586218,602.2280618018649,3017.681637552,34.85808018576,123761.4942404919,109365.97505452893,95023.56558703679,101709.41260209214,96257.75635580714,113009.57279389424,236368.05752258477,244238.65141733515,261952.51610934697,260948.92578160024,263900.14585705264,155229.93489178972,165939.69724377105,205201.11823227463,162718.43541118922,150573.62518726243,193771.25534141896,138992.73267533618
P_truck,1,660859.5398926464,1464199.9771673088,0.0,826318.544115168,637881.4330521409,0.031174986108290358,0.095690057,0.002586218,580.8012602805668,2853.2677027852783,40.086792794880004,96298.11995039997,113091.09100554044,117360.8366002612,106723.59295961105,107046.02314336815,120325.65800936558,237560.44091920316,244829.63707162027,227676.04617359495,228926.49841373536,240328.88193139527,149321.99170400313,188775.576138437,165229.07129948298,105084.30204579729,116276.59809181184,140625.2673433733,136496.53150196874
P_truck,2,635228.1275806656,1555461.4406090402,0.0,798615.9811237825,756845.4594852576,0.03203612846698113,0.095690057,0.002586218,611.4235222519812,3017.681637552,39.476026944,120505.94510338879,106881.43719160874,97651.05893337997,94629.79427197142,110506.43208244519,105041.49775984157,234419.35903588549,235365.81779742148,263840.05112265504,276948.83074025,259846.25890754565,247247.84913317955,172483.60782958515,168555.12112462264,134573.02898953977,177755.77896199055,192439.06439634392,135292.1541410779
P_truck,3,689668.8469396705,1533044.1958127422,0.0,844350.8958622945,688693.2999504481,0.030709054884144073,0.095690057,0.002586218,569.2700318651104,2802.7234935072,42.45535468800001,129104.93778936453,115505.3785923667,113168.96697604176,108626.05951851215,105717.65622890019,117493.09424917655,231256.0154470581,235164.47500987843,237236.05829240868,239649.47141822943,275605.6082455145,281156.096477175,129059.60802910823,146883.29788904794,151582.90010186817,139327.50576609283,196326.90554781706,148988.84987601533
P_truck,4,657497.9698840224,1564324.4787457823,0.0,862079.1328656,702245.3458801825,0.031295277839831805,0.095690057,0.002586218,597.983363434932,3017.681637552,30.14330131008001,86276.66865895955,115255.33587116483,106401.38192966145,98694.84576761021,112988.38935553843,137865.4143714851,215243.4910561262,247534.77709660478,247074.55181763155,274010.73510936135,271479.2069773825,275566.9848290814,148587.61299588112,167434.21234626812,142592.9240935671,173860.97196585045,172415.5080571005,140781.9618563489
