Program Name,Simulation,"Average ""True"" Daily Emissions (Kg Methane)","Average ""True"" Mitigable Daily Emissions (Kg Methane)","Average ""True"" Non-Mitigable Daily Emissions (Kg Methane)","95th Percentile ""True"" Daily Emissions (Kg Methane)","95th Percentile ""True"" Mitigable Daily Emissions (Kg Methane)","95th Percentile ""True"" Non-Mitigable Daily Emissions (Kg Methane)","5th Percentile ""True"" Daily Emissions (Kg Methane)","5th Percentile ""True"" Mitigable Daily Emissions (Kg Methane)","5th Percentile ""True"" Non-Mitigable Daily Emissions (Kg Methane)",Average Daily Cost ($),Total Cost ($),95th Percentile Daily Cost ($),5th Percentile Daily Cost ($)
P_aircraft,0,9756.437685643836,6595.492892493151,3160.944793287671,10226.391582,6887.91139,3343.403522,9196.51416,6142.306054000001,3033.7252599999997,150.0,54750.0,0.0,0.0
P_aircraft,1,9580.354909534248,6346.61883120548,3233.736078328767,10279.922564,6885.31938,3455.433514,9027.325862,5984.4615300000005,3003.477686,185.8904109589041,67850.0,0.0,0.0
P_aircraft,2,9257.443449835617,5996.260258821917,3261.1831909589037,10031.48428,6685.7345399999995,3344.490974,8460.710793999999,5229.4266339999995,3204.74584,251.0958904109589,91650.0,0.0,0.0
P_aircraft,3,9842.591846438356,6374.340001232877,3468.2518453150687,10309.49979,6755.406,3616.376534,9139.124953999999,5890.881002,3205.393846,126.43835616438356,46150.0,0.0,0.0
P_aircraft,4,9430.88044750685,6403.983448246576,3026.8969994246577,9881.37855,6683.857566000001,3188.322322,9149.247198,6143.065778,2967.010772,83.97260273972603,30650.0,0.0,0.0
P_drone,0,9684.861086849316,6523.916293479452,3160.944793287671,10195.712008,6870.12483,3343.403522,9090.450266,6028.123504,3033.7252599999997,190.41095890410958,69500.0,500.0,0.0
P_drone,1,9564.194939698631,6330.458861452055,3233.736078328767,10261.339038,6918.56862,3455.433514,9013.21132,5955.279064,3003.477686,212.6027397260274,77600.0,699.9999999999886,0.0
P_drone,2,9442.653462438357,6181.470271890412,3261.1831909589037,10041.800186,6696.4601059999995,3344.490974,8827.3984,5597.76032,3204.74584,206.3013698630137,75300.0,500.0,0.0
P_drone,3,9892.404491726027,6424.152646575342,3468.2518453150687,10308.978414000001,6753.7077899999995,3616.376534,9263.511684,6001.35429,3205.393846,123.56164383561644,45100.0,500.0,0.0
P_drone,4,9437.717380876711,6410.820381863014,3026.8969994246577,9872.991756,6673.087312,3188.322322,9198.882724,6187.800314,2967.010772,90.41095890410959,33000.0,199.99999999998863,0.0
P_none,0,10168.356821945205,7007.412028821917,3160.944793287671,10410.118976,7171.24499,3343.403522,9923.334862,6872.85091,3033.7252599999997,0.0,0.0,0.0,0.0
P_none,1,10085.883349150685,6852.147270383561,3233.736078328767,10321.201086,7023.54506,3455.433514,9950.461596,6731.05004,3003.477686,0.0,0.0,0.0,0.0
P_none,2,9947.63399268493,6686.450801726028,3261.1831909589037,10119.992508000001,6824.85402,3344.490974,9734.02124,6501.16549,3204.74584,0.0,0.0,0.0,0.0
P_none,3,10202.728310739727,6734.476465616439,3468.2518453150687,10434.787772,6879.3756300000005,3616.376534,9849.589176,6564.62507,3205.393846,0.0,0.0,0.0,0.0
P_none,4,9628.381391287672,6601.484392136986,3026.8969994246577,9901.935876,6712.324996,3188.322322,9482.365286,6489.94834,2967.010772,0.0,0.0,0.0,0.0
P_OGI,0,7364.2002014794525,4203.255408164384,3160.944793287671,9872.507614,6553.452609999999,3343.403522,4702.131162,1629.927948,3033.7252599999997,1248.876712328767,455840.0,11030.399999999998,0.0
P_OGI,1,7404.792759671232,4171.056681287671,3233.736078328767,9994.123571999999,6624.509457999999,3455.433514,4806.951182,1714.525818,3003.477686,1251.0684931506848,456640.0,10755.999999999996,0.0
P_OGI,2,7304.6246598356165,4043.4414690410954,3261.1831909589037,9796.035842,6414.06499,3344.490974,4786.83331,1579.562492,3204.74584,1241.7534246575342,453240.0,10355.999999999996,0.0
P_OGI,3,7514.184313232877,4045.932467972603,3468.2518453150687,9817.732766,6419.740591999999,3616.376534,4933.073372,1602.667142,3205.393846,1244.4931506849316,454240.0,10755.999999999996,0.0
P_OGI,4,7045.433370356165,4018.536370931507,3026.8969994246577,9539.672559999999,6447.090782,3188.322322,4699.874326,1628.90008,2967.010772,1227.5068493150684,448040.0,10110.399999999994,0.0
P_stationary,0,8571.368966383561,5410.424173068493,3160.944793287671,9932.071727999999,6877.319896,3343.403522,8319.252543999999,5084.63155,3033.7252599999997,1829.86301369863,667900.0,2500.0,1300.0
P_stationary,1,8585.161700328767,5351.425621726028,3233.736078328767,10000.044976000001,6985.737456,3455.433514,8333.28516,4945.556754,3003.477686,1829.86301369863,667900.0,2500.0,1300.0
P_stationary,2,8432.843001726027,5171.659810876712,3261.1831909589037,9806.642232,6600.06411,3344.490974,8175.708764,4881.5609,3204.74584,1864.3835616438357,680500.0,3019.999999999982,1300.0
P_stationary,3,8627.624397972604,5159.372553150685,3468.2518453150687,9872.328856,6667.009496,3616.376534,8280.662868,4838.211754,3205.393846,1864.9315068493152,680700.0,3219.999999999982,1300.0
P_stationary,4,8234.549888,5207.652888767123,3026.8969994246577,9494.610304,6496.7411999999995,3188.322322,7874.432194,4850.50146,2967.010772,1847.3972602739725,674300.0,3139.9999999999864,1300.0
P_truck,0,7072.5157197534245,3911.5709263561644,3160.944793287671,9876.79784,6706.917527999997,3343.403522,4106.586867999999,1026.883206,3033.7252599999997,1126.849315068493,411300.0,11079.999999999996,0.0
P_truck,1,7123.249199452055,3889.5131209589044,3233.736078328767,9970.221956,6846.349837999996,3455.433514,4237.975007999999,1133.200348,3003.477686,1143.835616438356,417500.0,11879.999999999996,0.0
P_truck,2,7081.208504630138,3820.025313589041,3261.1831909589037,9822.350714,6468.675971999999,3344.490974,4316.063056,1101.0236579999998,3204.74584,1115.3424657534247,407100.0,11279.999999999996,0.0
P_truck,3,7155.241006356166,3686.989161479452,3468.2518453150687,9779.679364,6523.733857999996,3616.376534,4292.34765,967.6244800000001,3205.393846,1131.2328767123288,412900.0,11279.999999999996,0.0
P_truck,4,6746.520766383562,3719.623767150685,3026.8969994246577,9531.553906,6443.113385999999,3188.322322,4062.88765,1012.984668,2967.010772,1109.3150684931506,404900.0,11279.999999999996,0.0
