Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),OGI_mdl_high Deployment Cost ($),OGI_mdl_high Sites flagged for Follow-Up,OGI_mdl_high Leaks tagged for repair,OGI_mdl_high Sites Visited,OGI_mdl_high Travel Time (Minutes),OGI_mdl_high Survey Time (Minutes)
2022-01-01,1031.32984,697.38500,333.94485,2876.00000,358,361,0,3,55,0.00000,600.00000,2876.00000,,55,3,180,300
2022-01-02,1028.64845,702.97123,325.67723,2876.00000,357,2,0,2,88,0.00000,400.00000,2876.00000,,88,3,180,360
2022-01-03,1028.64845,702.97123,325.67723,2876.00000,357,0,0,0,61,0.00000,0.00000,2876.00000,,61,3,180,300
2022-01-04,1035.35193,709.67470,325.67723,2876.00000,360,3,0,0,68,0.00000,0.00000,2876.00000,,68,3,180,360
2022-01-05,1035.57538,710.12160,325.45378,0.00000,361,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-06,1035.12848,710.12160,325.00688,0.00000,360,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-07,1035.12848,710.12160,325.00688,0.00000,360,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-08,1040.23057,712.80299,327.42758,0.00000,363,3,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-09,1039.78367,712.80299,326.98068,0.00000,362,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-10,1044.25266,717.27198,326.98068,0.00000,363,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-11,1044.25266,717.27198,326.98068,0.00000,363,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-12,1056.09546,720.17682,335.91865,0.00000,366,3,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-13,1056.09546,720.17682,335.91865,0.00000,366,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-14,1059.63341,721.74096,337.89245,0.00000,368,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-15,1059.18651,721.74096,337.44555,0.00000,367,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-16,943.21637,605.32392,337.89245,9600.00000,321,2,48,0,0,9600.00000,0.00000,0.00000,,0,0,0,0
2022-01-17,729.15202,391.48302,337.66900,16600.00000,237,0,83,0,0,16600.00000,0.00000,0.00000,,0,0,0,0
2022-01-18,570.50308,232.83408,337.66900,10400.00000,185,0,52,0,0,10400.00000,0.00000,0.00000,,0,0,0,0
2022-01-19,400.23478,70.38650,329.84828,11600.00000,128,3,58,0,0,11600.00000,0.00000,0.00000,,0,0,0,0
