Program Name,Simulation,Mitigated Methane (kg),Total Cost ($),Mitigation Ratio ($/tonne CO2e),Value of Mitigated Methane ($)
P_aircraft,0,20592.6326202528,9450.0,16.38935663175332,3355.289967252796
P_aircraft,1,17085.8206478016,5850.0,12.228184746598862,2783.9025567555436
P_aircraft,2,0.0,750.0,inf,0.0
P_aircraft,3,12222.4485199968,7350.0,21.47687507707897,1991.4820824840026
P_aircraft,4,8880.0952051296,5550.0,22.321189259298357,1446.8909779275825
P_drone,0,20592.6326202528,11700.0,20.291584401218397,3355.289967252796
P_drone,1,17085.8206478016,8100.0,16.931332726059964,2783.9025567555436
P_drone,2,0.0,3000.0,inf,0.0
P_drone,3,12222.4485199968,9600.0,28.05142867210314,1991.4820824840026
P_drone,4,14461.186219632,10900.0,26.919348687816054,2356.254002685645
P_OGI,0,122687.6954655744,84312.0,24.543152805309393,19990.29465014341
P_OGI,1,122985.1063565856,86512.0,25.12267035616413,20038.753717867472
P_OGI,2,128309.9011957728,86512.0,24.080092470806743,20906.35675974532
P_OGI,3,103817.4094422432,82912.0,28.522603993410485,16915.63768224298
P_OGI,4,132843.4622914752,86512.0,23.258308933073913,21645.03900309178
P_stationary,0,233151.3784174464,260550.0,39.91122508483028,37988.85238625766
P_stationary,1,228037.5196743456,257750.0,40.36773052085057,37155.618518053816
P_stationary,2,234533.188278576,260350.0,39.645622668421524,38213.99954685623
P_stationary,3,208406.8359026784,258350.0,44.27295138531074,33957.06505847296
P_stationary,4,244660.57711476483,263550.0,38.471665974959286,39864.12009157535
P_truck,0,131440.4247312288,68100.0,18.503765961774217,21416.43307706056
P_truck,1,136734.159932928,70700.0,18.466490021502924,22278.975372603938
P_truck,2,130965.37159222082,69300.0,18.898125282355263,21339.029616288
P_truck,3,124797.0560646816,66100.0,18.916426077316608,20333.98632793996
P_truck,4,140805.6281756064,68700.0,17.425236905384534,22942.365857859895
