Program Name,Simulation,"Average ""True"" Daily Emissions (Kg Methane)","Average ""True"" Mitigable Daily Emissions (Kg Methane)","Average ""True"" Non-Mitigable Daily Emissions (Kg Methane)","95th Percentile ""True"" Daily Emissions (Kg Methane)","95th Percentile ""True"" Mitigable Daily Emissions (Kg Methane)","95th Percentile ""True"" Non-Mitigable Daily Emissions (Kg Methane)","5th Percentile ""True"" Daily Emissions (Kg Methane)","5th Percentile ""True"" Mitigable Daily Emissions (Kg Methane)","5th Percentile ""True"" Non-Mitigable Daily Emissions (Kg Methane)",Average Daily Cost ($),Total Cost ($),95th Percentile Daily Cost ($),5th Percentile Daily Cost ($)
P_aircraft,0,451.2051806849315,206.81785767123287,244.38732257534244,720.3108819999957,459.09875799999566,266.27698,301.12016,66.63256,224.11956,211.64383561643837,77250.0,1000.0,0.0
P_aircraft,1,432.4022862191781,206.15485630136988,226.2474290958904,724.2733799999949,521.3517039999948,253.03388799999988,277.43453999999997,61.89543,202.161954,217.67123287671234,79450.0,1000.0,0.0
P_aircraft,2,464.73763150684937,206.3207604383562,258.4168712054794,733.5912159999951,473.3101259999951,288.10052,342.517852,85.62574000000001,241.01977,223.6986301369863,81650.0,1000.0,0.0
P_aircraft,3,444.7587202191781,180.3131081369863,264.44561208219176,713.696787999996,450.697061999996,284.07843,309.276054,47.37123400000001,249.2576,213.83561643835617,78050.0,1000.0,0.0
P_aircraft,4,398.10487128767124,204.4003215890411,193.70455013698628,719.4692219999947,536.7250139999949,214.06434,264.437248,72.08471999999999,166.2909,235.2054794520548,85850.0,1000.0,0.0
P_drone,0,451.16293961643834,206.7756165753425,244.38732257534244,720.3108819999957,459.09875799999566,266.27698,301.12016,66.63256,224.11956,217.8082191780822,79500.0,1000.0,0.0
P_drone,1,432.3673914246575,206.11996147945206,226.2474290958904,712.1177439999956,509.19606399999554,253.03388799999988,277.43453999999997,61.89543,202.161954,223.83561643835617,81700.0,1000.0,0.0
P_drone,2,464.416232,205.99936093150683,258.4168712054794,725.3235959999951,465.9809899999952,288.10052,342.517852,85.62574000000001,241.01977,229.31506849315068,83700.0,1000.0,0.0
P_drone,3,444.7587202191781,180.3131081369863,264.44561208219176,713.696787999996,450.697061999996,284.07843,309.276054,47.37123400000001,249.2576,220.0,80300.0,1000.0,0.0
P_drone,4,395.4185832054794,201.71403347945204,193.70455013698628,722.4634419999941,539.7192339999942,214.06434,262.724134,68.82236,166.2909,241.36986301369862,88100.0,1000.0,0.0
P_none,0,1005.9328514246577,761.5455298356163,244.38732257534244,1049.69737,820.95241,266.27698,967.490406,705.56324,224.11956,0.0,0.0,0.0,0.0
P_none,1,976.166864520548,749.919436219178,226.2474290958904,1012.46328,793.870366,253.03388799999988,929.422106,697.742514,202.161954,0.0,0.0,0.0,0.0
P_none,2,1021.8718198904108,763.4549487123287,258.4168712054794,1066.03895,807.09856,288.10052,948.445084,694.92705,241.01977,0.0,0.0,0.0,0.0
P_none,3,949.3064321369864,684.86082,264.44561208219176,1022.920704,743.63898,284.07843,902.3847499999999,640.6289,249.2576,0.0,0.0,0.0,0.0
P_none,4,989.8143060273973,796.1097559452055,193.70455013698628,1037.362972,848.168526,214.06434,942.84396,738.320894,166.2909,0.0,0.0,0.0,0.0
