Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),truck Deployment Cost ($),truck Sites flagged for Follow-Up,truck Leaks tagged for repair,truck Sites Visited,truck Travel Time (Minutes),truck Survey Time (Minutes),OGI_FU_persitehigh Deployment Cost ($),OGI_FU_persitehigh Sites flagged for Follow-Up,OGI_FU_persitehigh Leaks tagged for repair,OGI_FU_persitehigh Sites Visited,OGI_FU_persitehigh Travel Time (Minutes),OGI_FU_persitehigh Survey Time (Minutes)
2022-01-01,1112.70260,776.70947,335.99313,400.00000,392,394,0,1,0.00000,0.00000,200.00000,400.00000,0,,10,180,270,0.00000,,0,0,0,0
2022-01-02,1105.96188,767.99495,337.96693,400.00000,391,2,0,3,0.00000,0.00000,600.00000,400.00000,0,,1,20,30,0.00000,,0,0,0,0
2022-01-03,1102.57290,762.63217,339.94073,5512.00000,390,1,0,2,44.00000,0.00000,400.00000,0.00000,9,,0,0,0,5512.00000,,44,3,120,360
2022-01-04,1108.15913,768.21840,339.94073,5512.00000,390,2,0,2,33.00000,0.00000,400.00000,0.00000,1,,0,0,0,5512.00000,,33,3,120,360
2022-01-05,1108.60603,768.66530,339.94073,5512.00000,391,1,0,0,50.00000,0.00000,0.00000,0.00000,0,,0,0,0,5512.00000,,50,3,120,360
2022-01-06,1105.92464,765.98390,339.94073,2756.00000,390,0,0,1,19.00000,0.00000,200.00000,0.00000,0,,0,0,0,2756.00000,,19,1,30,120
2022-01-07,1107.07913,769.11219,337.96693,0.00000,388,1,0,2,0.00000,0.00000,400.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-08,1100.59910,763.07906,337.52003,0.00000,386,0,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-09,1100.82255,763.30251,337.52003,0.00000,387,2,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-10,1098.84875,763.30251,335.54623,0.00000,386,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-11,1098.62530,763.07906,335.54623,0.00000,385,0,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-12,1100.59910,763.07906,337.52003,0.00000,386,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-13,1100.59910,763.07906,337.52003,0.00000,386,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
