Program Name,Simulation,"Total ""True"" Mitigated Emissions (Kg Methane)","Total ""True"" Emissions (Kg Methane)","Total ""Estimated"" Emissions (Kg Methane)","Total ""True"" Mitigable Emissions (Kg Methane)","Total ""True"" Non-Mitigable Emissions (Kg Methane)","Average ""True"" Emissions Rate (g/s)","95th Percentile ""True"" Emissions Rate (g/s)","5th Percentile ""True"" Emissions Rate (g/s)","Average ""True"" Emissions Amount (Kg Methane)","95th Percentile ""True"" Emissions Amount (Kg Methane)","5th Percentile ""True"" Emissions Amount (Kg Methane)","Year 2022 ""True"" Mitigated Emissions (Kg Methane)","Year 2022 ""True"" Emissions (Kg Methane)","Year 2022 ""Estimated"" Emissions (Kg Methane)"
P_aircraft,0,12636.4999345056,377059.0393562112,0.0,274158.107759808,102900.9315964032,0.0319246971472148,0.095690057,0.002586218,500.0783015334366,2041.0521564931184,13.4069528808,12636.4999345056,202533.7932596314,17193.821056819197
P_aircraft,1,0.0,348905.742086592,0.0,223274.4761860128,125631.2659005792,0.0310538771284916,0.10344871,0.002586218,487.2985224673073,1818.463222409755,14.9710987584,0.0,178925.74627304202,0.0
P_aircraft,2,0.0,401947.445953008,0.0,291019.8089070432,110927.6370459648,0.0325082218058124,0.095690057,0.002586218,530.9741690264307,2085.049294479359,12.870675429120002,0.0,214050.23383048736,0.0
P_aircraft,3,19163.2279963392,346608.2745444096,0.0,216475.3636033248,130132.91094108485,0.0325599132750716,0.095690057,0.002586218,496.5734592326785,2031.6561081912,13.2393665376,19163.2279963392,290503.76951856725,34735.62697447681
P_aircraft,4,21586.534714656,340746.7918364352,0.0,217643.109236496,123103.68259993922,0.0297839376761658,0.095690057,0.002586218,441.3818547104083,1822.6752293779195,11.619360230400002,21586.534714656,171192.38855762733,36207.26346971524
P_drone,0,12636.4999345056,377059.0393562112,0.0,274158.107759808,102900.9315964032,0.0319246971472148,0.095690057,0.002586218,500.0783015334366,2041.0521564931184,13.4069528808,12636.4999345056,202533.7932596314,17193.821056819197
P_drone,1,9972.5383942848,338930.522301744,0.0,213299.2564011648,125631.2659005792,0.0310538771284916,0.10344871,0.002586218,473.366651259419,1818.463222409755,14.9710987584,9961.966054349898,172438.36011630055,20559.5993117952
P_drone,2,0.0,401947.445953008,0.0,291019.8089070432,110927.6370459648,0.0325082218058124,0.095690057,0.002586218,530.9741690264307,2085.049294479359,12.870675429120002,0.0,214050.23383048736,0.0
P_drone,3,19117.6443567648,346653.85818398406,0.0,216520.9472428992,130132.91094108485,0.0325599132750716,0.095690057,0.002586218,496.63876530656745,2031.6561081912,13.2393665376,19117.6443567648,290516.60971370887,34699.13026992001
P_drone,4,21586.534714656,340746.7918364352,0.0,217643.109236496,123103.68259993922,0.0297839376761658,0.095690057,0.002586218,441.3818547104083,1822.6752293779195,11.619360230400002,21586.534714656,171192.38855762733,36207.26346971524
P_none,0,0.0,389695.5392907168,0.0,286794.6076943136,102900.9315964032,0.0319246971472148,0.095690057,0.002586218,516.8375852662027,2062.2686478667188,13.4069528808,0.0,211003.69320119795,0.0
P_none,1,0.0,348905.742086592,0.0,223274.4761860128,125631.2659005792,0.0310538771284916,0.10344871,0.002586218,487.2985224673073,1818.463222409755,14.9710987584,0.0,178925.74627304202,0.0
