Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),drone_mdl_high Deployment Cost ($),drone_mdl_high Sites flagged for Follow-Up,drone_mdl_high Leaks tagged for repair,drone_mdl_high Sites Visited,drone_mdl_high Travel Time (Minutes),drone_mdl_high Survey Time (Minutes),OGI_FU_mdl_high Deployment Cost ($),OGI_FU_mdl_high Sites flagged for Follow-Up,OGI_FU_mdl_high Leaks tagged for repair,OGI_FU_mdl_high Sites Visited,OGI_FU_mdl_high Travel Time (Minutes),OGI_FU_mdl_high Survey Time (Minutes)
2022-01-01,1055.20167,767.54805,287.65362,500.00000,361,364,0,3,0.00000,0,600.00000,500.00000,0,,9,300,180,0.00000,,0,0,0,0
2022-01-02,1053.63752,765.98390,287.65362,500.00000,360,0,0,1,0.00000,0,200.00000,500.00000,0,,1,30,20,0.00000,,0,0,0,0
2022-01-03,1062.57549,765.98390,296.59159,0.00000,361,1,0,0,0.00000,0,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-04,1062.57549,765.98390,296.59159,0.00000,361,1,0,1,0.00000,0,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-05,1065.70378,768.66529,297.03849,0.00000,363,2,0,0,0.00000,0,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-06,1078.88728,782.29570,296.59159,0.00000,365,3,0,0,0.00000,0,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-07,1079.33418,782.29570,297.03849,0.00000,366,1,0,0,0.00000,0,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-08,1082.94661,787.88193,295.06468,0.00000,365,1,0,1,0.00000,0,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-09,1081.41971,787.88193,293.53778,0.00000,365,1,0,0,0.00000,0,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-10,1079.40867,785.20054,294.20813,0.00000,365,1,0,1,0.00000,0,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-11,1070.21001,774.02808,296.18193,0.00000,363,1,0,3,0.00000,0,600.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-12,1075.57279,779.39086,296.18193,0.00000,365,2,0,0,0.00000,0,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-13,1066.63482,779.16741,287.46741,0.00000,362,0,0,1,0.00000,0,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-14,1058.36720,770.89979,287.46741,0.00000,361,0,0,1,0.00000,0,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-15,1050.09958,762.63217,287.46741,0.00000,360,0,0,1,0.00000,0,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-16,1050.09958,762.63217,287.46741,0.00000,360,0,0,0,0.00000,0,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-17,1047.19474,759.72733,287.46741,0.00000,358,0,0,2,0.00000,0,400.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-18,1046.97129,759.95078,287.02051,0.00000,358,1,0,0,0.00000,0,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-19,1047.64164,760.17422,287.46741,0.00000,360,2,0,0,0.00000,0,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-20,1061.49549,765.09011,296.40538,0.00000,361,3,0,2,0.00000,0,400.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-21,1071.10380,765.09011,306.01370,0.00000,363,2,0,0,0.00000,0,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-22,1065.29412,767.54805,297.74608,0.00000,362,1,0,1,0.00000,0,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-23,1069.53966,771.79358,297.74608,0.00000,364,2,0,0,0.00000,0,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-24,1068.86931,770.45289,298.41642,0.00000,366,3,0,1,0.00000,0,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-25,1066.63482,767.77150,298.86332,0.00000,366,1,0,1,0.00000,0,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-26,1067.08172,767.77150,299.31022,0.00000,367,2,0,1,0.00000,0,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-27,1070.21001,770.89979,299.31022,0.00000,369,2,0,0,0.00000,0,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-28,1070.65690,771.34669,299.31022,0.00000,370,1,0,0,0.00000,0,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-29,1076.01969,776.70947,299.31022,0.00000,372,2,0,0,0.00000,0,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-30,1068.19896,777.15636,291.04260,0.00000,373,2,0,0,0.00000,0,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-31,1062.83618,771.79358,291.04260,0.00000,371,0,0,2,0.00000,0,400.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-01,1058.88858,771.79358,287.09500,0.00000,369,0,0,0,0.00000,0,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-02,1056.46788,772.01703,284.45085,0.00000,369,2,0,0,0.00000,0,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-03,1059.14927,774.69842,284.45085,0.00000,370,1,0,0,0.00000,0,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-04,1062.50101,778.05016,284.45085,0.00000,370,2,0,2,0.00000,0,400.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-05,1044.17817,768.66529,275.51288,0.00000,368,1,0,2,0.00000,0,400.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-06,1044.17817,768.66529,275.51288,0.00000,368,0,0,0,0.00000,0,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-07,1044.17817,768.66529,275.51288,0.00000,368,0,0,0,0.00000,0,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-08,1044.17817,768.66529,275.51288,0.00000,368,0,0,0,0.00000,0,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-09,1043.73127,768.44185,275.28943,0.00000,366,0,0,1,0.00000,0,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-10,1046.41267,771.12324,275.28943,0.00000,367,1,0,0,0.00000,0,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-11,1042.83748,767.54805,275.28943,0.00000,366,1,0,2,0.00000,0,400.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-12,1042.83748,767.54805,275.28943,0.00000,366,0,0,0,0.00000,0,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-13,1044.58783,767.54805,277.03978,0.00000,366,1,0,0,0.00000,0,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-14,1039.44850,762.40872,277.03978,0.00000,365,1,0,2,0.00000,0,400.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-15,1041.42230,762.40872,279.01358,0.00000,366,1,0,0,0.00000,0,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-16,1039.41126,759.95078,279.46048,0.00000,367,3,0,2,0.00000,0,400.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-17,1050.36027,762.63217,287.72810,0.00000,369,3,0,1,0.00000,0,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-18,1061.30928,773.58118,287.72810,0.00000,371,2,0,0,0.00000,0,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-19,1070.02380,774.02808,295.99572,0.00000,373,2,0,0,0.00000,0,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-20,1061.75618,765.76045,295.99572,0.00000,372,0,0,1,0.00000,0,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-21,1060.19203,764.19631,295.99572,0.00000,371,0,0,1,0.00000,0,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-22,1057.06374,761.51492,295.54882,0.00000,369,0,0,1,0.00000,0,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-23,1057.06374,761.51492,295.54882,0.00000,369,0,0,0,0.00000,0,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-24,1059.96858,764.41976,295.54882,0.00000,371,2,0,0,0.00000,0,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-25,1057.99478,764.41976,293.57502,0.00000,370,0,0,0,0.00000,0,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-26,1062.64997,767.10115,295.54882,0.00000,372,2,0,0,0.00000,0,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-27,1071.58794,767.10115,304.48679,0.00000,373,1,0,0,0.00000,0,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-28,1072.03484,767.10115,304.93369,0.00000,374,1,0,0,0.00000,0,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-01,1068.68310,763.74941,304.93369,0.00000,374,1,0,1,0.00000,0,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-02,1068.45965,763.52596,304.93369,0.00000,373,0,0,1,0.00000,0,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-03,1070.24725,765.31356,304.93369,0.00000,373,1,0,1,0.00000,0,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-04,1075.42382,772.46393,302.95989,0.00000,373,2,0,1,0.00000,0,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-05,1075.20037,772.24048,302.95989,0.00000,372,1,0,2,0.00000,0,400.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-06,1075.42382,772.46393,302.95989,0.00000,373,1,0,0,0.00000,0,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-07,1074.30658,771.34669,302.95989,0.00000,373,1,0,1,0.00000,0,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-08,1069.61414,766.65425,302.95989,0.00000,371,0,0,2,0.00000,0,400.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-09,1089.27767,786.31778,302.95989,0.00000,375,4,0,0,0.00000,0,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-10,1090.39492,786.76468,303.63024,0.00000,377,2,0,0,0.00000,0,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-11,1090.39492,786.76468,303.63024,0.00000,377,0,0,0,0.00000,0,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-12,1092.81562,787.21158,305.60404,0.00000,379,2,0,0,0.00000,0,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
