Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),stationary Deployment Cost ($),stationary Sites flagged for Follow-Up,stationary Leaks tagged for repair,stationary Sites Visited,stationary Travel Time (Minutes),stationary Survey Time (Minutes),OGI_FU_persitehigh Deployment Cost ($),OGI_FU_persitehigh Sites flagged for Follow-Up,OGI_FU_persitehigh Leaks tagged for repair,OGI_FU_persitehigh Sites Visited,OGI_FU_persitehigh Travel Time (Minutes),OGI_FU_persitehigh Survey Time (Minutes)
2022-01-01,43384.17642,10915.05642,32469.12000,6030.00000,363,363,0,0,0.00000,0.00000,0.00000,6030,0,,10,0,0,0.00000,,0,0,0,0
2022-01-02,43482.99905,11013.87905,32469.12000,30.00000,362,1,0,2,0.00000,0.00000,400.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-03,43482.99905,11013.87905,32469.12000,30.00000,362,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-04,43418.09792,10948.97792,32469.12000,30.00000,361,0,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-05,43329.41691,10946.69691,32382.72000,30.00000,360,1,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-06,43426.14906,10957.02906,32469.12000,30.00000,362,2,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-07,43236.12289,10957.08289,32279.04000,30.00000,363,2,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-08,43529.88289,10957.08289,32572.80000,30.00000,364,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-09,43532.23495,10959.43495,32572.80000,30.00000,364,1,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-10,43532.23495,10959.43495,32572.80000,5542.00000,364,0,0,0,56.00000,0.00000,0.00000,30,10,,10,0,0,5512.00000,,56,3,120,360
2022-01-11,43539.72296,10966.92296,32572.80000,5542.00000,364,1,0,1,71.00000,0.00000,200.00000,30,0,,10,0,0,5512.00000,,71,3,120,360
2022-01-12,43539.72296,10966.92296,32572.80000,5542.00000,364,0,0,0,48.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,48,3,120,360
2022-01-13,44403.72296,10966.92296,33436.80000,2786.00000,365,1,0,0,28.00000,0.00000,0.00000,30,0,,10,0,0,2756.00000,,28,1,30,120
2022-01-14,44406.47689,10969.67689,33436.80000,30.00000,366,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-15,44406.47689,10969.67689,33436.80000,30.00000,366,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-16,44406.47689,10969.67689,33436.80000,30.00000,366,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
