Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($)
2017-01-01,898.19135,620.07157,278.11979,0.00000,349,350,0,0,0,0,0.00000
2017-01-02,904.03827,620.07157,283.96671,0.00000,348,1,0,0,0,0,0.00000
2017-01-03,915.43418,622.75296,292.68123,0.00000,351,4,0,1,0,0,200.00000
2017-01-04,918.56247,625.88125,292.68123,0.00000,353,2,0,0,0,0,0.00000
2017-01-05,918.56247,626.32815,292.23433,0.00000,353,1,0,0,0,0,0.00000
2017-01-06,918.74868,624.76400,293.98468,0.00000,352,1,0,1,0,0,200.00000
2017-01-07,918.74868,624.76400,293.98468,0.00000,352,0,0,0,0,0,0.00000
2017-01-08,917.40799,623.42331,293.98468,0.00000,352,1,0,1,0,0,200.00000
2017-01-09,924.11146,621.85916,302.25230,0.00000,352,1,0,1,0,0,200.00000
2017-01-10,924.11146,621.85916,302.25230,0.00000,352,0,0,0,0,0,0.00000
2017-01-11,924.11146,621.85916,302.25230,0.00000,352,0,0,0,0,0,0.00000
2017-01-12,928.80390,626.99849,301.80540,0.00000,352,2,0,1,0,0,200.00000
2017-01-13,928.58045,626.77504,301.80540,0.00000,351,0,0,1,0,0,200.00000
2017-01-14,925.45216,624.09365,301.35850,0.00000,349,0,0,1,0,0,200.00000
2017-01-15,925.22871,623.87020,301.35850,0.00000,348,1,0,2,0,0,400.00000
2017-01-16,916.29074,615.60258,300.68816,0.00000,345,0,0,1,0,0,200.00000
2017-01-17,914.09349,615.37913,298.71436,0.00000,343,1,0,2,0,0,400.00000
2017-01-18,918.56247,619.84812,298.71436,0.00000,344,1,0,0,0,0,0.00000
2017-01-19,918.56247,619.84812,298.71436,0.00000,344,0,0,0,0,0,0.00000
2017-01-20,909.62450,619.84812,289.77639,0.00000,343,0,0,0,0,0,0.00000
2017-01-21,910.29485,620.51847,289.77639,0.00000,345,2,0,0,0,0,0.00000
2017-01-22,907.61346,617.83708,289.77639,0.00000,344,0,0,1,0,0,200.00000
2017-01-23,906.04932,617.61363,288.43569,0.00000,341,0,0,1,0,0,200.00000
2017-01-24,912.08245,614.93224,297.15021,0.00000,340,1,0,1,0,0,200.00000
2017-01-25,910.51830,613.36809,297.15021,0.00000,337,1,0,4,0,0,800.00000
2017-01-26,910.51830,613.36809,297.15021,0.00000,337,0,0,0,0,0,0.00000
2017-01-27,912.49210,605.10047,307.39163,0.00000,338,2,0,1,0,0,200.00000
2017-01-28,915.17349,607.78186,307.39163,0.00000,339,1,0,0,0,0,0.00000
2017-01-29,915.17349,607.78186,307.39163,0.00000,339,0,0,0,0,0,0.00000
2017-01-30,916.51419,608.89911,307.61508,0.00000,340,3,0,2,0,0,400.00000
2017-01-31,923.40387,613.81499,309.58888,0.00000,342,3,0,1,0,0,200.00000
2017-02-01,921.16938,611.13360,310.03578,0.00000,342,1,0,1,0,0,200.00000
2017-02-02,921.16938,611.13360,310.03578,0.00000,342,0,0,0,0,0,0.00000
2017-02-03,916.51419,608.45221,308.06198,0.00000,340,0,0,1,0,0,200.00000
2017-02-04,916.51419,608.45221,308.06198,0.00000,340,0,0,0,0,0,0.00000
2017-02-05,919.41903,611.35705,308.06198,0.00000,342,2,0,0,0,0,0.00000
2017-02-06,915.39694,606.88806,308.50888,0.00000,342,1,0,1,0,0,200.00000
2017-02-07,916.51419,608.00531,308.50888,0.00000,342,1,0,1,0,0,200.00000
2017-02-08,908.24657,599.73769,308.50888,0.00000,341,0,0,1,0,0,200.00000
2017-02-09,911.37486,602.86598,308.50888,0.00000,340,1,0,2,0,0,400.00000
2017-02-10,911.37486,602.86598,308.50888,0.00000,340,0,0,0,0,0,0.00000
2017-02-11,912.64107,600.18459,312.45648,0.00000,341,2,0,1,0,0,200.00000
2017-02-12,909.73623,606.21772,303.51851,0.00000,341,1,0,0,0,0,0.00000
2017-02-13,910.18313,606.66461,303.51851,0.00000,342,2,0,1,0,0,200.00000
2017-02-14,912.38038,606.88806,305.49231,0.00000,344,2,0,0,0,0,0.00000
2017-02-15,908.54450,610.01635,298.52815,0.00000,344,3,0,2,0,0,400.00000
2017-02-16,908.54450,610.01635,298.52815,0.00000,344,0,0,0,0,0,0.00000
2017-02-17,906.08656,607.55841,298.52815,0.00000,343,1,0,2,0,0,400.00000
2017-02-18,904.70862,604.20667,300.50195,0.00000,344,2,0,1,0,0,200.00000
2017-02-19,907.61346,607.11151,300.50195,0.00000,344,1,0,1,0,0,200.00000
2017-02-20,897.11135,596.60940,300.50195,0.00000,342,0,0,2,0,0,400.00000
2017-02-21,909.40106,608.89911,300.50195,0.00000,343,2,0,1,0,0,200.00000
2017-02-22,909.62450,608.89911,300.72540,0.00000,344,1,0,0,0,0,0.00000
2017-02-23,907.42725,608.89911,298.52815,0.00000,343,2,0,0,0,0,0.00000
2017-02-24,907.65070,609.12256,298.52815,0.00000,344,1,0,0,0,0,0.00000
2017-02-25,907.65070,609.12256,298.52815,0.00000,344,0,0,0,0,0,0.00000
2017-02-26,907.65070,609.12256,298.52815,0.00000,344,0,0,0,0,0,0.00000
2017-02-27,907.87415,609.12256,298.75160,0.00000,345,1,0,0,0,0,0.00000
2017-02-28,915.91832,617.16673,298.75160,0.00000,345,1,0,1,0,0,200.00000
2017-03-01,924.85629,617.16673,307.68956,0.00000,346,1,0,0,0,0,0.00000
2017-03-02,929.99562,622.30606,307.68956,0.00000,347,2,0,1,0,0,200.00000
2017-03-03,927.31423,619.62467,307.68956,0.00000,346,0,0,1,0,0,200.00000
2017-03-04,921.05766,613.36809,307.68956,0.00000,344,0,0,2,0,0,400.00000
2017-03-05,921.05766,613.36809,307.68956,0.00000,344,0,0,0,0,0,0.00000
2017-03-06,923.03146,613.36809,309.66337,0.00000,345,1,0,0,0,0,0.00000
2017-03-07,925.45216,613.81499,311.63717,0.00000,347,2,0,0,0,0,0.00000
2017-03-08,932.60253,620.96536,311.63717,0.00000,349,3,0,1,0,0,200.00000
2017-03-09,932.82598,620.74191,312.08407,0.00000,349,1,0,1,0,0,200.00000
2017-03-10,934.39013,622.30606,312.08407,0.00000,350,1,0,0,0,0,0.00000
2017-03-11,932.82598,620.74191,312.08407,0.00000,349,0,0,1,0,0,200.00000
2017-03-12,929.92114,617.83708,312.08407,0.00000,347,0,0,2,0,0,400.00000
2017-03-13,926.79285,615.15568,311.63717,0.00000,345,0,0,1,0,0,200.00000
2017-03-14,916.06729,612.69774,303.36955,0.00000,344,2,0,2,0,0,400.00000
2017-03-15,907.79967,604.43012,303.36955,0.00000,343,0,0,1,0,0,200.00000
2017-03-16,908.47002,604.65357,303.81645,0.00000,345,2,0,0,0,0,0.00000
2017-03-17,916.29074,604.65357,311.63717,0.00000,345,1,0,0,0,0,0.00000
2017-03-18,927.01630,615.37913,311.63717,0.00000,346,2,0,1,0,0,200.00000
2017-03-19,935.76806,617.83708,317.93099,0.00000,346,2,0,1,0,0,200.00000
2017-03-20,940.46050,622.97641,317.48409,0.00000,346,2,0,1,0,0,200.00000
2017-03-21,948.72812,631.24403,317.48409,0.00000,347,1,0,0,0,0,0.00000
2017-03-22,942.24809,624.09365,318.15444,0.00000,346,1,0,2,0,0,400.00000
2017-03-23,939.97636,619.84812,320.12824,0.00000,345,1,0,2,0,0,400.00000
2017-03-24,939.97636,619.84812,320.12824,0.00000,345,0,0,0,0,0,0.00000
2017-03-25,942.65775,622.52951,320.12824,0.00000,346,1,0,0,0,0,0.00000
2017-03-26,940.19981,620.07157,320.12824,0.00000,346,1,0,1,0,0,200.00000
2017-03-27,948.46743,628.33919,320.12824,0.00000,347,1,0,0,0,0,0.00000
2017-03-28,951.37227,631.24403,320.12824,0.00000,349,2,0,0,0,0,0.00000
2017-03-29,949.17502,631.46748,317.70754,0.00000,348,1,0,0,0,0,0.00000
2017-03-30,948.95157,631.24403,317.70754,0.00000,347,0,0,1,0,0,200.00000
2017-03-31,942.24809,624.54055,317.70754,0.00000,347,1,0,1,0,0,200.00000
2017-04-01,942.47154,624.76400,317.70754,0.00000,348,1,0,0,0,0,0.00000
2017-04-02,945.15293,627.44539,317.70754,0.00000,349,1,0,0,0,0,0.00000
2017-04-03,936.21496,627.44539,308.76957,0.00000,348,0,0,0,0,0,0.00000
2017-04-04,932.86322,624.76400,308.09922,0.00000,346,0,0,1,0,0,200.00000
2017-04-05,932.86322,624.76400,308.09922,0.00000,346,0,0,0,0,0,0.00000
2017-04-06,935.54461,627.44539,308.09922,0.00000,347,1,0,0,0,0,0.00000
2017-04-07,935.54461,627.44539,308.09922,0.00000,347,0,0,0,0,0,0.00000
2017-04-08,935.99151,627.89229,308.09922,0.00000,349,2,0,0,0,0,0.00000
2017-04-09,938.67290,630.57368,308.09922,0.00000,350,1,0,0,0,0,0.00000
2017-04-10,934.20392,626.10470,308.09922,0.00000,349,0,0,1,0,0,200.00000
2017-04-11,924.81905,626.10470,298.71435,0.00000,347,0,0,0,0,0,0.00000
2017-04-12,927.50044,628.78609,298.71435,0.00000,348,1,0,0,0,0,0.00000
2017-04-13,930.18183,631.46748,298.71435,0.00000,349,1,0,0,0,0,0.00000
2017-04-14,930.18183,631.46748,298.71435,0.00000,349,0,0,0,0,0,0.00000
2017-04-15,930.40528,631.69093,298.71435,0.00000,350,2,0,0,0,0,0.00000
2017-04-16,931.55977,634.37232,297.18745,0.00000,351,2,0,0,0,0,0.00000
2017-04-17,931.55977,634.37232,297.18745,0.00000,351,0,0,0,0,0,0.00000
2017-04-18,933.42185,640.40545,293.01640,0.00000,349,1,0,0,0,0,0.00000
2017-04-19,933.64530,639.95855,293.68675,0.00000,349,2,0,2,0,0,400.00000
2017-04-20,924.70733,631.69093,293.01640,0.00000,347,0,0,1,0,0,200.00000
2017-04-21,924.70733,631.69093,293.01640,0.00000,347,2,0,2,0,0,400.00000
2017-04-22,922.02594,629.00954,293.01640,0.00000,346,0,0,1,0,0,200.00000
2017-04-23,928.05906,635.04266,293.01640,0.00000,347,1,0,0,0,0,0.00000
2017-04-24,936.32669,635.04266,301.28402,0.00000,348,1,0,0,0,0,0.00000
2017-04-25,936.32669,635.04266,301.28402,0.00000,348,0,0,0,0,0,0.00000
2017-04-26,937.03427,637.72406,299.31022,0.00000,348,1,0,0,0,0,0.00000
2017-04-27,937.03427,637.72406,299.31022,0.00000,348,1,0,1,0,0,200.00000
2017-04-28,927.64941,628.33919,299.31022,0.00000,347,1,0,2,0,0,400.00000
2017-04-29,927.42596,628.11574,299.31022,0.00000,346,0,0,1,0,0,200.00000
2017-04-30,930.10735,630.79713,299.31022,0.00000,347,1,0,0,0,0,0.00000
2017-05-01,924.07422,624.76400,299.31022,0.00000,346,0,0,1,0,0,200.00000
2017-05-02,918.71144,627.66884,291.04260,0.00000,347,2,0,0,0,0,0.00000
2017-05-03,918.71144,627.66884,291.04260,0.00000,347,0,0,0,0,0,0.00000
2017-05-04,914.91280,623.19986,291.71295,0.00000,347,1,0,1,0,0,200.00000
2017-05-05,904.44793,622.97641,281.47152,0.00000,344,0,0,1,0,0,200.00000
2017-05-06,904.44793,622.97641,281.47152,0.00000,344,0,0,0,0,0,0.00000
2017-05-07,903.55413,622.97641,280.57773,0.00000,342,0,0,0,0,0,0.00000
2017-05-08,901.98999,621.41226,280.57773,0.00000,341,0,0,1,0,0,200.00000
2017-05-09,902.43689,621.85916,280.57773,0.00000,342,2,0,1,0,0,200.00000
2017-05-10,901.54309,620.96536,280.57773,0.00000,341,1,0,2,0,0,400.00000
2017-05-11,910.51830,631.91438,278.60393,0.00000,342,2,0,0,0,0,0.00000
2017-05-12,911.37486,630.79713,280.57773,0.00000,343,2,0,1,0,0,200.00000
2017-05-13,911.59831,631.02058,280.57773,0.00000,344,1,0,0,0,0,0.00000
2017-05-14,908.91692,628.33919,280.57773,0.00000,343,0,0,1,0,0,200.00000
2017-05-15,913.12521,630.57368,282.55153,0.00000,344,2,0,1,0,0,200.00000
2017-05-16,913.12521,630.57368,282.55153,0.00000,344,0,0,0,0,0,0.00000
2017-05-17,906.42173,623.87020,282.55153,0.00000,341,0,0,3,0,0,600.00000
2017-05-18,910.66727,628.11574,282.55153,0.00000,340,2,0,3,0,0,600.00000
2017-05-19,915.58315,632.58472,282.99843,0.00000,342,2,0,0,0,0,0.00000
2017-05-20,912.90176,629.90333,282.99843,0.00000,341,0,0,1,0,0,200.00000
2017-05-21,915.80660,632.36127,283.44533,0.00000,342,2,0,1,0,0,200.00000
2017-05-22,920.05213,636.60681,283.44533,0.00000,344,2,0,0,0,0,0.00000
2017-05-23,919.82869,636.83026,282.99843,0.00000,344,1,0,0,0,0,0.00000
2017-05-24,922.28663,639.51165,282.77498,0.00000,344,1,0,0,0,0,0.00000
2017-05-25,919.60524,636.83026,282.77498,0.00000,343,0,0,1,0,0,200.00000
2017-05-26,919.38179,636.60681,282.77498,0.00000,342,0,0,1,0,0,200.00000
2017-05-27,907.53898,641.96959,265.56939,0.00000,342,2,0,0,0,0,0.00000
2017-05-28,907.76243,642.19304,265.56939,0.00000,343,1,0,0,0,0,0.00000
2017-05-29,912.45486,647.10892,265.34594,0.00000,344,2,0,0,0,0,0.00000
2017-05-30,924.07422,650.46066,273.61356,0.00000,345,3,0,2,0,0,400.00000
2017-05-31,924.29767,650.46066,273.83701,0.00000,346,2,0,1,0,0,200.00000
2017-06-01,921.16938,647.77927,273.39011,0.00000,344,0,0,1,0,0,200.00000
2017-06-02,920.05213,654.48275,265.56939,0.00000,344,2,0,1,0,0,200.00000
2017-06-03,920.05213,654.48275,265.56939,0.00000,344,0,0,0,0,0,0.00000
2017-06-04,918.07833,654.48275,263.59559,0.00000,343,0,0,0,0,0,0.00000
2017-06-05,918.07833,654.48275,263.59559,0.00000,343,0,0,0,0,0,0.00000
2017-06-06,924.11146,660.51588,263.59559,0.00000,344,1,0,0,0,0,0.00000
2017-06-07,930.59149,666.54900,264.04249,0.00000,346,3,0,1,0,0,200.00000
2017-06-08,939.52946,666.54900,272.98045,0.00000,347,2,0,1,0,0,200.00000
2017-06-09,939.52946,666.54900,272.98045,0.00000,347,0,0,0,0,0,0.00000
2017-06-10,942.88120,669.23039,273.65080,0.00000,349,2,0,0,0,0,0.00000
2017-06-11,940.90739,669.23039,271.67700,0.00000,348,0,0,0,0,0,0.00000
2017-06-12,940.90739,669.23039,271.67700,0.00000,348,0,0,0,0,0,0.00000
2017-06-13,939.34325,667.66625,271.67700,0.00000,347,0,0,1,0,0,200.00000
2017-06-14,923.70181,660.51588,263.18593,0.00000,343,0,0,2,0,0,400.00000
2017-06-15,923.70181,660.51588,263.18593,0.00000,343,0,0,0,0,0,0.00000
2017-06-16,921.02041,657.83448,263.18593,0.00000,342,0,0,1,0,0,200.00000
2017-06-17,921.24386,658.05793,263.18593,0.00000,343,1,0,0,0,0,0.00000
2017-06-18,932.19288,660.73932,271.45355,0.00000,345,2,0,0,0,0,0.00000
2017-06-19,927.53768,658.05793,269.47975,0.00000,343,0,0,1,0,0,200.00000
2017-06-20,927.09078,648.67307,278.41772,0.00000,343,2,0,2,0,0,400.00000
2017-06-21,929.54873,651.35446,278.19427,0.00000,343,1,0,0,0,0,0.00000
2017-06-22,927.09078,648.67307,278.41772,0.00000,343,1,0,1,0,0,200.00000
2017-06-23,921.72800,643.31029,278.41772,0.00000,341,0,0,2,0,0,400.00000
2017-06-24,932.67702,654.25930,278.41772,0.00000,343,2,0,0,0,0,0.00000
2017-06-25,932.67702,654.25930,278.41772,0.00000,343,1,0,1,0,0,200.00000
2017-06-26,932.67702,654.25930,278.41772,0.00000,343,0,0,0,0,0,0.00000
2017-06-27,936.25220,657.83448,278.41772,0.00000,344,2,0,1,0,0,200.00000
2017-06-28,939.60394,661.18622,278.41772,0.00000,347,4,0,0,0,0,0.00000
2017-06-29,939.60394,661.18622,278.41772,0.00000,347,0,0,0,0,0,0.00000
2017-06-30,928.87838,650.46066,278.41772,0.00000,346,2,0,3,0,0,600.00000
2017-07-01,932.67702,654.70620,277.97082,0.00000,347,2,0,0,0,0,0.00000
2017-07-02,936.95979,660.73932,276.22047,0.00000,348,2,0,0,0,0,0.00000
2017-07-03,945.22741,660.96277,284.26464,0.00000,349,2,0,0,0,0,0.00000
2017-07-04,936.95979,652.69515,284.26464,0.00000,348,0,0,1,0,0,200.00000
2017-07-05,941.83843,655.37654,286.46189,0.00000,350,3,0,0,0,0,0.00000
2017-07-06,939.19428,655.37654,283.81774,0.00000,348,0,0,0,0,0,0.00000
2017-07-07,947.90880,664.09106,283.81774,0.00000,350,2,0,0,0,0,0.00000
2017-07-08,945.45086,661.40967,284.04119,0.00000,350,2,0,2,0,0,400.00000
2017-07-09,942.09912,658.72828,283.37084,0.00000,348,0,0,1,0,0,200.00000
2017-07-10,953.04814,661.40967,291.63846,0.00000,350,2,0,0,0,0,0.00000
2017-07-11,955.02194,661.40967,293.61226,0.00000,351,1,0,0,0,0,0.00000
2017-07-12,954.79849,661.18622,293.61226,0.00000,350,0,0,1,0,0,200.00000
2017-07-13,954.79849,661.18622,293.61226,0.00000,350,0,0,0,0,0,0.00000
2017-07-14,952.34055,658.72828,293.61226,0.00000,350,1,0,1,0,0,200.00000
2017-07-15,952.34055,658.72828,293.61226,0.00000,350,0,0,0,0,0,0.00000
2017-07-16,952.34055,658.72828,293.61226,0.00000,350,0,0,0,0,0,0.00000
2017-07-17,952.56400,658.95173,293.61226,0.00000,351,1,0,0,0,0,0.00000
2017-07-18,955.24539,661.63312,293.61226,0.00000,352,1,0,0,0,0,0.00000
2017-07-19,955.69228,653.36550,302.32678,0.00000,353,2,0,1,0,0,200.00000
2017-07-20,945.63707,651.57791,294.05916,0.00000,350,0,0,2,0,0,400.00000
2017-07-21,946.04673,650.01376,296.03296,0.00000,350,1,0,1,0,0,200.00000
2017-07-22,946.27018,650.23721,296.03296,0.00000,351,1,0,0,0,0,0.00000
2017-07-23,946.27018,650.23721,296.03296,0.00000,351,1,0,1,0,0,200.00000
2017-07-24,946.27018,650.23721,296.03296,0.00000,351,0,0,0,0,0,0.00000
2017-07-25,938.89635,642.86339,296.03296,0.00000,348,0,0,3,0,0,600.00000
2017-07-26,938.89635,642.86339,296.03296,0.00000,348,0,0,0,0,0,0.00000
2017-07-27,936.21496,640.18200,296.03296,0.00000,347,0,0,1,0,0,200.00000
2017-07-28,936.21496,640.18200,296.03296,0.00000,347,0,0,0,0,0,0.00000
2017-07-29,936.43841,640.40545,296.03296,0.00000,348,1,0,0,0,0,0.00000
2017-07-30,936.43841,640.40545,296.03296,0.00000,348,0,0,0,0,0,0.00000
2017-07-31,936.66186,640.62890,296.03296,0.00000,349,1,0,0,0,0,0.00000
2017-08-01,937.96531,640.62890,297.33642,0.00000,349,1,0,0,0,0,0.00000
2017-08-02,937.25772,637.94750,299.31022,0.00000,349,1,0,1,0,0,200.00000
2017-08-03,943.29085,643.98063,299.31022,0.00000,350,1,0,0,0,0,0.00000
2017-08-04,943.29085,643.98063,299.31022,0.00000,350,0,0,0,0,0,0.00000
2017-08-05,937.48117,638.61785,298.86332,0.00000,347,0,0,2,0,0,400.00000
2017-08-06,935.02323,635.93646,299.08677,0.00000,347,1,0,1,0,0,200.00000
2017-08-07,937.66738,635.93646,301.73092,0.00000,349,2,0,0,0,0,0.00000
2017-08-08,935.69358,635.93646,299.75712,0.00000,348,1,0,1,0,0,200.00000
2017-08-09,931.22460,631.46748,299.75712,0.00000,347,0,0,1,0,0,200.00000
2017-08-10,933.90599,634.14887,299.75712,0.00000,348,1,0,0,0,0,0.00000
2017-08-11,916.47695,624.98745,291.48950,0.00000,345,1,0,3,0,0,600.00000
2017-08-12,917.59419,626.10470,291.48950,0.00000,345,1,0,1,0,0,200.00000
2017-08-13,922.06318,630.57368,291.48950,0.00000,346,1,0,0,0,0,0.00000
2017-08-14,917.37074,626.32815,291.04260,0.00000,345,2,0,1,0,0,200.00000
2017-08-15,914.91280,623.64675,291.26605,0.00000,345,1,0,1,0,0,200.00000
2017-08-16,917.14729,625.88125,291.26605,0.00000,345,1,0,1,0,0,200.00000
2017-08-17,921.61628,630.35023,291.26605,0.00000,346,1,0,0,0,0,0.00000
2017-08-18,921.61628,630.35023,291.26605,0.00000,346,0,0,0,0,0,0.00000
2017-08-19,926.08526,634.81922,291.26605,0.00000,347,1,0,0,0,0,0.00000
2017-08-20,928.99010,637.72406,291.26605,0.00000,349,2,0,0,0,0,0.00000
