Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),aircraft Deployment Cost ($),aircraft Sites flagged for Follow-Up,aircraft Leaks tagged for repair,aircraft Sites Visited,aircraft Travel Time (Minutes),aircraft Survey Time (Minutes),OGI_FU_persitehigh Deployment Cost ($),OGI_FU_persitehigh Sites flagged for Follow-Up,OGI_FU_persitehigh Leaks tagged for repair,OGI_FU_persitehigh Sites Visited,OGI_FU_persitehigh Travel Time (Minutes),OGI_FU_persitehigh Survey Time (Minutes)
2022-01-01,46950.11897,6929.63897,40020.48000,2500.00000,359,362,0,2,0.00000,0.00000,400.00000,2500.00000,0,,10,20,10,0.00000,,0,0,0,0
2022-01-02,46951.11383,6930.63383,40020.48000,0.00000,360,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-03,46951.11383,6930.63383,40020.48000,5512.00000,360,0,0,0,59.00000,0.00000,0.00000,0.00000,10,,0,0,0,5512.00000,,59,3,120,360
2022-01-04,47242.46020,6928.22020,40314.24000,5512.00000,360,1,0,1,46.00000,0.00000,200.00000,0.00000,0,,0,0,0,5512.00000,,46,3,120,360
2022-01-05,47245.37630,6931.13630,40314.24000,5512.00000,361,1,0,0,44.00000,0.00000,0.00000,0.00000,0,,0,0,0,5512.00000,,44,3,120,360
2022-01-06,47245.37630,6931.13630,40314.24000,2756.00000,361,0,0,0,25.00000,0.00000,0.00000,0.00000,0,,0,0,0,2756.00000,,25,1,30,120
2022-01-07,47351.79709,6933.87709,40417.92000,0.00000,363,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-08,47161.71709,6933.87709,40227.84000,0.00000,363,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-09,47170.12589,6942.28589,40227.84000,0.00000,364,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-10,47176.46198,6948.62198,40227.84000,0.00000,366,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-11,48042.34950,6950.50950,41091.84000,0.00000,367,2,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-12,48042.34950,6950.50950,41091.84000,0.00000,367,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-13,48037.73812,6945.89812,41091.84000,0.00000,366,0,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-14,47951.33812,6945.89812,41005.44000,0.00000,365,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-15,47863.86079,6962.10079,40901.76000,0.00000,364,1,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-16,47869.32469,6967.56469,40901.76000,0.00000,367,3,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-17,47885.88171,6984.12171,40901.76000,0.00000,369,3,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-18,46769.79815,5004.03815,41765.76000,11000.00000,315,1,55,0,0.00000,11000.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-19,45414.84238,3649.08238,41765.76000,6600.00000,284,2,33,0,0.00000,6600.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-20,44325.90062,2560.14062,41765.76000,6600.00000,250,0,33,1,0.00000,6600.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-21,41275.64426,373.88426,40901.76000,4800.00000,225,1,24,1,0.00000,4800.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
