Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),truck Deployment Cost ($),truck Sites flagged for Follow-Up,truck Leaks tagged for repair,truck Sites Visited,truck Travel Time (Minutes),truck Survey Time (Minutes),OGI_FU_mdl_high Deployment Cost ($),OGI_FU_mdl_high Sites flagged for Follow-Up,OGI_FU_mdl_high Leaks tagged for repair,OGI_FU_mdl_high Sites Visited,OGI_FU_mdl_high Travel Time (Minutes),OGI_FU_mdl_high Survey Time (Minutes)
2022-01-01,912.11969,565.99686,346.12283,400.00000,356,358,0,2,0.00000,0.00000,400.00000,400.00000,0,,10,180,270,0.00000,,0,0,0,0
2022-01-02,915.91832,569.79549,346.12283,400.00000,357,2,0,1,0.00000,0.00000,200.00000,400.00000,0,,1,20,30,0.00000,,0,0,0,0
2022-01-03,921.95145,575.82862,346.12283,1000.00000,358,1,0,0,63.00000,0.00000,0.00000,0.00000,9,,0,0,0,1000.00000,,63,3,120,360
2022-01-04,926.60664,578.51001,348.09663,1000.00000,360,2,0,0,90.00000,0.00000,0.00000,0.00000,1,,0,0,0,1000.00000,,90,3,120,360
2022-01-05,929.28804,581.19140,348.09663,1000.00000,361,1,0,0,87.00000,0.00000,0.00000,0.00000,0,,0,0,0,1000.00000,,87,3,120,360
2022-01-06,929.28804,581.19140,348.09663,500.00000,361,0,0,0,31.00000,0.00000,0.00000,0.00000,0,,0,0,0,500.00000,,31,1,30,120
2022-01-07,927.09078,581.41485,345.67593,0.00000,360,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-08,927.09078,581.41485,345.67593,0.00000,360,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-09,929.77218,584.09624,345.67593,0.00000,361,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-10,929.32528,584.09624,345.22903,0.00000,360,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-11,929.32528,584.09624,345.22903,0.00000,360,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-12,932.00667,586.77763,345.22903,0.00000,361,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-13,930.25632,587.00108,343.25523,0.00000,361,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-14,929.80942,587.00108,342.80833,0.00000,360,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-15,920.87145,587.00108,333.87036,0.00000,359,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-16,918.89765,587.00108,331.89656,0.00000,358,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-17,918.89765,587.00108,331.89656,0.00000,358,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-18,762.93010,439.97150,322.95859,11000.00000,302,0,55,0,0.00000,11000.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-19,592.88524,269.25630,323.62894,15800.00000,226,3,79,0,0.00000,15800.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-20,414.12587,90.49693,323.62894,15200.00000,152,2,76,0,0.00000,15200.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-21,349.99595,25.24976,324.74619,5600.00000,126,2,28,0,0.00000,5600.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-22,349.54905,25.24976,324.29929,0.00000,125,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-23,349.54905,25.24976,324.29929,0.00000,125,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-24,349.77250,25.24976,324.52274,0.00000,126,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-25,350.88975,25.24976,325.63998,0.00000,128,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-26,352.45389,26.81391,325.63998,0.00000,129,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-27,356.69943,31.05944,325.63998,0.00000,131,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-28,356.69943,31.05944,325.63998,0.00000,131,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-29,368.54223,33.96428,334.57795,0.00000,134,3,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
