Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($)
2017-01-01,971.89235,684.87184,287.02051,0.00000,332,334,0,2,0,0,400.00000
2017-01-02,977.25513,690.23462,287.02051,0.00000,334,2,0,0,0,0,0.00000
2017-01-03,978.37238,691.35187,287.02051,0.00000,334,1,0,1,0,0,200.00000
2017-01-04,978.37238,691.35187,287.02051,0.00000,334,1,0,1,0,0,200.00000
2017-01-05,978.59583,691.57532,287.02051,0.00000,335,1,0,0,0,0,0.00000
2017-01-06,978.81928,691.35187,287.46741,0.00000,335,1,0,1,0,0,200.00000
2017-01-07,978.81928,691.35187,287.46741,0.00000,335,0,0,0,0,0,0.00000
2017-01-08,985.29931,697.16155,288.13776,0.00000,336,3,0,1,0,0,200.00000
2017-01-09,982.80412,692.69256,290.11156,0.00000,337,2,0,1,0,0,200.00000
2017-01-10,979.86204,687.77668,292.08536,0.00000,336,1,0,2,0,0,400.00000
2017-01-11,982.54343,690.45807,292.08536,0.00000,337,1,0,0,0,0,0.00000
2017-01-12,985.22482,693.13946,292.08536,0.00000,338,1,0,0,0,0,0.00000
2017-01-13,974.98340,684.87184,290.11156,0.00000,336,1,0,2,0,0,400.00000
2017-01-14,974.27581,682.19045,292.08536,0.00000,336,1,0,1,0,0,200.00000
2017-01-15,973.82891,682.19045,291.63846,0.00000,335,1,0,1,0,0,200.00000
2017-01-16,965.11439,681.74355,283.37084,0.00000,333,0,0,1,0,0,200.00000
2017-01-17,963.55025,680.17941,283.37084,0.00000,332,1,0,2,0,0,400.00000
2017-01-18,964.22060,680.17941,284.04119,0.00000,333,1,0,0,0,0,0.00000
2017-01-19,964.22060,680.17941,284.04119,0.00000,333,0,0,0,0,0,0.00000
2017-01-20,964.22060,680.17941,284.04119,0.00000,333,1,0,1,0,0,200.00000
