Program Name,Simulation,"Total ""True"" Mitigated Emissions (Kg Methane)","Total ""True"" Emissions (Kg Methane)","Total ""Estimated"" Emissions (Kg Methane)","Total ""True"" Mitigable Emissions (Kg Methane)","Total ""True"" Non-Mitigable Emissions (Kg Methane)","Average ""True"" Emissions Rate (g/s)","95th Percentile ""True"" Emissions Rate (g/s)","5th Percentile ""True"" Emissions Rate (g/s)","Average ""True"" Emissions Amount (Kg Methane)","95th Percentile ""True"" Emissions Amount (Kg Methane)","5th Percentile ""True"" Emissions Amount (Kg Methane)","Year 2022 ""True"" Mitigated Emissions (Kg Methane)","Year 2022 ""True"" Emissions (Kg Methane)","Year 2022 ""Estimated"" Emissions (Kg Methane)"
P_aircraft,0,0.0,364568.7127642272,0.0,284797.86568194244,79770.8470822848,0.03015042138947368,0.095690057,0.002586218,479.6956746897726,1972.5984885556798,12.51315627264,0.0,303354.7435850913,0.0
P_aircraft,1,0.0,336310.80398277123,0.0,250136.2002030912,86174.60377968001,0.03194576704233576,0.095690057,0.002586218,490.9646773471113,1876.3030467935992,12.245017536,0.0,276058.41082747636,0.0
P_aircraft,2,33604.0802846784,364642.8232200192,0.0,246200.8124392416,118442.01078077761,0.03166320752213541,0.095690057,0.002586218,474.79534273440004,1984.3966057896,12.0662583984,33598.763601957115,308028.1201292608,34737.26562028803
P_aircraft,3,0.0,373208.37667272,0.0,260287.0510199328,112921.3256527872,0.030854179151846774,0.095690057,0.002586218,510.54497492848157,2081.63052281376,11.3959109952,0.0,201481.71247219478,0.0
P_aircraft,4,0.0,333009.26719378564,0.0,259002.21808152003,74007.0491122656,0.02855966661668839,0.095690057,0.002586218,434.17114366856015,1510.6954378982377,10.881977754240001,0.0,275744.46827241493,0.0
P_drone,0,133061.7721406112,231666.25991241602,0.0,151895.41283013122,79770.8470822848,0.03015042138947368,0.095690057,0.002586218,304.8240262005474,1387.8430656695994,12.3679143216,133046.56145870703,203834.25543292894,99974.2311654042
P_drone,1,106526.95463439361,230006.1813161472,0.0,143831.5775364672,86174.60377968001,0.03194576704233576,0.095690057,0.002586218,335.77544717685726,1560.0330321062397,9.20610849024,106521.6379516722,202774.5337079369,91944.58394142668
P_drone,2,128701.607622912,269831.75777375046,0.0,151389.7469929728,118442.01078077761,0.03166320752213541,0.095690057,0.002586218,351.34343460123756,1739.3845393943975,10.055215584000006,128653.12353288125,237216.5358969203,137571.2744354779
P_drone,3,119531.028433536,253800.46875602883,0.0,140879.1431032416,112921.3256527872,0.030854179151846774,0.095690057,0.002586218,347.19626368813795,1829.356360931519,11.127769865280005,119495.23717741568,114013.67290764845,95398.21490993217
P_drone,4,112292.61463517761,220933.39829567043,0.0,146926.34918340482,74007.0491122656,0.02855966661668839,0.095690057,0.002586218,288.048759186011,1152.126488283839,10.14459527808,112287.97582956737,195067.73556795393,92454.71819927008
P_none,0,0.0,364568.7127642272,0.0,284797.86568194244,79770.8470822848,0.03015042138947368,0.095690057,0.002586218,479.6956746897726,1972.5984885556798,12.51315627264,0.0,303354.7435850913,0.0
P_none,1,0.0,336310.80398277123,0.0,250136.2002030912,86174.60377968001,0.03194576704233576,0.095690057,0.002586218,490.9646773471113,1876.3030467935992,12.245017536,0.0,276058.41082747636,0.0
P_none,2,0.0,398179.86874061765,0.0,279737.85795984,118442.01078077761,0.03166320752213541,0.095690057,0.002586218,518.4633707560125,2031.153351623999,12.010395484800002,0.0,333227.57428010186,0.0
P_none,3,0.0,373208.37667272,0.0,260287.0510199328,112921.3256527872,0.030854179151846774,0.095690057,0.002586218,510.54497492848157,2081.63052281376,11.3959109952,0.0,201481.71247219478,0.0
P_none,4,0.0,333009.26719378564,0.0,259002.21808152003,74007.0491122656,0.02855966661668839,0.095690057,0.002586218,434.17114366856015,1510.6954378982377,10.881977754240001,0.0,275744.46827241493,0.0
P_OGI,0,123191.35003791361,241494.2266647456,0.0,161723.3795824608,79770.8470822848,0.03015042138947368,0.095690057,0.002586218,317.75556140098104,1442.3646737879988,12.3679143216,123176.13904602977,211516.22246769792,39551.180609289295
P_OGI,1,96818.98010503681,239660.3045850048,0.0,153485.70080532483,86174.60377968001,0.03194576704233576,0.095690057,0.002586218,349.8690577883282,1586.4894165599992,9.20610849024,96813.66329060566,210021.73334949257,25509.25982341412
P_OGI,2,117288.2686912128,281329.56050754245,0.0,162887.5497267648,118442.01078077761,0.03166320752213541,0.095690057,0.002586218,366.31453191086257,1755.6404649696,11.786947156800004,117288.26869121278,247295.5244184047,42696.675174556556
P_OGI,3,107354.1635521632,265936.6658804832,0.0,153015.34022769603,112921.3256527872,0.030854179151846774,0.095690057,0.002586218,363.79844853691276,1829.356360931519,11.127769865280005,107331.54874159448,123257.19778138664,32911.98310560934
P_OGI,4,101900.885527152,231332.27777853122,0.0,157325.2286662656,74007.0491122656,0.02855966661668839,0.095690057,0.002586218,301.60662031099247,1188.3029179247997,10.591493748480001,101900.88552715203,203595.4811087048,30341.497700505424
P_stationary,0,241983.2085099264,122046.9916493088,0.0,42276.144567024,79770.8470822848,0.03015042138947368,0.095690057,0.002586218,160.58814690698526,480.1271777063998,11.853981927360001,202738.0798091352,90796.17956666186,84761.47399380489
P_stationary,1,210736.51745244482,125288.94188531522,0.0,39114.33810563521,86174.60377968001,0.03194576704233576,0.095690057,0.002586218,182.90356479608062,693.59379340608,10.9490125248,175981.2970415932,94478.39611529688,79367.33551875841
P_stationary,2,237573.8851094208,160198.1888173056,0.0,41756.178036528,118442.01078077761,0.03166320752213541,0.095690057,0.002586218,208.5913916892,994.349000519999,11.228324068800005,198418.09637045983,124504.28518460316,115707.43955767676
P_stationary,3,221656.4804398176,151080.1949435328,0.0,38158.8692907456,112921.3256527872,0.030854179151846774,0.095690057,0.002586218,206.6760532743267,976.4060312188793,11.172461543999999,185055.70373417245,81988.21678340923,108814.88800137592
P_stationary,4,219346.23904004163,113298.3590367168,0.0,39291.3099244512,74007.0491122656,0.02855966661668839,0.095690057,0.002586218,147.71624385491108,571.4154900143996,8.267621702400001,182551.9706995113,84303.16055533623,73686.84680145598
P_truck,0,132178.2539499072,232547.0967125568,0.0,152776.249630272,79770.8470822848,0.03015042138947368,0.095690057,0.002586218,305.98302199020634,1387.8430656695994,12.3679143216,132173.61545250274,204742.1965859211,99856.92032850182
P_truck,1,108089.3115356256,228431.31125895362,0.0,142256.7074792736,86174.60377968001,0.03194576704233576,0.095690057,0.002586218,333.47636680139215,1544.3915887526396,9.20610849024,108062.03298733891,201214.44018482196,91968.04610913541
P_truck,2,128674.79371728,269863.9344605088,0.0,151421.9236797312,118442.01078077761,0.03166320752213541,0.095690057,0.002586218,351.3853313287875,1739.3845393943975,10.055215584000006,128626.3083997864,237236.61178137775,137595.63039986827
P_truck,3,119551.13886297602,253793.98872864002,0.0,140872.66307585282,112921.3256527872,0.030854179151846774,0.095690057,0.002586218,347.1873990815869,1829.356360931519,11.127769865280005,119515.34787027515,114007.47993701734,95370.32099963468
