Program Name,Simulation,Mitigated Methane (kg),Total Cost ($),Mitigation Ratio ($/tonne CO2e),Value of Mitigated Methane ($)
P_aircraft,0,1033438.9952861274,52192.0,1.8036865344760054,168384.85669098416
P_aircraft,1,1690174.8206692752,56392.0,1.1915927129966926,275391.04510209506
P_aircraft,2,923771.2394951422,49192.0,1.9018313926046206,150515.9844820599
P_aircraft,3,1170570.3310498153,52592.0,1.6045902279115438,190728.54647406485
P_aircraft,4,973184.7239937612,49392.0,1.8126055172350901,158567.24105729532
P_drone,0,1033001.5726431388,50492.0,1.7456756717917197,168313.5846087529
P_drone,1,1690174.8206692752,54892.0,1.1598969215813315,275391.04510209506
P_drone,2,930774.981538784,49092.0,1.8836837571494798,151657.14918137796
P_drone,3,1170570.3310498153,51092.0,1.5588249909578757,190728.54647406485
P_drone,4,973921.5947057364,46092.0,1.6902211287760054,158687.30413774968
P_OGI,0,974095.6058178592,49448.0,1.8129637270227195,158715.65688649548
P_OGI,1,1668746.9243222256,54448.0,1.1652883970774846,271899.66024818
P_OGI,2,863560.4419427121,49048.0,2.028479074114992,140705.45230419413
P_OGI,3,1123741.735813653,47848.0,1.520684947791703,183098.46251763537
P_OGI,4,896460.7748557725,47248.0,1.8823228174150222,146066.11497312848
P_stationary,0,2032598.0144664512,877030.0,15.41008097866416,331184.2565816393
P_stationary,1,3177324.614274363,887830.0,9.979532510862382,517701.91784489073
P_stationary,2,2752215.967385497,879830.0,11.417163613744385,448436.23413159023
P_stationary,3,2564625.31382362,878230.0,12.229995927200099,417870.8834329366
P_stationary,4,2013847.662430608,886430.0,15.72026269728093,328129.14122905204
P_truck,0,1027239.703980758,49092.0,1.7067931734836417,167374.76632009458
P_truck,1,1675202.7042184896,54092.0,1.1532079896912457,272951.5419534566
P_truck,2,928509.8610084156,48892.0,1.880586227965791,151288.07853702095
P_truck,3,1165709.6781345443,50092.0,1.5346874385249092,189936.5690585659
P_truck,4,984144.8858478658,49092.0,1.781532109243462,160353.05066147272
