Program Name,Simulation,Mitigated Methane (kg),Total Cost ($),Mitigation Ratio ($/tonne CO2e),Value of Mitigated Methane ($)
P_aircraft,0,0.0,250.0,inf,0.0
P_aircraft,1,0.0,250.0,inf,0.0
P_aircraft,2,15961.4242144704,5150.0,11.523318280196099,2600.697420164092
P_aircraft,3,0.0,250.0,inf,0.0
P_aircraft,4,23164.309624953603,8350.0,12.873868919151223,3774.3098279966334
P_drone,0,0.0,1000.0,inf,0.0
P_drone,1,0.0,1000.0,inf,0.0
P_drone,2,15961.4242144704,5900.0,13.201471427797474,2600.697420164092
P_drone,3,0.0,1000.0,inf,0.0
P_drone,4,23164.309624953603,9100.0,14.030204450811512,3774.3098279966334
P_OGI,0,127289.85549696,60304.0,16.919763773050413,20740.15415891807
P_OGI,1,141333.8619555936,66704.0,16.85573210356494,23028.434382221953
P_OGI,2,135643.28091667205,55504.0,14.613961715534334,22101.231444169534
P_OGI,3,146263.3752060576,61304.0,14.969082781961502,23831.63165465105
P_OGI,4,163071.6718207968,66904.0,14.65262816496031,26570.315437247045
P_stationary,0,265113.77717620804,257350.0,34.66840360568126,43196.69141598584
P_stationary,1,299957.1068166624,267750.0,31.879558052427548,48873.93902799435
P_stationary,2,294817.9984303392,256150.0,31.030040005769397,48036.59107315849
P_stationary,3,286869.2396604192,257350.0,32.03923655060173,46741.44872566693
P_stationary,4,302033.84383702086,261750.0,30.9508834074854,49212.31513645647
P_truck,0,140576.8160489472,57700.0,14.658991031613414,22905.084027647943
P_truck,1,147567.8715607872,63300.0,15.319827153453494,24044.181628812068
P_truck,2,153759.87280463043,53700.0,12.473066658256155,25053.084183129045
P_truck,3,161447.419603152,59300.0,13.117937394496426,26305.665585494153
P_truck,4,172301.01814961282,63700.0,13.20363642903472,28074.112145149353
