Program Name,Simulation,"Average ""True"" Daily Emissions (Kg Methane)","Average ""True"" Mitigable Daily Emissions (Kg Methane)","Average ""True"" Non-Mitigable Daily Emissions (Kg Methane)","95th Percentile ""True"" Daily Emissions (Kg Methane)","95th Percentile ""True"" Mitigable Daily Emissions (Kg Methane)","95th Percentile ""True"" Non-Mitigable Daily Emissions (Kg Methane)","5th Percentile ""True"" Daily Emissions (Kg Methane)","5th Percentile ""True"" Mitigable Daily Emissions (Kg Methane)","5th Percentile ""True"" Non-Mitigable Daily Emissions (Kg Methane)",Average Daily Cost ($),Total Cost ($),95th Percentile Daily Cost ($),5th Percentile Daily Cost ($)
P_aircraft,0,50804.89108361643,874.1180425205479,49930.7730410959,54799.056,1979.76525,54466.56,46609.98272,1.22301,44651.52,99.58904109589041,36350.0,0.0,0.0
P_aircraft,1,48077.052633561645,185.46161986301368,47891.59101369863,59929.000759999995,284.19287,59650.56,42173.681622,53.23463,42107.904,102.87671232876713,37550.0,0.0,0.0
P_drone,0,50804.89108361643,874.1180425205479,49930.7730410959,54799.056,1979.76525,54466.56,46609.98272,1.22301,44651.52,101.64383561643835,37100.0,0.0,0.0
P_drone,1,48077.052633561645,185.46161986301368,47891.59101369863,59929.000759999995,284.19287,59650.56,42173.681622,53.23463,42107.904,104.93150684931507,38300.0,0.0,0.0
P_none,0,50907.510228547944,976.7371874520547,49930.7730410959,54952.12602,1988.04427,54466.56,46623.5057,222.96131,44651.52,0.0,0.0,0.0,0.0
P_none,1,48347.308148027405,455.71713432876714,47891.59101369863,59980.84076,497.7646,59650.56,42602.336484,347.5004000000002,42107.904,0.0,0.0,0.0,0.0
P_OGI,0,50802.40353375343,871.6304926575343,49930.7730410959,54800.9201,1979.76525,54466.56,46610.238372,3.08712,44651.52,116.44931506849315,42504.0,0.0,0.0
P_OGI,1,48076.84550471232,185.2544910136986,47891.59101369863,59929.000759999995,284.19287,59650.56,42175.022992,54.365324,42107.904,118.0931506849315,43104.0,0.0,0.0
P_stationary,0,50075.71838364383,144.94534254794522,49930.7730410959,54753.97413,987.7512339999826,54466.56,44669.73106,0.68252,44651.52,594.3835616438356,216950.0,1109.9999999999955,30.0
P_stationary,1,47936.72785328767,45.136839589041095,47891.59101369863,59650.686239999995,453.95309399999945,59650.56,42127.139638,0.12624,42107.904,585.6164383561644,213750.0,1030.0,30.0
P_truck,0,50804.97840775341,874.2053666575341,49930.7730410959,54799.056,1979.76525,54466.56,46609.98272,1.22301,44651.52,101.0958904109589,36900.0,0.0,0.0
P_truck,1,48077.052633561645,185.46161986301368,47891.59101369863,59929.000759999995,284.19287,59650.56,42173.681622,53.23463,42107.904,104.38356164383562,38100.0,0.0,0.0
