Program Name,Simulation,"Total ""True"" Mitigated Emissions (Kg Methane)","Total ""True"" Emissions (Kg Methane)","Total ""Estimated"" Emissions (Kg Methane)","Total ""True"" Mitigable Emissions (Kg Methane)","Total ""True"" Non-Mitigable Emissions (Kg Methane)","Average ""True"" Emissions Rate (g/s)","95th Percentile ""True"" Emissions Rate (g/s)","5th Percentile ""True"" Emissions Rate (g/s)","Average ""True"" Emissions Amount (Kg Methane)","95th Percentile ""True"" Emissions Amount (Kg Methane)","5th Percentile ""True"" Emissions Amount (Kg Methane)","Year 2017 ""True"" Mitigated Emissions (Kg Methane)","Year 2018 ""True"" Mitigated Emissions (Kg Methane)","Year 2019 ""True"" Mitigated Emissions (Kg Methane)","Year 2020 ""True"" Mitigated Emissions (Kg Methane)","Year 2021 ""True"" Mitigated Emissions (Kg Methane)","Year 2022 ""True"" Mitigated Emissions (Kg Methane)","Year 2017 ""True"" Emissions (Kg Methane)","Year 2018 ""True"" Emissions (Kg Methane)","Year 2019 ""True"" Emissions (Kg Methane)","Year 2020 ""True"" Emissions (Kg Methane)","Year 2021 ""True"" Emissions (Kg Methane)","Year 2022 ""True"" Emissions (Kg Methane)","Year 2017 ""Estimated"" Emissions (Kg Methane)","Year 2018 ""Estimated"" Emissions (Kg Methane)","Year 2019 ""Estimated"" Emissions (Kg Methane)","Year 2020 ""Estimated"" Emissions (Kg Methane)","Year 2021 ""Estimated"" Emissions (Kg Methane)","Year 2022 ""Estimated"" Emissions (Kg Methane)"
P_aircraft,0,140433.3616879872,2051991.3640541474,0.0,1370008.6905304801,681982.6735236673,0.03153751658979353,0.095690057,0.002586218,799.3733401067968,3017.681637552,41.56154971200001,20304.159686035204,30777.894607392005,0.0,41134.99687736192,10531.153767854083,37685.15674934398,292200.3784861867,332695.89727210463,364654.9532952822,330746.1777687337,354227.12979584566,215025.65229460117,39521.572952347946,29150.730636389853,31292.069881253978,62858.138138788665,48508.79522256387,51912.53521471958
P_aircraft,1,89843.56595680321,2076697.7339458466,0.0,1414620.5491315585,662077.184814288,0.03146446505494505,0.095690057,0.002586218,815.0305078280403,3017.681637552,47.25951173280001,0.0,16349.336535740029,16479.374985479175,21724.8497995392,24580.083823920006,10709.920812124801,315375.68029840244,328970.8348196403,352277.4816212757,311127.980757941,364180.0000569933,338575.5836975206,9909.451133356722,20931.700166369308,36224.06214695076,38332.82747827692,39717.43973320836,22455.750336845947
P_aircraft,2,127139.9211056736,1990165.6483336226,0.0,1355273.779072637,634891.8692609856,0.031102498119726794,0.095690057,0.002586218,799.5844308290971,3017.681637552,46.834955550720004,29035.214228822402,0.0,12665.61919582461,22641.367605768995,36896.64277500988,25901.077300247736,296947.83726682176,341654.71209680144,342370.2742346085,343454.4105871686,310220.4887751768,300562.3111784566,24884.492239602987,12911.88958644431,38517.307153894886,74483.42086080345,42084.087491820916,24020.69272578226
P_aircraft,3,64218.18675343681,2052451.0733661794,0.0,1404621.1970343362,647829.8763318432,0.031091264402331183,0.095690057,0.002586218,824.9401420282071,3017.681637552,45.807093216,17284.913935977598,0.0,0.0,15323.27054551625,20882.95827534884,10727.043996594115,294167.7300523921,358875.10930717865,330449.6694688434,340321.9445436633,337083.65986983135,236964.01608506008,14644.354582145934,36.40766047806444,11061.712900363278,35915.67790176594,38408.170619907105,22478.997060485224
P_aircraft,4,64217.06945568001,2081020.1725323652,0.0,1421480.663399347,659539.5091330176,0.03191600605870686,0.095690057,0.002586218,825.4740866847939,3017.681637552,46.43275107456001,8039.0323538207995,6393.328894339198,13349.7498074688,25681.688449948797,10753.2699501024,0.0,283058.60957239923,345809.9524490424,339637.2010029695,328686.28464260546,360647.49376888137,244327.16168741885,25299.53981808691,46113.26170091162,47150.35461752102,19321.385278103997,8872.067396989954,20.326544911271924
P_drone,0,140433.3616879872,2051991.3640541474,0.0,1370008.6905304801,681982.6735236673,0.03153751658979353,0.095690057,0.002586218,799.3733401067968,3017.681637552,41.56154971200001,20304.159686035204,30777.894607392005,0.0,41134.99687736192,10531.153767854083,37685.15674934398,292200.3784861867,332695.89727210463,364654.9532952822,330746.1777687337,354227.12979584566,215025.65229460117,39521.572952347946,29150.730636389853,31292.069881253978,62858.138138788665,48508.79522256387,51912.53521471958
P_drone,1,89843.56595680321,2076697.7339458466,0.0,1414620.5491315585,662077.184814288,0.03146446505494505,0.095690057,0.002586218,815.0305078280403,3017.681637552,47.25951173280001,0.0,16349.336535740029,16479.374985479175,21724.8497995392,24580.083823920006,10709.920812124801,315375.68029840244,328970.8348196403,352277.4816212757,311127.980757941,364180.0000569933,338575.5836975206,9909.451133356722,20931.700166369308,36224.06214695076,38332.82747827692,39717.43973320836,22455.750336845947
P_drone,2,127139.9211056736,1990165.6483336226,0.0,1355273.779072637,634891.8692609856,0.031102498119726794,0.095690057,0.002586218,799.5844308290971,3017.681637552,46.834955550720004,29035.214228822402,0.0,12665.61919582461,22641.367605768995,36896.64277500988,25901.077300247736,296947.83726682176,341654.71209680144,342370.2742346085,343454.4105871686,310220.4887751768,300562.3111784566,24884.492239602987,12911.88958644431,38517.307153894886,74483.42086080345,42084.087491820916,24020.69272578226
P_drone,3,64218.18675343681,2052451.0733661794,0.0,1404621.1970343362,647829.8763318432,0.031091264402331183,0.095690057,0.002586218,824.9401420282071,3017.681637552,45.807093216,17284.913935977598,0.0,0.0,15323.27054551625,20882.95827534884,10727.043996594115,294167.7300523921,358875.10930717865,330449.6694688434,340321.9445436633,337083.65986983135,236964.01608506008,14644.354582145934,36.40766047806444,11061.712900363278,35915.67790176594,38408.170619907105,22478.997060485224
P_drone,4,64217.06945568001,2081020.1725323652,0.0,1421480.663399347,659539.5091330176,0.03191600605870686,0.095690057,0.002586218,825.4740866847939,3017.681637552,46.43275107456001,8039.0323538207995,6393.328894339198,13349.7498074688,25681.688449948797,10753.2699501024,0.0,283058.60957239923,345809.9524490424,339637.2010029695,328686.28464260546,360647.49376888137,244327.16168741885,25299.53981808691,46113.26170091162,47150.35461752102,19321.385278103997,8872.067396989954,20.326544911271924
