Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),OGI Deployment Cost ($),OGI Sites flagged for Follow-Up,OGI Leaks tagged for repair,OGI Sites Visited,OGI Travel Time (Minutes),OGI Survey Time (Minutes)
2022-01-01,949.47295,689.11737,260.35557,2876.00000,350,351,0,1,39,0.00000,200.00000,2876.00000,,39,3,180,300
2022-01-02,950.14330,689.56427,260.57902,2876.00000,352,2,0,0,61,0.00000,0.00000,2876.00000,,61,3,180,360
2022-01-03,956.62332,696.04430,260.57902,2876.00000,354,2,0,0,30,0.00000,0.00000,2876.00000,,30,3,180,300
2022-01-04,962.65645,702.07743,260.57902,2876.00000,355,1,0,0,78,0.00000,0.00000,2876.00000,,78,3,180,360
2022-01-05,963.10335,702.07743,261.02592,0.00000,356,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-06,963.55025,702.52433,261.02592,0.00000,357,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-07,963.55025,702.52433,261.02592,0.00000,357,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-08,957.29367,705.20572,252.08795,0.00000,357,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-09,965.78474,704.75882,261.02592,0.00000,357,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-10,974.05236,704.75882,269.29354,0.00000,358,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-11,965.33784,704.75882,260.57902,0.00000,356,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-12,970.70062,710.12160,260.57902,0.00000,358,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-13,972.26477,711.68574,260.57902,0.00000,359,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-14,972.26477,711.68574,260.57902,0.00000,359,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-15,974.68547,712.13264,262.55282,0.00000,361,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-16,848.66011,586.10729,262.55282,7000.00000,326,0,35,0,0,7000.00000,0.00000,0.00000,,0,0,0,0
2022-01-17,662.75037,400.19754,262.55282,11000.00000,271,0,55,0,0,11000.00000,0.00000,0.00000,,0,0,0,0
2022-01-18,580.29761,317.29788,262.99972,5000.00000,247,1,25,0,0,5000.00000,0.00000,0.00000,,0,0,0,0
2022-01-19,353.27321,90.27348,262.99972,13800.00000,178,1,69,1,0,13800.00000,200.00000,0.00000,,0,0,0,0
2022-01-20,361.54083,90.27348,271.26734,0.00000,179,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-21,364.22222,92.95487,271.26734,0.00000,180,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-22,358.41254,95.63626,262.77627,0.00000,181,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-23,363.06773,98.31765,264.75007,0.00000,183,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-24,363.06773,98.31765,264.75007,0.00000,183,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-25,363.06773,98.31765,264.75007,0.00000,183,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-26,363.06773,98.31765,264.75007,0.00000,183,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-27,363.06773,98.31765,264.75007,0.00000,183,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-28,363.06773,98.31765,264.75007,0.00000,183,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-29,354.12976,98.31765,255.81211,0.00000,182,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-30,362.84428,98.31765,264.52663,0.00000,184,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-31,361.31738,98.31765,262.99972,0.00000,184,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-01,361.76428,98.76455,262.99972,0.00000,186,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-02,359.79047,98.76455,261.02592,0.00000,185,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-03,362.28566,103.23354,259.05212,0.00000,185,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-04,364.25946,103.23354,261.02592,0.00000,186,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-05,369.62224,108.59632,261.02592,0.00000,188,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-06,379.60297,114.62945,264.97352,0.00000,191,3,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-07,382.95471,117.53429,265.42042,0.00000,194,3,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-08,383.17816,117.53429,265.64387,0.00000,195,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-09,385.85955,120.21568,265.64387,0.00000,196,2,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-10,383.66230,119.99223,263.67007,0.00000,194,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-11,385.22644,121.55637,263.67007,0.00000,195,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-12,385.22644,121.55637,263.67007,0.00000,195,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-13,385.22644,121.55637,263.67007,0.00000,195,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-14,387.20024,121.55637,265.64387,0.00000,196,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-15,387.20024,121.55637,265.64387,0.00000,196,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-16,386.97679,121.33292,265.64387,0.00000,195,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-17,386.97679,121.33292,265.64387,0.00000,195,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-18,386.75335,121.10947,265.64387,0.00000,194,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-19,399.67616,132.05849,267.61767,0.00000,197,3,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-20,400.38375,134.73988,265.64387,0.00000,197,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-21,401.53824,137.42127,264.11697,0.00000,198,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-22,401.53824,137.42127,264.11697,0.00000,198,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-23,404.66652,140.10266,264.56387,0.00000,200,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-24,412.93414,148.37028,264.56387,0.00000,201,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-25,412.93414,148.37028,264.56387,0.00000,201,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-26,413.41828,150.82822,262.59007,0.00000,200,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-27,413.19484,150.60477,262.59007,0.00000,199,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-28,423.88316,159.31929,264.56387,0.00000,202,3,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-01,425.67075,161.10688,264.56387,0.00000,201,1,0,2,0,0.00000,400.00000,0.00000,,0,0,0,0
2022-03-02,425.67075,161.10688,264.56387,0.00000,201,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-03,429.24594,164.01172,265.23421,0.00000,204,3,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-04,429.24594,164.01172,265.23421,0.00000,204,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-05,429.46939,164.23517,265.23421,0.00000,205,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-06,431.70388,166.91656,264.78732,0.00000,208,4,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-07,424.73971,166.91656,257.82315,0.00000,208,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-08,424.73971,166.91656,257.82315,0.00000,208,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-09,425.41006,166.91656,258.49350,0.00000,209,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-10,425.41006,166.91656,258.49350,0.00000,209,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-11,430.77284,172.27934,258.49350,0.00000,211,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-12,433.45423,174.96073,258.49350,0.00000,212,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-13,436.13562,177.64212,258.49350,0.00000,213,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-14,436.13562,177.64212,258.49350,0.00000,213,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-15,436.35907,177.64212,258.71695,0.00000,214,2,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-03-16,436.35907,177.64212,258.71695,0.00000,214,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
