Program Name,Simulation,Mitigated Methane (kg),Total Cost ($),Mitigation Ratio ($/tonne CO2e),Value of Mitigated Methane ($)
P_aircraft,0,146348.50930056,64850.0,15.825726135787612,23845.50309976556
P_aircraft,1,111771.977953536,65050.0,20.785301720973873,18211.726648231543
P_aircraft,2,152610.6735548352,66250.0,15.503970813163768,24865.837764260767
P_aircraft,3,116241.1857864,57650.0,17.712556504817265,18939.923400910375
P_aircraft,4,109794.2290528032,59250.0,19.27306605116512,17889.47931022739
P_drone,0,145954.56833588163,67300.0,16.46794242877105,23781.315766807693
P_drone,1,108342.0325518624,60300.0,19.877524704371154,17652.86360207873
P_drone,2,150160.55289805442,67700.0,16.101813000772925,24466.623860441097
P_drone,3,116241.1857864,59900.0,18.403853159385154,18939.923400910375
P_drone,4,109641.3897923424,63900.0,20.814610809523387,17864.57622732957
P_OGI,0,135442.6235372448,81312.0,21.440813269549828,22068.53704785493
P_OGI,1,97995.2166751392,79112.0,28.832311078968875,15966.990399541352
P_OGI,2,138564.65596824,82712.0,21.318567706595235,22577.229854953992
P_OGI,3,104902.47885312,76912.0,26.184864007867493,17092.4350143387
P_OGI,4,99549.9763841088,80312.0,28.812520288488788,16220.317390276086
P_stationary,0,241088.07103571523,255750.0,37.886273394569805,39282.02871811998
P_stationary,1,185234.0351426784,253350.0,48.84747167951509,30181.371715276626
P_stationary,2,247461.2895070944,252750.0,36.47756678333695,40320.45815987565
P_stationary,3,197036.1758041056,246750.0,44.72528947558053,32104.370337339496
P_stationary,4,200096.9831385216,254150.0,45.36193185882321,32603.08734600207
P_truck,0,148565.57239379518,65900.0,15.84197059015084,24206.743437058925
P_truck,1,105189.8344961472,62500.0,21.22013850325636,17139.255715890686
P_truck,2,145089.596445264,65300.0,16.073811729310815,23640.380338100502
P_truck,3,123552.4439951712,59500.0,17.199174142464162,20131.19368520409
P_truck,4,112870.230875424,62500.0,19.77618757249195,18390.672054497507
