Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),OGI Deployment Cost ($),OGI Sites flagged for Follow-Up,OGI Leaks tagged for repair,OGI Sites Visited,OGI Travel Time (Minutes),OGI Survey Time (Minutes)
2022-01-01,486530.28334,82523.88334,404006.40000,2876.00000,3696,3718,0,13,49,0.00000,2600.00000,2876.00000,,49,3,180,300
2022-01-02,487795.46258,83115.14258,404680.32000,2876.00000,3697,13,0,9,64,0.00000,1800.00000,2876.00000,,64,3,180,360
2022-01-03,488254.23148,83003.67148,405250.56000,2876.00000,3697,10,0,6,43,0.00000,1200.00000,2876.00000,,43,3,180,300
2022-01-04,487843.66995,82679.50995,405164.16000,2876.00000,3696,9,0,7,63,0.00000,1400.00000,2876.00000,,63,3,180,360
2022-01-05,489746.23591,82888.63591,406857.60000,2876.00000,3701,10,0,3,47,0.00000,600.00000,2876.00000,,47,3,180,300
2022-01-06,489068.10828,82694.34828,406373.76000,2876.00000,3699,12,0,10,69,0.00000,2000.00000,2876.00000,,69,3,180,360
2022-01-07,489243.58464,82576.06464,406667.52000,2876.00000,3697,1,0,3,45,0.00000,600.00000,2876.00000,,45,3,180,300
2022-01-08,488881.09565,82870.21565,406010.88000,2876.00000,3701,9,0,3,78,0.00000,600.00000,2876.00000,,78,3,180,360
2022-01-09,490240.00486,82794.88486,407445.12000,2876.00000,3704,9,0,5,50,0.00000,1000.00000,2876.00000,,50,3,180,300
2022-01-10,489793.18458,83315.74458,406477.44000,2876.00000,3709,11,0,4,75,0.00000,800.00000,2876.00000,,75,3,180,360
2022-01-11,488810.53103,83283.49103,405527.04000,2876.00000,3704,6,0,9,48,0.00000,1800.00000,2876.00000,,48,3,180,300
2022-01-12,489208.35098,83180.19098,406028.16000,2876.00000,3702,8,0,6,69,0.00000,1200.00000,2876.00000,,69,3,180,360
2022-01-13,489827.90210,83315.90210,406512.00000,2876.00000,3708,12,0,3,59,0.00000,600.00000,2876.00000,,59,3,180,300
2022-01-14,491562.80525,83426.48525,408136.32000,2876.00000,3711,8,0,2,58,0.00000,400.00000,2876.00000,,58,3,180,360
2022-01-15,490894.81490,83968.09490,406926.72000,2876.00000,3716,17,0,7,50,0.00000,1400.00000,2876.00000,,50,3,180,300
2022-01-16,488811.44532,81971.12532,406840.32000,12076.00000,3674,12,46,5,68,9200.00000,1000.00000,2876.00000,,68,3,180,360
2022-01-17,486405.95432,79859.39432,406546.56000,14876.00000,3612,6,60,6,43,12000.00000,1200.00000,2876.00000,,43,3,180,300
2022-01-18,484816.52608,79116.68608,405699.84000,10276.00000,3577,8,37,3,67,7400.00000,600.00000,2876.00000,,67,3,180,360
2022-01-19,479436.30306,75187.98306,404248.32000,13276.00000,3519,4,52,7,49,10400.00000,1400.00000,2876.00000,,49,3,180,300
2022-01-20,479869.57437,73392.13437,406477.44000,11476.00000,3479,11,43,5,76,8600.00000,1000.00000,2876.00000,,76,3,180,360
2022-01-21,480452.36959,70605.32959,409847.04000,14276.00000,3425,10,57,5,39,11400.00000,1000.00000,2876.00000,,39,3,180,300
2022-01-22,479776.17300,69203.37300,410572.80000,10876.00000,3389,11,40,4,78,8000.00000,800.00000,2876.00000,,78,3,180,360
2022-01-23,476473.78161,66764.98161,409708.80000,16876.00000,3323,9,70,3,33,14000.00000,600.00000,2876.00000,,33,3,180,300
2022-01-24,476848.67015,65118.11015,411730.56000,11476.00000,3286,11,43,3,58,8600.00000,600.00000,2876.00000,,58,3,180,360
2022-01-25,474678.56160,63068.96160,411609.60000,15676.00000,3225,10,64,5,36,12800.00000,1000.00000,2876.00000,,36,3,180,300
2022-01-26,473713.48920,61654.60920,412058.88000,11876.00000,3181,8,45,4,78,9000.00000,800.00000,2876.00000,,78,3,180,360
2022-01-27,470767.62994,59952.90994,410814.72000,14876.00000,3118,4,60,3,40,12000.00000,600.00000,2876.00000,,40,3,180,300
2022-01-28,468223.12440,57615.76440,410607.36000,13876.00000,3071,12,55,2,65,11000.00000,400.00000,2876.00000,,65,3,180,360
2022-01-29,465111.15643,56508.27643,408602.88000,13276.00000,3022,9,52,1,48,10400.00000,200.00000,2876.00000,,48,3,180,300
2022-01-30,464878.45130,55411.57130,409466.88000,12276.00000,2981,8,47,0,77,9400.00000,0.00000,2876.00000,,77,3,180,360
2022-01-31,463525.64078,54248.84078,409276.80000,14476.00000,2926,11,58,5,44,11600.00000,1000.00000,2876.00000,,44,3,180,300
2022-02-01,461872.62896,53546.22896,408326.40000,11076.00000,2885,11,41,5,61,8200.00000,1000.00000,2876.00000,,61,3,180,360
2022-02-02,458783.82799,50837.58799,407946.24000,15476.00000,2825,10,63,3,42,12600.00000,600.00000,2876.00000,,42,3,180,300
2022-02-03,458124.07758,49780.39758,408343.68000,11076.00000,2789,12,41,5,62,8200.00000,1000.00000,2876.00000,,62,3,180,360
2022-02-04,457122.84671,48191.64671,408931.20000,15876.00000,2731,11,65,3,44,13000.00000,600.00000,2876.00000,,44,3,180,300
2022-02-05,457427.07324,47856.51324,409570.56000,8876.00000,2706,10,30,3,64,6000.00000,600.00000,2876.00000,,64,3,180,360
2022-02-06,456808.34592,45976.34592,410832.00000,16876.00000,2648,17,70,1,50,14000.00000,200.00000,2876.00000,,50,3,180,300
2022-02-07,458163.87491,45448.35491,412715.52000,8076.00000,2629,13,26,1,57,5200.00000,200.00000,2876.00000,,57,3,180,360
2022-02-08,459004.20202,45044.52202,413959.68000,12676.00000,2589,11,49,1,40,9800.00000,200.00000,2876.00000,,40,3,180,300
2022-02-09,454595.33333,41395.97333,413199.36000,9076.00000,2568,16,31,2,63,6200.00000,400.00000,2876.00000,,63,3,180,360
2022-02-10,456906.89419,42757.13419,414149.76000,13200.00000,2505,10,66,2,0,13200.00000,400.00000,0.00000,,0,0,0,0
2022-02-11,458795.30427,44075.30427,414720.00000,6800.00000,2473,8,34,3,0,6800.00000,600.00000,0.00000,,0,0,0,0
2022-02-12,456608.14026,44704.78026,411903.36000,10800.00000,2423,12,54,1,0,10800.00000,200.00000,0.00000,,0,0,0,0
2022-02-13,453782.69293,43140.77293,410641.92000,8000.00000,2382,6,40,3,0,8000.00000,600.00000,0.00000,,0,0,0,0
2022-02-14,447488.23004,38989.03004,408499.20000,13600.00000,2317,8,68,0,0,13600.00000,0.00000,0.00000,,0,0,0,0
2022-02-15,444971.32166,36575.80166,408395.52000,7400.00000,2283,6,37,0,0,7400.00000,0.00000,0.00000,,0,0,0,0
2022-02-16,440665.93482,34568.65482,406097.28000,11400.00000,2222,6,57,2,0,11400.00000,400.00000,0.00000,,0,0,0,0
2022-02-17,442170.56429,33878.72429,408291.84000,7400.00000,2197,15,37,2,0,7400.00000,400.00000,0.00000,,0,0,0,0
2022-02-18,440155.03082,33003.67082,407151.36000,11400.00000,2152,14,57,0,0,11400.00000,0.00000,0.00000,,0,0,0,0
2022-02-19,438252.58939,32172.58939,406080.00000,7600.00000,2115,8,38,3,0,7600.00000,600.00000,0.00000,,0,0,0,0
2022-02-20,437945.91716,29861.43716,408084.48000,11600.00000,2061,10,58,4,0,11600.00000,800.00000,0.00000,,0,0,0,0
2022-02-21,435258.23863,28417.91863,406840.32000,8200.00000,2021,9,41,0,0,8200.00000,0.00000,0.00000,,0,0,0,0
2022-02-22,436043.66988,27267.98988,408775.68000,9000.00000,1982,11,45,3,0,9000.00000,600.00000,0.00000,,0,0,0,0
2022-02-23,433768.82334,26133.62334,407635.20000,7200.00000,1945,6,36,2,0,7200.00000,400.00000,0.00000,,0,0,0,0
2022-02-24,429108.41010,21559.61010,407548.80000,10400.00000,1897,10,52,2,0,10400.00000,400.00000,0.00000,,0,0,0,0
2022-02-25,433272.18287,26207.22287,407064.96000,0.00000,1906,11,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-26,433746.94471,26267.26471,407479.68000,0.00000,1910,8,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-27,435562.33719,26371.93719,409190.40000,0.00000,1919,10,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-28,435608.09052,26711.45052,408896.64000,0.00000,1925,10,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-03-01,435599.75669,26789.51669,408810.24000,0.00000,1933,13,0,2,0,0.00000,400.00000,0.00000,,0,0,0,0
2022-03-02,436870.28866,27109.64866,409760.64000,0.00000,1942,9,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-03,435995.68354,27185.44354,408810.24000,0.00000,1946,9,0,3,0,0.00000,600.00000,0.00000,,0,0,0,0
2022-03-04,434692.97573,27334.25573,407358.72000,0.00000,1945,6,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-03-05,436355.33491,27389.57491,408965.76000,0.00000,1959,18,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-03-06,435391.89944,27393.81944,407998.08000,0.00000,1963,9,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
