Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),OGI Deployment Cost ($),OGI Sites flagged for Follow-Up,OGI Leaks tagged for repair,OGI Sites Visited,OGI Travel Time (Minutes),OGI Survey Time (Minutes)
2022-01-01,1040.00712,733.58377,306.42335,2876.00000,392,393,0,1,18,0.00000,200.00000,2876.00000,,18,3,180,300
2022-01-02,1033.75054,727.32719,306.42335,2876.00000,390,0,0,2,32,0.00000,400.00000,2876.00000,,32,3,180,360
2022-01-03,1034.45813,730.00858,304.44955,2876.00000,390,1,0,0,25,0.00000,0.00000,2876.00000,,25,3,180,300
2022-01-04,1043.17265,738.72310,304.44955,2876.00000,392,2,0,0,36,0.00000,0.00000,2876.00000,,36,3,180,360
2022-01-05,1043.17265,738.72310,304.44955,0.00000,392,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-06,1051.44027,738.72310,312.71717,0.00000,393,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-07,1056.09546,741.40449,314.69097,0.00000,395,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-08,1056.54236,741.85139,314.69097,0.00000,396,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-09,1057.47340,744.53278,312.94062,0.00000,397,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-10,1061.71894,748.77831,312.94062,0.00000,399,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-11,1059.52168,748.55487,310.96682,0.00000,397,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-12,1056.61685,745.20313,311.41372,0.00000,398,2,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-13,1045.44438,742.29829,303.14610,0.00000,395,0,0,2,0,0.00000,400.00000,0.00000,,0,0,0,0
2022-01-14,1045.44438,742.29829,303.14610,0.00000,395,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-15,1045.44438,742.29829,303.14610,0.00000,395,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
