Program Name,Simulation,Mitigated Methane (kg),Total Cost ($),Mitigation Ratio ($/tonne CO2e),Value of Mitigated Methane ($)
P_aircraft,0,1330206.658010074,36750.0,0.9866887916223769,216739.11909662775
P_aircraft,1,1124520.8042010346,31950.0,1.0147179352383373,183225.40113651863
P_aircraft,2,1164031.7714252137,35550.0,1.0907286968536398,189663.17693568277
P_aircraft,3,1377682.8125601893,37150.0,0.9630560112890635,224474.71405349
P_aircraft,4,1656907.369683697,30750.0,0.6628097054839791,269970.5655263945
P_drone,0,1335553.2458164017,37700.0,1.0081429367539156,217610.2730066899
P_drone,1,1121657.669550802,32900.0,1.0475566938980236,182758.892208594
P_drone,2,1161276.5185910985,36700.0,1.1286840513269745,189214.2458853391
P_drone,3,1027224.7933682523,25300.0,0.8796238509865336,167372.33683817898
P_drone,4,1660633.602854378,33500.0,0.7204651100472083,270577.70464278583
P_OGI,0,928757.940967368,39304.0,1.5113887309024963,151328.4997989693
P_OGI,1,1076612.6785950623,36904.0,1.22420999325397,175419.42235954996
P_OGI,2,1128691.7196513845,39904.0,1.2626502279852256,183904.99519439807
P_OGI,3,1195771.7498771558,38704.0,1.1559778983135531,194834.77559548122
P_OGI,4,1605605.3269300142,37104.0,0.825322907763757,261611.59401821968
P_stationary,0,2153579.442790629,246350.0,4.085391098604412,350896.53816145036
P_stationary,1,3045159.67890796,244750.0,2.8704804838694393,496167.43559411855
P_stationary,2,2229650.944460582,246750.0,3.952412381809836,363291.356786827
P_stationary,3,2657214.88342129,242350.0,3.2573041784686074,432957.09701583616
P_stationary,4,3202788.923967884,246150.0,2.7448176065503285,521850.98146454943
P_truck,0,1345784.9488050218,39300.0,1.0429388661373555,219277.39012661873
P_truck,1,1115037.5119181045,31900.0,1.0217465350792527,181680.2273823796
P_truck,2,1169233.3562579043,36300.0,1.10878514069916,190510.70457941768
P_truck,3,1365617.8340498316,34900.0,0.912721363437532,222508.88957162603
P_truck,4,1667124.534816916,32900.0,0.7048063749652863,271635.3139001182
