Program Name,Simulation,"Total ""True"" Mitigated Emissions (Kg Methane)","Total ""True"" Emissions (Kg Methane)","Total ""Estimated"" Emissions (Kg Methane)","Total ""True"" Mitigable Emissions (Kg Methane)","Total ""True"" Non-Mitigable Emissions (Kg Methane)","Average ""True"" Emissions Rate (g/s)","95th Percentile ""True"" Emissions Rate (g/s)","5th Percentile ""True"" Emissions Rate (g/s)","Average ""True"" Emissions Amount (Kg Methane)","95th Percentile ""True"" Emissions Amount (Kg Methane)","5th Percentile ""True"" Emissions Amount (Kg Methane)","Year 2017 ""True"" Mitigated Emissions (Kg Methane)","Year 2018 ""True"" Mitigated Emissions (Kg Methane)","Year 2019 ""True"" Mitigated Emissions (Kg Methane)","Year 2020 ""True"" Mitigated Emissions (Kg Methane)","Year 2021 ""True"" Mitigated Emissions (Kg Methane)","Year 2022 ""True"" Mitigated Emissions (Kg Methane)","Year 2017 ""True"" Emissions (Kg Methane)","Year 2018 ""True"" Emissions (Kg Methane)","Year 2019 ""True"" Emissions (Kg Methane)","Year 2020 ""True"" Emissions (Kg Methane)","Year 2021 ""True"" Emissions (Kg Methane)","Year 2022 ""True"" Emissions (Kg Methane)","Year 2017 ""Estimated"" Emissions (Kg Methane)","Year 2018 ""Estimated"" Emissions (Kg Methane)","Year 2019 ""Estimated"" Emissions (Kg Methane)","Year 2020 ""Estimated"" Emissions (Kg Methane)","Year 2021 ""Estimated"" Emissions (Kg Methane)","Year 2022 ""Estimated"" Emissions (Kg Methane)"
P_aircraft,0,46712.9518367328,2127975.975944698,0.0,1397583.8869143457,730392.0890303521,0.03165016000513834,0.095690057,0.002586218,841.0972236935564,3017.681637552,43.72901407152,22588.06478269458,10.694873759818877,11747.842379423999,0.0,12358.328612512485,8.02118834191543,265749.9966439525,345255.71515128086,361490.42031669314,360414.6454006004,363355.64363808697,377531.46200319775,17173.507100620263,14166.282105367054,27772.21638349336,9778.725449205387,5485.702617158338,11.671333441999806
P_aircraft,1,37788.613743168,2149393.6577560897,0.0,1459399.994699213,689993.6630568767,0.03131311354375951,0.095690057,0.002586218,817.881909344022,3017.681637552,45.9746801424,0.0,0.0,18820.233446227205,8476.769363414402,0.0,10491.610933526401,311957.5419868821,336919.8725059532,344839.594766143,331592.7014112694,371178.7373040507,388317.234067317,0.0,10153.459498296392,17574.792230382547,19532.34886417444,10446.838119329874,18024.48990648873
P_aircraft,2,42919.6780321056,2108895.759642154,0.0,1459648.2464986753,649247.5131434784,0.03155330618771998,0.095690057,0.002586218,824.7539146038928,3017.681637552,42.6788039232,18225.635094172805,14381.229693480276,13.368647236525716,0.0,0.0,10299.444597216,306722.3370561149,347674.87622931396,340387.5568321143,367174.2162869061,316106.6414686682,365934.2323049827,21494.45604769882,18100.486591616635,45.72974584933091,0.0,9353.654282885902,19674.707382224507
P_aircraft,3,21993.8826285216,2137208.7488232963,0.0,1485181.7885726786,652026.9602506177,0.0317389681672698,0.095690057,0.002586218,859.3521306084826,3017.681637552,52.22008626624,0.0,0.0,0.0,14428.5626147904,7565.320013731201,0.0,248820.80792072936,381650.7093781956,411746.0573525107,340126.256704144,339395.3367397628,251796.62755816698,0.0,0.0,9678.99877995541,20581.141794529125,11087.931124811756,26.38032962850562
P_aircraft,4,48795.7220082144,2075151.0925363104,0.0,1446574.4568840098,628576.6356523008,0.030101521043759506,0.095690057,0.002586218,789.6313137504986,3017.681637552,43.572600864,0.0,9940.361710031999,11746.278263635202,15660.223620714021,3.119350978779429,11445.7390628544,287876.65124245797,328527.00675670285,361697.34062368533,349480.02304431354,350294.8638308501,231024.91475232577,8946.973653686557,19695.771243845695,17683.713006130067,6956.71058315504,9449.635751231997,10540.773357819475
P_drone,0,64540.400452444796,2110156.5715006753,0.0,1379764.4824703233,730392.0890303521,0.03165016000513834,0.095690057,0.002586218,834.0539808303064,3017.681637552,43.72901407152,22588.06478269458,10.694873759818877,11692.650423772802,0.0,30240.96918387568,8.02118834191543,265749.9966439525,345255.98375434586,361505.1228108314,360376.98267189955,345558.9308255617,377531.46200319775,17173.507100620263,17845.27470059132,27709.94223448092,20832.31987245714,23338.675373712664,100.09079461450588
P_drone,1,37788.613743168,2149393.6577560897,0.0,1459399.994699213,689993.6630568767,0.03131311354375951,0.095690057,0.002586218,817.881909344022,3017.681637552,45.9746801424,0.0,0.0,18820.233446227205,8476.769363414402,0.0,10491.610933526401,311957.5419868821,336919.8725059532,344839.594766143,331592.7014112694,371178.7373040507,388317.234067317,0.0,10153.459498296392,17574.792230382547,19532.34886417444,10446.838119329874,18024.48990648873
P_drone,2,42919.6780321056,2108895.759642154,0.0,1459648.2464986753,649247.5131434784,0.03155330618771998,0.095690057,0.002586218,824.7539146038928,3017.681637552,42.6788039232,18225.635094172805,14381.229693480276,13.368647236525716,0.0,0.0,10299.444597216,306722.3370561149,347674.87622931396,340387.5568321143,367174.2162869061,316106.6414686682,365934.2323049827,21494.45604769882,18100.486591616635,45.72974584933091,0.0,9353.654282885902,19674.707382224507
P_drone,3,38359.3030344864,2120891.369998061,0.0,1468864.4097474432,652026.9602506177,0.0317389681672698,0.095690057,0.002586218,852.7910615191239,3017.681637552,52.22008626624,0.0,0.0,16456.364235792003,14337.618784963199,7565.320013731201,0.0,248820.80792072936,381614.05812421173,395369.10638584377,340222.4800995596,339395.3367397628,251796.62755816698,0.0,9652.480943715147,19241.97177419628,20624.014782422433,11114.388444293629,26.38032962850562
P_drone,4,48795.7220082144,2075151.0925363104,0.0,1446574.4568840098,628576.6356523008,0.030101521043759506,0.095690057,0.002586218,789.6313137504986,3017.681637552,43.572600864,0.0,9940.361710031999,11746.278263635202,15660.223620714021,3.119350978779429,11445.7390628544,287876.65124245797,328527.00675670285,361697.34062368533,349480.02304431354,350294.8638308501,231024.91475232577,8946.973653686557,19695.771243845695,17683.713006130067,6956.71058315504,9449.635751231997,10540.773357819475
P_none,0,0.0,2174636.1937671937,0.0,1444244.1047368417,730392.0890303521,0.03165016000513834,0.095690057,0.002586218,859.5399975364402,3017.681637552,45.5166054648,0.0,0.0,0.0,0.0,0.0,0.0,281753.26263290585,345292.1249962235,373172.3282501645,360438.4710059143,375690.1456405489,377539.4841962762,0.0,0.0,0.0,0.0,0.0,0.0
P_none,1,0.0,2187168.8645464415,0.0,1497175.201489565,689993.6630568767,0.03131311354375951,0.095690057,0.002586218,832.2560367376109,3017.681637552,45.9746801424,0.0,0.0,0.0,0.0,0.0,0.0,311957.5419868821,336960.037623667,363635.01817826915,340054.1156910711,371200.4659020365,398773.7094500414,0.0,0.0,0.0,0.0,0.0,0.0
P_none,2,0.0,2151740.35873849,0.0,1502492.8455950113,649247.5131434784,0.03155330618771998,0.095690057,0.002586218,841.5097218375009,3017.681637552,42.6788039232,0.0,0.0,0.0,0.0,0.0,0.0,319372.0932312636,361963.61640111374,340400.9271539117,367174.2162869061,316129.7446164001,376202.5295827772,0.0,0.0,0.0,0.0,0.0,0.0
P_none,3,0.0,2159011.8058238784,0.0,1506984.845573261,652026.9602506177,0.0317389681672698,0.095690057,0.002586218,868.1189408218248,3017.681637552,52.22008626624,0.0,0.0,0.0,0.0,0.0,0.0,248820.80792072936,381650.7093781956,411777.12694647093,354471.148152734,346822.4326977948,251796.62755816698,0.0,0.0,0.0,0.0,0.0,0.0
P_none,4,0.0,2123882.461171008,0.0,1495305.8255187073,628576.6356523008,0.030101521043759506,0.095690057,0.002586218,808.1744525003836,3017.681637552,43.7960500992,0.0,0.0,0.0,0.0,0.0,0.0,287896.814938959,338426.79900863377,373433.75548481033,365106.1620648902,350322.0028937199,242446.63449402023,0.0,0.0,0.0,0.0,0.0,0.0
P_OGI,0,594001.5240961728,1581636.3924948769,0.0,851244.3034645249,730392.0890303521,0.03165016000513834,0.095690057,0.002586218,625.1527243062754,3017.681637552,37.4724326304,107504.57566003127,74481.20890371551,93551.70698521915,113451.39470468706,108513.23868556044,96494.082474238,203331.71012883476,270861.9579260343,279703.44881972147,247239.00798805183,267330.2869772342,281503.0675543031,209860.0032954183,334861.8242436196,259337.42942044113,208493.2456967938,333330.96702837665,141031.61386267224
P_OGI,1,600105.0393906912,1587779.5329862847,0.0,897785.8699294081,689993.6630568767,0.03131311354375951,0.095690057,0.002586218,604.1779044848877,3017.681637552,35.9194615776,110042.06495239587,102053.77647795415,91040.34253496864,80827.99540023658,113551.9743903264,102588.88563480967,231403.70195464054,235077.70905292532,272688.8510370471,259229.58233831832,257675.64610219563,296585.61148892634,222143.73318800717,187703.00628598852,239723.48053711443,218419.6827551898,318868.8901007806,139426.96067889727
P_OGI,2,596435.3330080321,1556945.5898564928,0.0,907698.0767130144,649247.5131434784,0.03155330618771998,0.095690057,0.002586218,608.895420358425,3014.374589182083,33.60676497408001,106304.42979999006,109663.48055166121,89132.10365145604,110029.31805023228,98431.37677657293,82874.6241781197,246344.65174814808,252541.060989308,251408.6290116548,257262.29876112397,218242.18155142988,293859.86937650654,264724.7108411591,169830.3087204732,232391.6185410192,240546.56060556896,200276.19017950178,110101.42946741413
P_OGI,3,591259.3554182401,1569255.3698153184,0.0,917228.4095647009,652026.9602506177,0.0317389681672698,0.095690057,0.002586218,630.9832608827174,3017.681637552,39.03658138944,73237.28465524247,108558.60863093074,113555.07907489927,101247.47249294682,94067.21073037754,100585.7475955444,196911.98905475592,273272.4319270536,298424.99755681556,253526.81132998556,253188.18273303527,152151.87024598135,262825.35181602585,258316.66480170714,227734.2040650759,184049.76106088414,239253.9339781832,112826.12065513301
