Program Name,Simulation,Mitigated Methane (kg),Total Cost ($),Mitigation Ratio ($/tonne CO2e),Value of Mitigated Methane ($)
P_aircraft,0,46712.9518367328,16400.0,12.538584325850897,7611.2414342012635
P_aircraft,1,37788.613743168,16200.0,15.310734405440618,6157.14167814286
P_aircraft,2,42919.6780321056,16400.0,13.646753949928247,6993.178956497903
P_aircraft,3,21993.8826285216,12700.0,20.622617490157857,3583.60463595296
P_aircraft,4,48795.7220082144,18900.0,13.833179881760305,7950.600562746714
P_drone,0,64540.4004524448,25800.0,14.276771835456866,10515.982201692259
P_drone,1,37788.613743168,20700.0,19.563716184729678,6157.14167814286
P_drone,2,42919.6780321056,20900.0,17.39129009472563,6993.178956497903
P_drone,3,38359.3030344864,22100.0,20.576122396596148,6250.12775179796
P_drone,4,48795.7220082144,23400.0,17.126794139322282,7950.600562746714
P_OGI,0,594001.5240961728,259424.0,15.597843576648417,96784.48555298374
P_OGI,1,600105.0393906912,278224.0,16.558053634511047,97778.97052293996
P_OGI,2,596435.3330080321,275424.0,16.492268120606063,97181.04167937918
P_OGI,3,591259.3554182401,271224.0,16.382948260868403,96337.68638828959
P_OGI,4,595083.4652989728,281624.0,16.901830728815177,96960.77318603468
P_stationary,0,1305684.5876100864,1168430.0,31.959971997160835,212743.58058017676
P_stationary,1,1354085.6982734303,1188430.0,31.34508297779678,220629.88458061282
P_stationary,2,1360518.3541955808,1188430.0,31.196880542287094,221677.99854818554
P_stationary,3,1371033.427324032,1182830.0,30.811742244592686,223391.28698601853
P_stationary,4,1353035.7104380126,1193630.0,31.506664996552487,220458.80331505137
P_truck,0,649944.0457473311,234400.0,12.880229653927787,105899.56010903385
P_truck,1,658740.7944014688,256600.0,13.91182357639225,107332.87089779839
P_truck,2,665840.6697634272,251400.0,13.484564455579907,108489.69921645129
P_truck,3,655722.4424459328,247600.0,13.485671025490753,106841.07141684771
P_truck,4,651723.1484348736,259000.0,14.193143242209617,106189.44074296273
