Program Name,Simulation,"Average ""True"" Daily Emissions (Kg Methane)","Average ""True"" Mitigable Daily Emissions (Kg Methane)","Average ""True"" Non-Mitigable Daily Emissions (Kg Methane)","95th Percentile ""True"" Daily Emissions (Kg Methane)","95th Percentile ""True"" Mitigable Daily Emissions (Kg Methane)","95th Percentile ""True"" Non-Mitigable Daily Emissions (Kg Methane)","5th Percentile ""True"" Daily Emissions (Kg Methane)","5th Percentile ""True"" Mitigable Daily Emissions (Kg Methane)","5th Percentile ""True"" Non-Mitigable Daily Emissions (Kg Methane)",Average Daily Cost ($),Total Cost ($),95th Percentile Daily Cost ($),5th Percentile Daily Cost ($)
P_aircraft,0,419274.4746929863,57493.814090246575,361780.6606027397,475991.13161599997,95415.49289599998,382976.64,365343.411972,13717.218594,345465.21599999996,1263.972602739726,461350.0,12800.0,0.0
P_aircraft,1,418801.6270040548,53495.75171638356,365305.8752876712,475149.749884,98178.01159199997,377547.264,372919.89427,13435.245796000001,354163.968,1267.8082191780823,462750.0,13239.999999999985,0.0
P_aircraft,2,416655.23914279457,49996.26884142466,366658.9703013699,467136.779218,93120.494998,377903.232,384632.18734,8485.980534,355024.512,1285.890410958904,469350.0,13479.999999999996,0.0
P_aircraft,3,451734.43381983566,60804.30691572603,390930.12690410955,512715.1222759999,120082.41827599997,401334.912,399077.545606,10612.945762000001,383339.52,1341.7808219178082,489750.0,14279.999999999996,0.0
P_aircraft,4,416530.32102394523,49153.544256821915,367376.7767671233,455248.181734,95942.48265199999,383512.32,372187.030458,12138.94552,354326.4,1276.5753424657535,465950.0,13000.0,0.0
P_drone,0,419751.5921268492,57970.9315241096,361780.6606027397,476459.954356,95884.31564599997,382976.64,365812.234718,14186.041344000001,345465.21599999996,1279.1780821917807,466900.0,13000.0,0.0
P_drone,1,418288.5754773973,52982.700189726034,365305.8752876712,475153.222154,98181.48386199998,377547.264,372923.35641,13438.707936,354163.968,1280.2739726027398,467300.0,13479.999999999996,0.0
P_drone,2,416700.0353652603,50041.065063890404,366658.9703013699,466872.817376,93092.850104,377903.232,384827.91253,8681.705724,355024.512,1300.5479452054794,474700.0,13200.0,0.0
P_drone,3,451636.76613936987,60706.63923526026,390930.12690410955,511406.4805199999,118773.77651999996,401334.912,399050.915202,10586.315356000001,383339.52,1358.6301369863013,495900.0,14000.0,0.0
P_drone,4,416820.62877931504,49443.852012191775,367376.7767671233,454054.218138,95429.75028399998,383512.32,372748.215814,12700.13087,354326.4,1290.6849315068494,471100.0,13000.0,0.0
P_none,0,457124.7252044931,95344.06460175343,361780.6606027397,485173.642344,103975.081884,382976.64,438328.288526,86743.40731,345465.21599999996,0.0,0.0,0.0,0.0
P_none,1,463475.5976265205,98169.7223388493,365305.8752876712,490086.47112999996,114413.147416,377547.264,441186.250732,86840.903232,354163.968,0.0,0.0,0.0,0.0
P_none,2,459269.221807726,92610.25150635616,366658.9703013699,472835.002042,96267.547106,377903.232,447692.64299,88792.47789000001,355024.512,0.0,0.0,0.0,0.0
P_none,3,505775.24957950687,114845.12267539726,390930.12690410955,518550.66941599996,128124.28990999999,401334.912,492479.54123000003,100805.382702,383339.52,0.0,0.0,0.0,0.0
P_none,4,458288.2118480274,90911.43508090412,367376.7767671233,472884.188262,99289.84196599999,383512.32,444698.838682,84804.32634,354326.4,0.0,0.0,0.0,0.0
P_OGI,0,421509.6054147671,59728.944812027396,361780.6606027397,474758.8852,94165.51462999996,382976.64,372834.911976,19430.386706,345465.21599999996,1388.054794520548,506640.0,11800.0,0.0
P_OGI,1,420387.49041224655,55081.615124575335,365305.8752876712,475471.61322,98497.70469799997,377547.264,377393.101326,17703.436512,354163.968,1403.3972602739725,512240.0,11839.999999999985,0.0
P_OGI,2,416385.95363786304,49726.98333649315,366658.9703013699,466377.82074399997,93043.42074399997,377903.232,386309.081212,11279.514458,355024.512,1394.6301369863013,509040.0,11725.599999999997,0.0
P_OGI,3,455806.27245383564,64876.145549726025,390930.12690410955,508705.02861599997,116072.32461599998,401334.912,408945.29683999997,20268.018418,383339.52,1458.1917808219177,532240.0,12230.399999999998,0.0
P_OGI,4,416526.56346789043,49149.786700767116,367376.7767671233,452103.09861399996,93110.73653199994,383512.32,376479.410242,16469.035324,354326.4,1381.4794520547946,504240.0,11325.599999999997,0.0
P_stationary,0,431891.1331970959,70110.47259435616,361780.6606027397,456520.62359000003,87497.720074,382976.64,413487.409702,62226.643994000005,345465.21599999996,2260.5479452054797,825100.0,6900.0,1300.0
P_stationary,1,440785.93295758904,75480.0576699178,365305.8752876712,458143.717534,86732.415908,377547.264,428673.44025,69007.99825399999,354163.968,2235.890410958904,816100.0,6699.999999999977,1300.0
P_stationary,2,439948.6904206301,73289.72011926028,366658.9703013699,469557.61711,94972.57132399999,377903.232,423694.162834,67095.318494,355024.512,2255.068493150685,823100.0,7179.999999999995,1300.0
P_stationary,3,478523.937382548,87593.81047841095,390930.12690410955,513436.76224,121751.00639,401334.912,460226.280322,68959.0919,383339.52,2298.904109589041,839100.0,7059.999999999991,1300.0
P_stationary,4,437767.54430764384,70390.76754052054,367376.7767671233,456653.71922200004,96579.62416,383512.32,421556.677764,58810.330548,354326.4,2236.4383561643835,816300.0,6300.0,1300.0
P_truck,0,419060.8010050411,57280.14040227397,361780.6606027397,475792.270886,95216.63216599998,382976.64,365144.609452,13518.416074,345465.21599999996,1274.7945205479452,465300.0,12800.0,0.0
P_truck,1,418837.1521832329,53531.27689556165,365305.8752876712,475248.886134,98277.14784199998,377547.264,373019.048666,13534.400192000001,354163.968,1277.5342465753424,466300.0,13400.0,0.0
P_truck,2,415104.9936100822,48446.02330871233,366658.9703013699,466741.568028,93093.703392,377903.232,382825.997158,6588.501234,355024.512,1297.2602739726028,473500.0,13400.0,0.0
P_truck,3,451787.4916767397,60857.364772630135,390930.12690410955,511667.28528999997,119034.58128999997,401334.912,399331.718426,10867.118576,383339.52,1347.123287671233,491700.0,14200.0,0.0
P_truck,4,416778.249739589,49401.47297246576,367376.7767671233,455486.267502,96157.544956,383512.32,372667.673104,12619.58816,354326.4,1292.876712328767,471900.0,13079.999999999996,0.0
