Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),truck Deployment Cost ($),truck Sites flagged for Follow-Up,truck Leaks tagged for repair,truck Sites Visited,truck Travel Time (Minutes),truck Survey Time (Minutes),OGI_FU_persitehigh Deployment Cost ($),OGI_FU_persitehigh Sites flagged for Follow-Up,OGI_FU_persitehigh Leaks tagged for repair,OGI_FU_persitehigh Sites Visited,OGI_FU_persitehigh Travel Time (Minutes),OGI_FU_persitehigh Survey Time (Minutes)
2022-01-01,944.25913,600.18459,344.07454,400.00000,355,357,0,2,0.00000,0.00000,400.00000,400.00000,0,,10,180,270,0.00000,,0,0,0,0
2022-01-02,944.25913,600.18459,344.07454,400.00000,355,0,0,0,0.00000,0.00000,0.00000,400.00000,0,,1,20,30,0.00000,,0,0,0,0
2022-01-03,944.48258,600.40804,344.07454,5512.00000,356,1,0,0,28.00000,0.00000,0.00000,0.00000,9,,0,0,0,5512.00000,,28,3,120,360
2022-01-04,942.69499,598.62044,344.07454,5512.00000,356,1,0,1,37.00000,0.00000,200.00000,0.00000,1,,0,0,0,5512.00000,,37,3,120,360
2022-01-05,951.40951,607.33496,344.07454,5512.00000,359,3,0,0,50.00000,0.00000,0.00000,0.00000,0,,0,0,0,5512.00000,,50,3,120,360
2022-01-06,946.75432,604.65357,342.10074,2756.00000,357,0,0,1,15.00000,0.00000,200.00000,0.00000,0,,0,0,0,2756.00000,,15,1,30,120
2022-01-07,946.30742,604.65357,341.65384,0.00000,356,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-08,947.42466,606.21772,341.20695,0.00000,356,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-09,946.97776,605.77082,341.20695,0.00000,355,0,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-10,944.29637,603.08943,341.20695,0.00000,354,0,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-11,944.29637,603.08943,341.20695,0.00000,354,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-12,946.27018,603.08943,343.18075,0.00000,355,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-13,943.58878,600.40804,343.18075,0.00000,354,0,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-14,935.32116,600.40804,334.91313,0.00000,353,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-15,935.32116,600.40804,334.91313,0.00000,353,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-16,935.32116,600.40804,334.91313,0.00000,353,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-17,933.34736,600.40804,332.93933,0.00000,352,1,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-18,859.83257,526.89325,332.93933,5200.00000,328,2,26,0,0.00000,5200.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-19,750.97556,416.06244,334.91313,6200.00000,299,2,31,0,0.00000,6200.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-20,623.38606,289.14328,334.24278,8000.00000,260,2,40,0,0.00000,8000.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-21,560.82028,226.57750,334.24278,2800.00000,246,0,14,0,0.00000,2800.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-22,560.59683,226.35405,334.24278,0.00000,245,0,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
