Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),OGI_mdl_high Deployment Cost ($),OGI_mdl_high Sites flagged for Follow-Up,OGI_mdl_high Leaks tagged for repair,OGI_mdl_high Sites Visited,OGI_mdl_high Travel Time (Minutes),OGI_mdl_high Survey Time (Minutes)
2022-01-01,982.91585,671.46489,311.45096,2876.00000,362,364,0,2,20,0.00000,400.00000,2876.00000,,20,3,180,300
2022-01-02,975.09512,671.91179,303.18334,2876.00000,362,2,0,1,29,0.00000,200.00000,2876.00000,,29,3,180,360
2022-01-03,975.80271,674.59318,301.20954,2876.00000,362,1,0,0,31,0.00000,0.00000,2876.00000,,31,3,180,300
2022-01-04,968.91303,669.67729,299.23574,2876.00000,360,1,0,2,29,0.00000,400.00000,2876.00000,,29,3,180,360
2022-01-05,965.78474,666.99590,298.78884,0.00000,358,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-06,967.79578,669.00695,298.78884,0.00000,359,2,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-07,967.79578,669.00695,298.78884,0.00000,359,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-08,959.52816,669.00695,290.52122,0.00000,358,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-09,968.91303,669.45384,299.45919,0.00000,360,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-10,966.64130,665.20831,301.43299,0.00000,359,1,0,2,0,0.00000,400.00000,0.00000,,0,0,0,0
2022-01-11,975.80271,665.43176,310.37096,0.00000,361,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-12,978.70755,668.33660,310.37096,0.00000,363,3,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-13,982.05929,671.24144,310.81785,0.00000,363,2,0,2,0,0.00000,400.00000,0.00000,,0,0,0,0
2022-01-14,982.05929,671.24144,310.81785,0.00000,363,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
