Program Name,Simulation,Mitigated Methane (kg),Total Cost ($),Mitigation Ratio ($/tonne CO2e),Value of Mitigated Methane ($)
P_aircraft,0,0.0,250.0,inf,0.0
P_aircraft,1,0.0,250.0,inf,0.0
P_aircraft,2,15961.4242144704,5150.0,11.523318280196099,2600.697420164092
P_aircraft,3,0.0,250.0,inf,0.0
P_aircraft,4,11568.6361206144,6750.0,20.838362107513973,1884.952226658006
P_drone,0,0.0,1000.0,inf,0.0
P_drone,1,0.0,1000.0,inf,0.0
P_drone,2,15961.4242144704,5900.0,13.201471427797474,2600.697420164092
P_drone,3,0.0,1000.0,inf,0.0
P_drone,4,11568.6361206144,7500.0,23.153735675015525,1884.952226658006
P_OGI,0,136580.8737796128,55504.0,14.5136405957128,22253.999474581484
P_OGI,1,146684.12998409278,61704.0,15.023535851855742,23900.187934532754
P_OGI,2,142355.47181235842,57504.0,14.426662070435393,23194.891841356068
P_OGI,3,132959.4323679936,58304.0,15.661060499435228,21663.934752917427
P_OGI,4,122906.4522569856,56304.0,16.360875331855105,20025.938099964806
P_stationary,0,280593.4449735936,250550.0,31.89031834495063,45718.89316720304
P_stationary,1,308923.90039512,259750.0,30.0293557812151,50334.95632903802
P_stationary,2,316507.5432452736,259750.0,29.309840830860654,51570.607993377576
P_stationary,3,273739.3638562368,251150.0,32.76709177220693,44602.11368437062
P_stationary,4,277928.3661794208,253150.0,32.53022191601281,45284.654752672606
P_truck,0,149141.62436999043,52500.0,12.571942996601011,24300.60328742323
P_truck,1,155326.69865652482,57700.0,13.26696764650332,25308.37718807117
P_truck,2,155919.0625301376,54300.0,12.437771769637658,25404.894840706853
P_truck,3,141488.0419601088,54900.0,13.857809172785714,23053.555921164574
P_truck,4,129645.9039743136,52100.0,14.352279776482133,21124.040278007626
