Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),truck Deployment Cost ($),truck Sites flagged for Follow-Up,truck Leaks tagged for repair,truck Sites Visited,truck Travel Time (Minutes),truck Survey Time (Minutes),OGI_FU Deployment Cost ($),OGI_FU Sites flagged for Follow-Up,OGI_FU Leaks tagged for repair,OGI_FU Sites Visited,OGI_FU Travel Time (Minutes),OGI_FU Survey Time (Minutes)
2022-01-01,9706.82003,6630.63196,3076.18806,400.00000,3604,3628,0,16,0.00000,0.00000,3200.00000,400.00000,0,,10,180,270,0.00000,,0,0,0,0
2022-01-02,9715.72075,6629.51472,3086.20604,400.00000,3607,9,0,4,0.00000,0.00000,800.00000,400.00000,0,,10,180,270,0.00000,,0,0,0,0
2022-01-03,9682.94820,6617.44846,3065.49974,1400.00000,3599,4,0,6,47.00000,0.00000,1200.00000,400.00000,9,,10,180,270,1000.00000,,47,3,120,360
2022-01-04,9691.62548,6613.64982,3077.97566,1400.00000,3605,14,0,8,55.00000,0.00000,1600.00000,400.00000,9,,10,180,270,1000.00000,,55,3,120,360
2022-01-05,9704.43657,6629.29127,3075.14530,1400.00000,3612,21,0,10,52.00000,0.00000,2000.00000,400.00000,9,,10,180,270,1000.00000,,52,3,120,360
2022-01-06,9718.47663,6632.86646,3085.61017,1400.00000,3611,7,0,6,44.00000,0.00000,1200.00000,400.00000,9,,10,180,270,1000.00000,,44,3,120,360
2022-01-07,9699.14827,6628.39747,3070.75080,1400.00000,3606,6,0,6,53.00000,0.00000,1200.00000,400.00000,9,,10,180,270,1000.00000,,53,3,120,360
2022-01-08,9691.32755,6622.14089,3069.18665,1400.00000,3600,7,0,7,54.00000,0.00000,1400.00000,400.00000,9,,10,180,270,1000.00000,,54,3,120,360
2022-01-09,9726.29735,6643.14512,3083.15223,1400.00000,3609,17,0,5,53.00000,0.00000,1000.00000,400.00000,9,,10,180,270,1000.00000,,53,3,120,360
2022-01-10,9740.11396,6655.21138,3084.90258,1400.00000,3609,12,0,9,51.00000,0.00000,1800.00000,400.00000,9,,10,180,270,1000.00000,,51,3,120,360
2022-01-11,9731.66013,6639.56993,3092.09020,1400.00000,3608,10,0,10,48.00000,0.00000,2000.00000,400.00000,9,,10,180,270,1000.00000,,48,3,120,360
2022-01-12,9731.73461,6652.08309,3079.65153,1400.00000,3609,8,0,3,57.00000,0.00000,600.00000,400.00000,9,,1,20,30,1000.00000,,57,3,120,360
2022-01-13,9751.54711,6668.61833,3082.92878,1000.00000,3614,17,0,7,63.00000,0.00000,1400.00000,0.00000,9,,0,0,0,1000.00000,,63,3,120,360
2022-01-14,9787.41071,6690.06945,3097.34126,1000.00000,3623,15,0,3,68.00000,0.00000,600.00000,0.00000,1,,0,0,0,1000.00000,,68,3,120,360
2022-01-15,9800.18456,6704.37020,3095.81435,1000.00000,3626,8,0,3,61.00000,0.00000,600.00000,0.00000,0,,0,0,0,1000.00000,,61,3,120,360
2022-01-16,9828.48812,6720.45855,3108.02958,1000.00000,3630,10,0,5,59.00000,0.00000,1000.00000,0.00000,0,,0,0,0,1000.00000,,59,3,120,360
2022-01-17,9833.62746,6744.59106,3089.03639,1000.00000,3632,11,0,3,59.00000,0.00000,600.00000,0.00000,0,,0,0,0,1000.00000,,59,3,120,360
2022-01-18,9687.71512,6607.16980,3080.54532,9200.00000,3592,12,41,7,61.00000,8200.00000,1400.00000,0.00000,0,,0,0,0,1000.00000,,61,3,120,360
2022-01-19,9584.33262,6487.17757,3097.15505,10000.00000,3555,14,45,5,66.00000,9000.00000,1000.00000,0.00000,0,,0,0,0,1000.00000,,66,3,120,360
2022-01-20,9435.70165,6355.11908,3080.58256,9600.00000,3513,11,43,4,65.00000,8600.00000,800.00000,0.00000,0,,0,0,0,1000.00000,,65,3,120,360
2022-01-21,9352.35509,6261.71731,3090.63778,8000.00000,3487,12,35,1,67.00000,7000.00000,200.00000,0.00000,0,,0,0,0,1000.00000,,67,3,120,360
2022-01-22,9217.61522,6127.64778,3089.96743,10200.00000,3438,5,46,5,74.00000,9200.00000,1000.00000,0.00000,0,,0,0,0,1000.00000,,74,3,120,360
2022-01-23,9062.39250,5975.25542,3087.13707,10200.00000,3393,6,46,3,70.00000,9200.00000,600.00000,0.00000,0,,0,0,0,1000.00000,,70,3,120,360
2022-01-24,8896.66766,5812.13750,3084.53017,9200.00000,3351,4,41,2,65.00000,8200.00000,400.00000,0.00000,0,,0,0,0,1000.00000,,65,3,120,360
2022-01-25,8775.55819,5689.01698,3086.54121,9400.00000,3319,14,42,3,66.00000,8400.00000,600.00000,0.00000,0,,0,0,0,1000.00000,,66,3,120,360
2022-01-26,8604.61954,5535.28392,3069.33562,9400.00000,3278,6,42,3,66.00000,8400.00000,600.00000,0.00000,0,,0,0,0,1000.00000,,66,3,120,360
2022-01-27,8453.08373,5372.83634,3080.24739,10400.00000,3235,10,47,3,74.00000,9400.00000,600.00000,0.00000,0,,0,0,0,1000.00000,,74,3,120,360
2022-01-28,8251.79323,5174.86034,3076.93289,12600.00000,3177,8,58,4,68.00000,11600.00000,800.00000,0.00000,0,,0,0,0,1000.00000,,68,3,120,360
2022-01-29,8052.96067,4985.82230,3067.13837,13400.00000,3120,12,62,4,77.00000,12400.00000,800.00000,0.00000,0,,0,0,0,1000.00000,,77,3,120,360
2022-01-30,7890.81103,4819.35264,3071.45839,11800.00000,3066,11,54,6,82.00000,10800.00000,1200.00000,0.00000,0,,0,0,0,1000.00000,,82,3,120,360
2022-01-31,7704.93852,4643.49811,3061.44041,11600.00000,3016,10,53,2,70.00000,10600.00000,400.00000,0.00000,0,,0,0,0,1000.00000,,70,3,120,360
2022-02-01,7556.71721,4491.10575,3065.61147,11200.00000,2975,12,51,1,68.00000,10200.00000,200.00000,0.00000,0,,0,0,0,1000.00000,,68,3,120,360
2022-02-02,7412.14557,4337.81958,3074.32599,11800.00000,2922,8,54,3,67.00000,10800.00000,600.00000,0.00000,0,,0,0,0,1000.00000,,67,3,120,360
2022-02-03,7229.58756,4147.44085,3082.14671,12400.00000,2871,11,57,2,80.00000,11400.00000,400.00000,0.00000,0,,0,0,0,1000.00000,,80,3,120,360
2022-02-04,7028.29706,3966.00009,3062.29697,12200.00000,2816,6,56,0,77.00000,11200.00000,0.00000,0.00000,0,,0,0,0,1000.00000,,77,3,120,360
2022-02-05,6858.66187,3793.49730,3065.16457,12300.00000,2767,11,59,0,26.00000,11800.00000,0.00000,0.00000,0,,0,0,0,500.00000,,26,1,30,120
2022-02-06,6656.44033,3591.94611,3064.49422,13200.00000,2706,8,66,1,0.00000,13200.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-07,6456.00639,3392.85286,3063.15353,13000.00000,2635,4,65,4,0.00000,13000.00000,800.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-08,6249.61380,3189.96097,3059.65282,11800.00000,2578,6,59,1,0.00000,11800.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-09,6048.24881,2977.46077,3070.78804,11600.00000,2524,7,58,2,0.00000,11600.00000,400.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-10,5861.44527,2788.86964,3072.57563,11200.00000,2470,8,56,4,0.00000,11200.00000,800.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-11,5643.54505,2576.14599,3067.39906,12400.00000,2412,7,62,2,0.00000,12400.00000,400.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-12,5414.62133,2352.02642,3062.59490,13000.00000,2346,6,65,3,0.00000,13000.00000,600.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-13,5180.48379,2120.08614,3060.39765,14400.00000,2281,13,72,1,0.00000,14400.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-14,4962.39736,1902.44661,3059.95075,15200.00000,2211,11,76,2,0.00000,15200.00000,400.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-15,4752.46682,1685.47742,3066.98940,12000.00000,2158,9,60,1,0.00000,12000.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-16,4567.97226,1493.98145,3073.99081,12600.00000,2103,11,63,0,0.00000,12600.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-17,4380.87078,1301.81512,3079.05566,12200.00000,2051,15,61,2,0.00000,12200.00000,400.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
