Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),aircraft_mdl_high Deployment Cost ($),aircraft_mdl_high Sites flagged for Follow-Up,aircraft_mdl_high Leaks tagged for repair,aircraft_mdl_high Sites Visited,aircraft_mdl_high Travel Time (Minutes),aircraft_mdl_high Survey Time (Minutes),OGI_FU_mdl_high Deployment Cost ($),OGI_FU_mdl_high Sites flagged for Follow-Up,OGI_FU_mdl_high Leaks tagged for repair,OGI_FU_mdl_high Sites Visited,OGI_FU_mdl_high Travel Time (Minutes),OGI_FU_mdl_high Survey Time (Minutes)
2022-01-01,45733.84561,6266.32561,39467.52000,250.00000,373,376,0,1,0.00000,0.00000,200.00000,250.00000,0,,10,20,10,0.00000,,0,0,0,0
2022-01-02,45742.22076,6274.70076,39467.52000,0.00000,373,1,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-03,46518.48560,6273.36560,40245.12000,1000.00000,372,1,0,1,67.00000,0.00000,200.00000,0.00000,10,,0,0,0,1000.00000,,67,3,120,360
2022-01-04,46407.39029,6265.95029,40141.44000,1000.00000,369,0,0,2,49.00000,0.00000,400.00000,0.00000,0,,0,0,0,1000.00000,,49,3,120,360
2022-01-05,46407.39029,6265.95029,40141.44000,1000.00000,369,0,0,0,56.00000,0.00000,0.00000,0.00000,0,,0,0,0,1000.00000,,56,3,120,360
2022-01-06,46145.78316,6298.10316,39847.68000,500.00000,368,1,0,1,18.00000,0.00000,200.00000,0.00000,0,,0,0,0,500.00000,,18,1,30,120
2022-01-07,46145.78316,6298.10316,39847.68000,0.00000,368,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-08,46146.63015,6298.95015,39847.68000,0.00000,369,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-09,46147.28476,6299.60476,39847.68000,0.00000,370,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-10,45901.37891,6347.45891,39553.92000,0.00000,371,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
