Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),OGI_mdl_high Deployment Cost ($),OGI_mdl_high Sites flagged for Follow-Up,OGI_mdl_high Leaks tagged for repair,OGI_mdl_high Sites Visited,OGI_mdl_high Travel Time (Minutes),OGI_mdl_high Survey Time (Minutes)
2022-01-01,925.56388,705.87607,219.68782,2876.00000,374,376,0,1,54,0.00000,200.00000,2876.00000,,54,3,180,300
2022-01-02,925.78733,706.09952,219.68782,2876.00000,375,2,0,1,88,0.00000,200.00000,2876.00000,,88,3,180,360
2022-01-03,924.89353,705.20572,219.68782,2876.00000,376,2,0,1,61,0.00000,200.00000,2876.00000,,61,3,180,300
2022-01-04,916.62591,705.20572,211.42020,2876.00000,375,0,0,0,80,0.00000,0.00000,2876.00000,,80,3,180,360
2022-01-05,917.07281,705.65262,211.42020,0.00000,377,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-06,908.13484,705.65262,202.48223,0.00000,376,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-07,919.53075,717.04853,202.48223,0.00000,379,3,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-08,919.53075,717.04853,202.48223,0.00000,379,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-09,921.72800,717.49542,204.23258,0.00000,380,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-10,927.09078,722.85821,204.23258,0.00000,382,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-11,927.09078,722.85821,204.23258,0.00000,382,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-12,927.31423,723.08166,204.23258,0.00000,383,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-13,930.44252,725.76305,204.67948,0.00000,385,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-14,933.12391,728.44444,204.67948,0.00000,386,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-15,931.15011,728.44444,202.70568,0.00000,385,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-16,801.54957,598.84389,202.70568,9400.00000,340,2,47,0,0,9400.00000,0.00000,0.00000,,0,0,0,0
2022-01-17,593.96525,391.25957,202.70568,17200.00000,254,0,86,0,0,17200.00000,0.00000,0.00000,,0,0,0,0
2022-01-18,434.19906,231.49339,202.70568,10600.00000,201,0,53,0,0,10600.00000,0.00000,0.00000,,0,0,0,0
2022-01-19,276.22047,73.51479,202.70568,13600.00000,133,0,68,0,0,13600.00000,0.00000,0.00000,,0,0,0,0
2022-01-20,276.92806,76.19618,200.73187,0.00000,133,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-21,282.29084,81.55896,200.73187,0.00000,135,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-22,284.97223,84.24035,200.73187,0.00000,136,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-23,285.19568,84.46380,200.73187,0.00000,137,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-24,285.19568,84.46380,200.73187,0.00000,137,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-25,283.22188,84.46380,198.75807,0.00000,136,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-26,283.89222,84.46380,199.42842,0.00000,137,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-27,286.57361,87.14519,199.42842,0.00000,138,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
