Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),aircraft Deployment Cost ($),aircraft Sites flagged for Follow-Up,aircraft Leaks tagged for repair,aircraft Sites Visited,aircraft Travel Time (Minutes),aircraft Survey Time (Minutes),OGI_FU_persitehigh Deployment Cost ($),OGI_FU_persitehigh Sites flagged for Follow-Up,OGI_FU_persitehigh Leaks tagged for repair,OGI_FU_persitehigh Sites Visited,OGI_FU_persitehigh Travel Time (Minutes),OGI_FU_persitehigh Survey Time (Minutes)
2022-01-01,36980.40324,6066.48324,30913.92000,2500.00000,329,332,0,2,0.00000,0.00000,400.00000,2500.00000,0,,10,20,10,0.00000,,0,0,0,0
2022-01-02,36997.10660,6083.18660,30913.92000,0.00000,330,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-03,38161.89667,7247.97667,30913.92000,5512.00000,331,1,0,0,52.00000,0.00000,0.00000,0.00000,10,,0,0,0,5512.00000,,52,3,120,360
2022-01-04,38265.57667,7247.97667,31017.60000,5512.00000,332,1,0,0,54.00000,0.00000,0.00000,0.00000,0,,0,0,0,5512.00000,,54,3,120,360
2022-01-05,38439.03099,7421.43099,31017.60000,5512.00000,334,2,0,0,64.00000,0.00000,0.00000,0.00000,0,,0,0,0,5512.00000,,64,3,120,360
2022-01-06,38147.03913,7423.19913,30723.84000,2756.00000,334,1,0,0,21.00000,0.00000,0.00000,0.00000,0,,0,0,0,2756.00000,,21,1,30,120
2022-01-07,38060.63913,7423.19913,30637.44000,0.00000,333,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-08,38941.70270,7440.26270,31501.44000,0.00000,336,3,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-09,38964.02770,7462.58770,31501.44000,0.00000,338,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-10,38964.02770,7462.58770,31501.44000,0.00000,338,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-11,39828.02770,7462.58770,32365.44000,0.00000,339,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-12,39827.31278,7461.87278,32365.44000,0.00000,338,0,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-13,38963.58821,7462.14821,31501.44000,0.00000,338,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-14,38952.90189,7451.46189,31501.44000,0.00000,337,0,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-15,39082.92099,7495.08099,31587.84000,0.00000,339,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-16,39154.47577,7566.63577,31587.84000,0.00000,340,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-17,39240.87577,7566.63577,31674.24000,0.00000,341,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-18,38475.75066,6697.83066,31777.92000,8800.00000,297,1,44,1,0.00000,8800.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-19,36485.02569,4707.10569,31777.92000,9200.00000,252,1,46,0,0.00000,9200.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-20,31580.09266,959.93266,30620.16000,11000.00000,195,0,55,0,0.00000,11000.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-21,31064.98150,444.82150,30620.16000,3400.00000,178,0,17,0,0.00000,3400.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
