Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),aircraft Deployment Cost ($),aircraft Sites flagged for Follow-Up,aircraft Leaks tagged for repair,aircraft Sites Visited,aircraft Travel Time (Minutes),aircraft Survey Time (Minutes),OGI_FU_persitehigh Deployment Cost ($),OGI_FU_persitehigh Sites flagged for Follow-Up,OGI_FU_persitehigh Leaks tagged for repair,OGI_FU_persitehigh Sites Visited,OGI_FU_persitehigh Travel Time (Minutes),OGI_FU_persitehigh Survey Time (Minutes)
2022-01-01,52118.52565,9212.28565,42906.24000,2500.00000,338,338,0,0,0.00000,0.00000,0.00000,2500.00000,0,,10,20,10,0.00000,,0,0,0,0
2022-01-02,52118.52565,9212.28565,42906.24000,0.00000,338,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-03,52093.26889,9187.02889,42906.24000,5512.00000,337,0,0,1,51.00000,0.00000,200.00000,0.00000,10,,0,0,0,5512.00000,,51,3,120,360
2022-01-04,52093.26889,9187.02889,42906.24000,5512.00000,337,0,0,0,51.00000,0.00000,0.00000,0.00000,0,,0,0,0,5512.00000,,51,3,120,360
2022-01-05,52128.45097,9222.21097,42906.24000,5512.00000,338,2,0,1,65.00000,0.00000,200.00000,0.00000,0,,0,0,0,5512.00000,,65,3,120,360
2022-01-06,52157.84769,9251.60769,42906.24000,2756.00000,340,2,0,0,13.00000,0.00000,0.00000,0.00000,0,,0,0,0,2756.00000,,13,1,30,120
2022-01-07,52184.47565,9278.23565,42906.24000,0.00000,342,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-08,53048.47565,9278.23565,43770.24000,0.00000,343,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-09,52955.09627,9392.21627,43562.88000,0.00000,344,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-10,53305.04739,9448.40739,43856.64000,0.00000,346,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-11,53612.17519,9461.77519,44150.40000,0.00000,348,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-12,53527.28471,9480.56471,44046.72000,0.00000,348,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-13,53527.34453,9480.62453,44046.72000,0.00000,349,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-14,53849.20435,9508.72435,44340.48000,0.00000,351,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-15,53849.20435,9508.72435,44340.48000,0.00000,351,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-16,53767.29943,9513.21943,44254.08000,0.00000,351,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-17,53777.86102,9523.78102,44254.08000,0.00000,352,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-18,52533.68607,8279.60607,44254.08000,8600.00000,311,2,43,0,0.00000,8600.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-19,48000.13755,3746.05755,44254.08000,8800.00000,268,1,44,0,0.00000,8800.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-20,46430.97303,2176.89303,44254.08000,10200.00000,217,0,51,0,0.00000,10200.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-21,44681.35764,530.95764,44150.40000,2000.00000,206,0,10,0,0.00000,2000.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-22,44774.43897,537.63897,44236.80000,0.00000,209,3,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-23,45690.30918,589.50918,45100.80000,0.00000,211,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
